regional_v17,classificacao_agrupada_v17,vacina,campo_vacinal,status,motivo,n_registros_no_estrato,registros_com_campo_vacinal
JUARA,Meningite pneumocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",4,2
JUARA,Meningite pneumocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",4,1
JUARA,Meningite tuberculosa,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,1
JUARA,Meningite tuberculosa,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,1
JUARA,Meningite tuberculosa,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,1
JUARA,Meningite tuberculosa,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite tuberculosa.",1,1
JUARA,Meningite tuberculosa,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite tuberculosa.",1,1
JUARA,Meningite tuberculosa,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",1,1
JUARA,Meningite tuberculosa,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",1,1
JUARA,Meningite viral/asséptica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,3,1
JUARA,Meningite viral/asséptica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,3,1
JUARA,Meningite viral/asséptica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,3,2
JUARA,Meningite viral/asséptica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,3,2
JUARA,Meningite viral/asséptica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,3,2
JUARA,Meningite viral/asséptica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,3,2
JUARA,Meningite viral/asséptica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,3,2
JUARA,Meningite viral/asséptica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,3,1
JUARA,Outras etiologias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Outras etiologias.",45,19
JUARA,Outras etiologias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Outras etiologias.",45,19
JUARA,Outras etiologias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Outras etiologias.",45,20
JUARA,Outras etiologias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Outras etiologias.",45,23
JUARA,Outras etiologias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Outras etiologias.",45,19
JUARA,Outras etiologias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Outras etiologias.",45,20
JUARA,Outras etiologias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",45,20
JUARA,Outras etiologias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",45,18
JUINA,Doença meningocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Doença meningocócica.",6,5
JUINA,Doença meningocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Doença meningocócica.",6,3
JUINA,Doença meningocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Doença meningocócica.",6,3
JUINA,Doença meningocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",6,5
JUINA,Doença meningocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",6,3
JUINA,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",4,2
JUINA,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",4,2
JUINA,Meningite bacteriana/outras bactérias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",4,2
JUINA,Meningite bacteriana/outras bactérias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite bacteriana/outras bactérias.",4,2
JUINA,Meningite bacteriana/outras bactérias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite bacteriana/outras bactérias.",4,2
JUINA,Meningite bacteriana/outras bactérias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite bacteriana/outras bactérias.",4,2
JUINA,Meningite bacteriana/outras bactérias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite bacteriana/outras bactérias.",4,2
JUINA,Meningite bacteriana/outras bactérias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite bacteriana/outras bactérias.",4,2
JUINA,Meningite fúngica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite fúngica.",3,1
JUINA,Meningite fúngica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite fúngica.",3,1
JUINA,Meningite fúngica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite fúngica.",3,1
JUINA,Meningite fúngica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite fúngica.",3,1
JUINA,Meningite fúngica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite fúngica.",3,0
JUINA,Meningite fúngica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite fúngica.",3,0
JUINA,Meningite fúngica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite fúngica.",3,0
JUINA,Meningite fúngica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite fúngica.",3,0
JUINA,Meningite não especificada,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite não especificada.",15,9
JUINA,Meningite não especificada,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite não especificada.",15,9
JUINA,Meningite não especificada,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite não especificada.",15,10
JUINA,Meningite não especificada,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite não especificada.",15,12
JUINA,Meningite não especificada,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite não especificada.",15,10
JUINA,Meningite não especificada,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite não especificada.",15,9
JUINA,Meningite não especificada,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite não especificada.",15,10
JUINA,Meningite não especificada,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite não especificada.",15,6
JUINA,Meningite pneumocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite pneumocócica.",7,3
JUINA,Meningite pneumocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite pneumocócica.",7,3
JUINA,Meningite pneumocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite pneumocócica.",7,4
JUINA,Meningite pneumocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite pneumocócica.",7,5
JUINA,Meningite pneumocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite pneumocócica.",7,4
JUINA,Meningite pneumocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",7,4
JUINA,Meningite pneumocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",7,3
JUINA,Meningite tuberculosa,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,0
JUINA,Meningite tuberculosa,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,0
JUINA,Meningite tuberculosa,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,0
JUINA,Meningite tuberculosa,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite tuberculosa.",1,0
JUINA,Meningite tuberculosa,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite tuberculosa.",1,0
JUINA,Meningite tuberculosa,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",1,0
JUINA,Meningite tuberculosa,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",1,0
JUINA,Meningite viral/asséptica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,2
JUINA,Meningite viral/asséptica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
JUINA,Meningite viral/asséptica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,4
JUINA,Meningite viral/asséptica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,4
JUINA,Meningite viral/asséptica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,4
JUINA,Meningite viral/asséptica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,4
JUINA,Meningite viral/asséptica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
JUINA,Meningite viral/asséptica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,Não há vacina correspondente para esta classificação; viral/asséptica não entra em EV vacinal.,5,3
JUINA,Outras etiologias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Outras etiologias.",54,21
JUINA,Outras etiologias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Outras etiologias.",54,21
JUINA,Outras etiologias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Outras etiologias.",54,22
JUINA,Outras etiologias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Outras etiologias.",54,26
JUINA,Outras etiologias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Outras etiologias.",54,18
JUINA,Outras etiologias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Outras etiologias.",54,16
JUINA,Outras etiologias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",54,18
JUINA,Outras etiologias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Outras etiologias.",54,13
PEIXOTO DE AZEVEDO,Doença meningocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Doença meningocócica.",4,2
PEIXOTO DE AZEVEDO,Doença meningocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Doença meningocócica.",4,2
PEIXOTO DE AZEVEDO,Doença meningocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Doença meningocócica.",4,2
PEIXOTO DE AZEVEDO,Doença meningocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",4,2
PEIXOTO DE AZEVEDO,Doença meningocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Doença meningocócica.",4,1
PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",9,3
PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",9,3
PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite bacteriana/outras bactérias.",9,4
PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite bacteriana/outras bactérias.",9,4
PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite bacteriana/outras bactérias.",9,3
PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite bacteriana/outras bactérias.",9,3
PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite bacteriana/outras bactérias.",9,2
PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite bacteriana/outras bactérias.",9,2
PEIXOTO DE AZEVEDO,Meningite fúngica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite fúngica.",6,3
PEIXOTO DE AZEVEDO,Meningite fúngica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite fúngica.",6,3
PEIXOTO DE AZEVEDO,Meningite fúngica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite fúngica.",6,3
PEIXOTO DE AZEVEDO,Meningite fúngica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite fúngica.",6,3
PEIXOTO DE AZEVEDO,Meningite fúngica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite fúngica.",6,2
PEIXOTO DE AZEVEDO,Meningite fúngica,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite fúngica.",6,2
PEIXOTO DE AZEVEDO,Meningite fúngica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite fúngica.",6,2
PEIXOTO DE AZEVEDO,Meningite fúngica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite fúngica.",6,2
PEIXOTO DE AZEVEDO,Meningite não especificada,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite não especificada.",24,15
PEIXOTO DE AZEVEDO,Meningite não especificada,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite não especificada.",24,15
PEIXOTO DE AZEVEDO,Meningite não especificada,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite não especificada.",24,15
PEIXOTO DE AZEVEDO,Meningite não especificada,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite não especificada.",24,16
PEIXOTO DE AZEVEDO,Meningite não especificada,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite não especificada.",24,15
PEIXOTO DE AZEVEDO,Meningite não especificada,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite não especificada.",24,14
PEIXOTO DE AZEVEDO,Meningite não especificada,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite não especificada.",24,13
PEIXOTO DE AZEVEDO,Meningite não especificada,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite não especificada.",24,9
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite pneumocócica.",5,4
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite pneumocócica.",5,4
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite pneumocócica.",5,4
PEIXOTO DE AZEVEDO,Meningite pneumocócica,BCG,VacinaContraBCG_bin_v17,Não aplicável etiologicamente,"BCG é aplicável a Meningite tuberculosa, não a Meningite pneumocócica.",5,4
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite pneumocócica.",5,4
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",5,4
PEIXOTO DE AZEVEDO,Meningite pneumocócica,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite pneumocócica.",5,3
PEIXOTO DE AZEVEDO,Meningite tuberculosa,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica A/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,0
PEIXOTO DE AZEVEDO,Meningite tuberculosa,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Não aplicável etiologicamente,"Meningocócica polissacarídica B/C é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,0
PEIXOTO DE AZEVEDO,Meningite tuberculosa,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Não aplicável etiologicamente,"Meningocócica C conjugada é aplicável a Doença meningocócica, não a Meningite tuberculosa.",1,0
PEIXOTO DE AZEVEDO,Meningite tuberculosa,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Não aplicável etiologicamente,"Hib/Hemófilos é aplicável a Meningite por Hib/Hemófilo, não a Meningite tuberculosa.",1,0
PEIXOTO DE AZEVEDO,Meningite tuberculosa,Pneumocócica,VacinaContraPneumococo_bin_v17,Não aplicável etiologicamente,"Pneumocócica é aplicável a Meningite pneumocócica, não a Meningite tuberculosa.",1,0
PEIXOTO DE AZEVEDO,Meningite tuberculosa,Tríplice bacteriana/DTP,VacinaContraTriplice_bin_v17,Não aplicável etiologicamente,"Tríplice bacteriana/DTP é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",1,0
PEIXOTO DE AZEVEDO,Meningite tuberculosa,Outras vacinas,VacinaOutras_bin_v17,Não aplicável etiologicamente,"Outras vacinas é aplicável a nenhuma etiologia alvo direta, não a Meningite tuberculosa.",1,0
