ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,populacao,incidencia_100mil,mortalidade_100mil,letalidade_confirmados
2016,510250,CACERES,CACERES,Doença meningocócica,3,3,3,3,,,,100.0
2016,510250,CACERES,CACERES,Meningite bacteriana/outras bactérias,7,7,7,1,,,,14.285714285714285
2016,510250,CACERES,CACERES,Meningite não especificada,6,6,6,0,,,,0.0
2016,510250,CACERES,CACERES,Meningite pneumocócica,1,1,1,1,,,,100.0
2016,510250,CACERES,CACERES,Meningite viral/asséptica,8,8,8,0,,,,0.0
2016,510250,CACERES,CACERES,Outras etiologias,1,0,1,0,,,,
2016,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2016,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2016,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2016,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2016,510267,CAMPO VERDE,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2016,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,1,0,1,0,,,,
2016,510268,CAMPOS DE JULIO,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2016,510268,CAMPOS DE JULIO,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2016,510269,CANABRAVA DO NORTE,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,0,0,,,,
2016,510300,CHAPADA DOS GUIMARAES,CUIABA,Outras etiologias,1,0,0,0,,,,
2016,510305,CLAUDIA,SINOP,Outras etiologias,2,1,2,0,,,,0.0
2016,510320,COLIDER,COLIDER,Meningite viral/asséptica,1,1,1,0,,,,0.0
2016,510325,COLNIZA,JUINA,Outras etiologias,1,0,1,0,,,,
2016,510335,CONFRESA,PORTO ALEGRE DO NORTE,Meningite não especificada,1,1,1,0,,,,0.0
2016,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,1,0,,,,
2016,510337,COTRIGUACU,JUINA,Meningite não especificada,1,1,1,0,,,,0.0
2016,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,4,4,4,0,,,,0.0
2016,510340,CUIABA,CUIABA,Meningite fúngica,4,4,4,0,,,,0.0
2016,510340,CUIABA,CUIABA,Meningite não especificada,11,11,10,0,,,,0.0
2016,510340,CUIABA,CUIABA,Meningite por Hib/Hemófilo,1,1,1,0,,,,0.0
2016,510340,CUIABA,CUIABA,Meningite tuberculosa,1,1,1,1,,,,100.0
2016,510340,CUIABA,CUIABA,Meningite viral/asséptica,3,3,3,1,,,,33.33333333333333
2016,510340,CUIABA,CUIABA,Outras etiologias,65,20,27,0,,,,0.0
2016,510370,FELIZ NATAL,SINOP,Meningite viral/asséptica,1,1,1,0,,,,0.0
2016,510452,IPIRANGA DO NORTE,SINOP,Meningite pneumocócica,1,1,1,0,,,,0.0
2016,510452,IPIRANGA DO NORTE,SINOP,Outras etiologias,2,0,1,0,,,,
2016,510480,JACIARA,RONDONOPOLIS,Meningite não especificada,2,2,2,0,,,,0.0
2016,510480,JACIARA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2016,510500,JAURU,PONTES E LACERDA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2016,510500,JAURU,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2016,510510,JUARA,JUARA,Doença meningocócica,1,1,1,0,,,,0.0
2016,510510,JUARA,JUARA,Meningite não especificada,1,1,1,0,,,,0.0
2016,510510,JUARA,JUARA,Outras etiologias,1,0,1,0,,,,
2016,510515,JUINA,JUINA,Meningite não especificada,1,1,1,0,,,,0.0
2016,510515,JUINA,JUINA,Outras etiologias,1,0,1,0,,,,
2016,510523,LAMBARI D OESTE,CACERES,Meningite não especificada,1,1,1,0,,,,0.0
2016,510525,LUCAS DO RIO VERDE,SINOP,Meningite pneumocócica,1,1,1,0,,,,0.0
2016,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,1,0,1,0,,,,
2016,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,Meningite viral/asséptica,3,3,3,0,,,,0.0
2016,510558,MARCELANDIA,COLIDER,Meningite não especificada,1,1,1,0,,,,0.0
2016,510562,MIRASSOL D OESTE,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2016,510562,MIRASSOL D OESTE,CACERES,Meningite viral/asséptica,2,2,2,0,,,,0.0
2016,510622,NOVA MUTUM,SINOP,Outras etiologias,1,0,1,0,,,,
2016,510624,NOVA UBIRATA,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2016,510625,NOVA XAVANTINA,BARRA DO GARCAS,Outras etiologias,1,1,0,0,,,,0.0
2016,510629,PARANAITA,ALTA FLORESTA,Meningite não especificada,1,1,1,0,,,,0.0
2016,510629,PARANAITA,ALTA FLORESTA,Outras etiologias,2,0,2,0,,,,
2016,510637,PEDRA PRETA,RONDONOPOLIS,Outras etiologias,2,0,1,0,,,,
2016,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,1,0,,,,
2016,510650,POCONE,CUIABA,Outras etiologias,2,0,1,0,,,,
2016,510675,PONTES E LACERDA,PONTES E LACERDA,Doença meningocócica,1,1,1,0,,,,0.0
2016,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2016,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite não especificada,3,3,3,0,,,,0.0
2016,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite viral/asséptica,2,2,2,0,,,,0.0
2016,510675,PONTES E LACERDA,PONTES E LACERDA,Outras etiologias,4,0,2,0,,,,
2016,510680,PORTO DOS GAUCHOS,JUARA,Outras etiologias,1,0,0,0,,,,
2016,510682,PORTO ESPERIDIAO,CACERES,Outras etiologias,1,0,1,0,,,,
2016,510700,POXOREO,RONDONOPOLIS,Meningite fúngica,1,1,1,0,,,,0.0
2016,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2016,510706,QUERENCIA,AGUA BOA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2016,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2016,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Meningite não especificada,1,1,1,0,,,,0.0
2016,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Outras etiologias,2,0,2,0,,,,
2016,510719,RIBEIRAOZINHO,BARRA DO GARCAS,Outras etiologias,1,0,1,0,,,,
2016,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2016,510760,RONDONOPOLIS,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2016,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,3,3,3,0,,,,0.0
2016,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite fúngica,2,2,1,0,,,,0.0
2016,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,6,6,6,0,,,,0.0
2016,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2016,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,8,8,8,0,,,,0.0
2016,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,5,2,5,0,,,,0.0
2016,510776,SANTA RITA DO TRIVELATO,SINOP,Outras etiologias,1,0,1,0,,,,
2016,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Meningite não especificada,2,2,2,0,,,,0.0
2016,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,1,0,1,0,,,,
2016,510787,SAPEZAL,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2016,510787,SAPEZAL,TANGARA DA SERRA,Outras etiologias,1,0,0,0,,,,
2016,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,3,3,3,0,,,,0.0
2016,510790,SINOP,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2016,510790,SINOP,SINOP,Meningite não especificada,2,2,2,0,,,,0.0
2016,510790,SINOP,SINOP,Meningite viral/asséptica,3,3,3,1,,,,33.33333333333333
2016,510790,SINOP,SINOP,Outras etiologias,2,0,2,0,,,,
2016,510792,SORRISO,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2016,510792,SORRISO,SINOP,Meningite não especificada,4,4,4,1,,,,25.0
2016,510792,SORRISO,SINOP,Meningite viral/asséptica,1,1,1,0,,,,0.0
2016,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite não especificada,2,2,2,0,,,,0.0
2016,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,2,0,1,0,,,,
2016,510800,TAPURAH,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2016,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,9,9,9,2,,,,22.22222222222222
2016,510840,VARZEA GRANDE,CUIABA,Meningite pneumocócica,1,1,1,0,,,,0.0
2016,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2016,510840,VARZEA GRANDE,CUIABA,Outras etiologias,15,2,9,1,,,,50.0
2016,510860,VILA RICA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,0,0,,,,
2016,510895,NOVA MONTE VERDE,ALTA FLORESTA,Meningite não especificada,1,1,1,0,,,,0.0
2017,510020,AGUA BOA,AGUA BOA,Outras etiologias,1,0,1,0,,,,
2017,510025,ALTA FLORESTA,ALTA FLORESTA,Doença meningocócica,1,1,1,0,,,,0.0
2017,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite não especificada,1,1,1,0,,,,0.0
2017,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite pneumocócica,1,1,1,1,,,,100.0
2017,510040,ALTO GARCAS,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2017,510050,ALTO PARAGUAI,DIAMANTINO,Meningite não especificada,1,1,1,0,,,,0.0
2017,510050,ALTO PARAGUAI,DIAMANTINO,Outras etiologias,1,1,0,0,,,,0.0
2017,510125,ARAPUTANGA,CACERES,Meningite não especificada,1,1,1,0,,,,0.0
2017,510170,BARRA DO BUGRES,TANGARA DA SERRA,Outras etiologias,2,0,2,0,,,,
2017,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,6,6,6,2,,,,33.33333333333333
2017,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,11,0,9,0,,,,
2017,510250,CACERES,CACERES,Doença meningocócica,1,1,1,1,,,,100.0
2017,510250,CACERES,CACERES,Meningite bacteriana/outras bactérias,3,3,3,0,,,,0.0
2017,510250,CACERES,CACERES,Meningite fúngica,1,1,1,1,,,,100.0
2017,510250,CACERES,CACERES,Meningite não especificada,3,3,3,0,,,,0.0
2017,510250,CACERES,CACERES,Meningite tuberculosa,1,1,1,0,,,,0.0
2017,510250,CACERES,CACERES,Meningite viral/asséptica,8,8,8,0,,,,0.0
2017,510250,CACERES,CACERES,Outras etiologias,3,2,2,0,,,,0.0
2017,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Meningite fúngica,1,1,1,0,,,,0.0
2017,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,2,2,1,0,,,,0.0
2017,510267,CAMPO VERDE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2017,510268,CAMPOS DE JULIO,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2017,510270,CANARANA,AGUA BOA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510270,CANARANA,AGUA BOA,Meningite não especificada,1,1,1,0,,,,0.0
2017,510279,CARLINDA,ALTA FLORESTA,Outras etiologias,1,0,1,0,,,,
2017,510305,CLAUDIA,SINOP,Meningite fúngica,1,1,1,1,,,,100.0
2017,510305,CLAUDIA,SINOP,Meningite não especificada,1,1,1,1,,,,100.0
2017,510305,CLAUDIA,SINOP,Meningite pneumocócica,1,1,1,0,,,,0.0
2017,510305,CLAUDIA,SINOP,Outras etiologias,1,0,1,0,,,,
2017,510320,COLIDER,COLIDER,Meningite fúngica,1,1,1,1,,,,100.0
2017,510320,COLIDER,COLIDER,Outras etiologias,3,0,3,0,,,,
2017,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,1,0,,,,
2017,510340,CUIABA,CUIABA,Doença meningocócica,5,5,5,1,,,,20.0
2017,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,8,8,8,0,,,,0.0
2017,510340,CUIABA,CUIABA,Meningite fúngica,6,6,6,1,,,,16.666666666666664
2017,510340,CUIABA,CUIABA,Meningite não especificada,7,7,7,1,,,,14.285714285714285
2017,510340,CUIABA,CUIABA,Meningite pneumocócica,2,2,2,2,,,,100.0
2017,510340,CUIABA,CUIABA,Meningite viral/asséptica,17,17,17,1,,,,5.88235294117647
2017,510340,CUIABA,CUIABA,Outras etiologias,39,11,17,0,,,,0.0
2017,510350,DIAMANTINO,DIAMANTINO,Outras etiologias,3,0,3,0,,,,
2017,510370,FELIZ NATAL,SINOP,Doença meningocócica,2,2,2,1,,,,50.0
2017,510370,FELIZ NATAL,SINOP,Outras etiologias,1,0,1,0,,,,
2017,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,3,0,3,0,,,,
2017,510452,IPIRANGA DO NORTE,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2017,510455,ITAUBA,COLIDER,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510480,JACIARA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2017,510480,JACIARA,RONDONOPOLIS,Outras etiologias,1,0,1,0,,,,
2017,510490,JANGADA,CUIABA,Outras etiologias,1,1,0,0,,,,0.0
2017,510500,JAURU,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2017,510500,JAURU,PONTES E LACERDA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2017,510510,JUARA,JUARA,Meningite tuberculosa,1,1,1,0,,,,0.0
2017,510510,JUARA,JUARA,Outras etiologias,2,0,1,0,,,,
2017,510517,JURUENA,JUINA,Outras etiologias,1,0,1,0,,,,
2017,510520,JUSCIMEIRA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2017,510520,JUSCIMEIRA,RONDONOPOLIS,Outras etiologias,1,0,1,0,,,,
2017,510525,LUCAS DO RIO VERDE,SINOP,Doença meningocócica,1,1,1,1,,,,100.0
2017,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,Outras etiologias,2,1,1,0,,,,0.0
2017,510558,MARCELANDIA,COLIDER,Outras etiologias,3,0,2,0,,,,
2017,510560,MATUPA,PEIXOTO DE AZEVEDO,Meningite fúngica,1,1,1,0,,,,0.0
2017,510562,MIRASSOL D OESTE,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510562,MIRASSOL D OESTE,CACERES,Meningite não especificada,2,2,2,0,,,,0.0
2017,510562,MIRASSOL D OESTE,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2017,510562,MIRASSOL D OESTE,CACERES,Outras etiologias,1,0,0,0,,,,
2017,510590,NOBRES,DIAMANTINO,Meningite não especificada,1,1,1,1,,,,100.0
2017,510590,NOBRES,DIAMANTINO,Meningite tuberculosa,1,1,1,0,,,,0.0
2017,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,Meningite não especificada,1,1,1,1,,,,100.0
2017,510618,NOVA LACERDA,PONTES E LACERDA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510621,NOVA CANAA DO NORTE,COLIDER,Outras etiologias,1,0,1,0,,,,
2017,510622,NOVA MUTUM,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2017,510622,NOVA MUTUM,SINOP,Meningite fúngica,1,1,1,1,,,,100.0
2017,510622,NOVA MUTUM,SINOP,Outras etiologias,3,0,3,0,,,,
2017,510624,NOVA UBIRATA,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2017,510625,NOVA XAVANTINA,BARRA DO GARCAS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510625,NOVA XAVANTINA,BARRA DO GARCAS,Meningite não especificada,3,3,3,1,,,,33.33333333333333
2017,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,Meningite não especificada,1,1,1,0,,,,0.0
2017,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,0,0,,,,
2017,510628,NOVO SAO JOAQUIM,BARRA DO GARCAS,Meningite não especificada,1,1,1,0,,,,0.0
2017,510629,PARANAITA,ALTA FLORESTA,Outras etiologias,1,0,1,0,,,,
2017,510630,PARANATINGA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2017,510637,PEDRA PRETA,RONDONOPOLIS,Outras etiologias,1,0,0,0,,,,
2017,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,1,0,,,,
2017,510650,POCONE,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,1,,,,100.0
2017,510650,POCONE,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2017,510650,POCONE,CUIABA,Outras etiologias,1,0,1,0,,,,
2017,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,Meningite não especificada,1,1,0,0,,,,0.0
2017,510675,PONTES E LACERDA,PONTES E LACERDA,Doença meningocócica,1,1,1,1,,,,100.0
2017,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2017,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite viral/asséptica,2,2,2,0,,,,0.0
2017,510682,PORTO ESPERIDIAO,CACERES,Doença meningocócica,1,1,1,1,,,,100.0
2017,510682,PORTO ESPERIDIAO,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2017,510685,PORTO ESTRELA,TANGARA DA SERRA,Outras etiologias,1,0,0,0,,,,
2017,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite não especificada,3,3,3,0,,,,0.0
2017,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,2,2,2,0,,,,0.0
2017,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2017,510724,SANTA CARMEM,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2017,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite fúngica,1,1,1,0,,,,0.0
2017,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2017,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,6,6,5,0,,,,0.0
2017,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,3,2,3,1,,,,50.0
2017,510770,ROSARIO OESTE,DIAMANTINO,Meningite viral/asséptica,1,1,1,0,,,,0.0
2017,510770,ROSARIO OESTE,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2017,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Meningite não especificada,1,1,1,0,,,,0.0
2017,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,2,1,1,0,,,,0.0
2017,510787,SAPEZAL,TANGARA DA SERRA,Meningite fúngica,1,1,1,0,,,,0.0
2017,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2017,510790,SINOP,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2017,510790,SINOP,SINOP,Meningite viral/asséptica,7,7,7,0,,,,0.0
2017,510790,SINOP,SINOP,Outras etiologias,2,0,2,0,,,,
2017,510792,SORRISO,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2017,510792,SORRISO,SINOP,Meningite não especificada,6,6,6,1,,,,16.666666666666664
2017,510792,SORRISO,SINOP,Meningite pneumocócica,1,1,1,0,,,,0.0
2017,510792,SORRISO,SINOP,Outras etiologias,1,0,1,0,,,,
2017,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite não especificada,2,2,2,0,,,,0.0
2017,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2017,510800,TAPURAH,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2017,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,Meningite não especificada,1,1,1,0,,,,0.0
2017,510820,TORIXOREU,BARRA DO GARCAS,Outras etiologias,1,0,1,0,,,,
2017,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2017,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,9,9,9,1,,,,11.11111111111111
2017,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,3,3,3,0,,,,0.0
2017,510840,VARZEA GRANDE,CUIABA,Outras etiologias,25,4,21,0,,,,0.0
2017,510885,NOVA MARILANDIA,TANGARA DA SERRA,Meningite não especificada,1,1,1,1,,,,100.0
2018,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite fúngica,1,1,1,0,,,,0.0
2018,510025,ALTA FLORESTA,ALTA FLORESTA,Outras etiologias,2,0,1,0,,,,
2018,510080,APIACAS,ALTA FLORESTA,Doença meningocócica,1,1,1,0,,,,0.0
2018,510140,ARIPUANA,JUINA,Outras etiologias,1,0,1,0,,,,
2018,510160,BARAO DE MELGACO,CUIABA,Outras etiologias,1,0,1,0,,,,
2018,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510170,BARRA DO BUGRES,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2018,510180,BARRA DO GARCAS,BARRA DO GARCAS,Doença meningocócica,1,1,1,0,,,,0.0
2018,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,6,6,6,1,,,,16.666666666666664
2018,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite pneumocócica,1,1,1,0,,,,0.0
2018,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,13,0,13,0,,,,
2018,510190,BRASNORTE,JUINA,Outras etiologias,1,0,1,0,,,,
2018,510250,CACERES,CACERES,Doença meningocócica,1,1,1,0,,,,0.0
2018,510250,CACERES,CACERES,Meningite bacteriana/outras bactérias,1,1,1,1,,,,100.0
2018,510250,CACERES,CACERES,Meningite fúngica,1,1,1,0,,,,0.0
2018,510250,CACERES,CACERES,Meningite tuberculosa,1,1,1,0,,,,0.0
2018,510250,CACERES,CACERES,Meningite viral/asséptica,4,4,4,1,,,,25.0
2018,510250,CACERES,CACERES,Outras etiologias,2,1,2,0,,,,0.0
2018,510260,CAMPINAPOLIS,BARRA DO GARCAS,Outras etiologias,2,0,1,0,,,,
2018,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2018,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,2,2,2,1,,,,50.0
2018,510267,CAMPO VERDE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,1,1,1,0,,,,0.0
2018,510268,CAMPOS DE JULIO,PONTES E LACERDA,Outras etiologias,2,0,2,0,,,,
2018,510300,CHAPADA DOS GUIMARAES,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510320,COLIDER,COLIDER,Outras etiologias,4,0,3,0,,,,
2018,510325,COLNIZA,JUINA,Meningite não especificada,1,1,1,1,,,,100.0
2018,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,2,0,2,0,,,,
2018,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,5,5,5,0,,,,0.0
2018,510340,CUIABA,CUIABA,Meningite fúngica,1,1,1,1,,,,100.0
2018,510340,CUIABA,CUIABA,Meningite não especificada,10,10,9,0,,,,0.0
2018,510340,CUIABA,CUIABA,Meningite pneumocócica,3,3,3,1,,,,33.33333333333333
2018,510340,CUIABA,CUIABA,Meningite tuberculosa,1,1,1,0,,,,0.0
2018,510340,CUIABA,CUIABA,Meningite viral/asséptica,13,13,13,0,,,,0.0
2018,510340,CUIABA,CUIABA,Outras etiologias,29,2,28,0,,,,0.0
2018,510350,DIAMANTINO,DIAMANTINO,Meningite não especificada,1,1,1,0,,,,0.0
2018,510350,DIAMANTINO,DIAMANTINO,Outras etiologias,2,1,1,0,,,,0.0
2018,510380,FIGUEIROPOLIS D OESTE,PONTES E LACERDA,Outras etiologias,1,0,0,0,,,,
2018,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,3,0,2,0,,,,
2018,510480,JACIARA,RONDONOPOLIS,Meningite não especificada,5,5,5,0,,,,0.0
2018,510480,JACIARA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510480,JACIARA,RONDONOPOLIS,Outras etiologias,2,0,1,0,,,,
2018,510510,JUARA,JUARA,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2018,510510,JUARA,JUARA,Meningite não especificada,1,1,1,0,,,,0.0
2018,510510,JUARA,JUARA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510510,JUARA,JUARA,Outras etiologias,1,0,0,0,,,,
2018,510515,JUINA,JUINA,Meningite não especificada,1,1,0,1,,,,100.0
2018,510515,JUINA,JUINA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510517,JURUENA,JUINA,Doença meningocócica,1,1,1,0,,,,0.0
2018,510520,JUSCIMEIRA,RONDONOPOLIS,Outras etiologias,1,0,1,0,,,,
2018,510525,LUCAS DO RIO VERDE,SINOP,Doença meningocócica,1,1,1,0,,,,0.0
2018,510525,LUCAS DO RIO VERDE,SINOP,Meningite não especificada,2,2,2,0,,,,0.0
2018,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,Outras etiologias,1,0,0,0,,,,
2018,510590,NOBRES,DIAMANTINO,Meningite não especificada,1,1,1,0,,,,0.0
2018,510590,NOBRES,DIAMANTINO,Outras etiologias,2,0,2,0,,,,
2018,510600,NORTELANDIA,DIAMANTINO,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510615,NOVA BANDEIRANTES,ALTA FLORESTA,Doença meningocócica,1,1,1,1,,,,100.0
2018,510620,NOVA BRASILANDIA,CUIABA,Meningite pneumocócica,1,1,1,0,,,,0.0
2018,510622,NOVA MUTUM,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2018,510623,NOVA OLIMPIA,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2018,510625,NOVA XAVANTINA,BARRA DO GARCAS,Meningite não especificada,2,2,2,0,,,,0.0
