ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,populacao,incidencia_100mil,mortalidade_100mil,letalidade_confirmados
2018,510630,PARANATINGA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2018,510630,PARANATINGA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510637,PEDRA PRETA,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510650,POCONE,CUIABA,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2018,510650,POCONE,CUIABA,Outras etiologias,5,0,4,0,,,,
2018,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,Doença meningocócica,1,1,1,0,,,,0.0
2018,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2018,510675,PONTES E LACERDA,PONTES E LACERDA,Outras etiologias,2,1,2,0,,,,0.0
2018,510682,PORTO ESPERIDIAO,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510700,POXOREO,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2018,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,3,3,3,0,,,,0.0
2018,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,4,0,4,0,,,,
2018,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Outras etiologias,1,1,1,1,,,,100.0
2018,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2018,510760,RONDONOPOLIS,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2018,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2018,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite fúngica,2,2,2,1,,,,50.0
2018,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,3,3,3,0,,,,0.0
2018,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,5,5,5,1,,,,20.0
2018,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,15,2,13,1,,,,50.0
2018,510770,ROSARIO OESTE,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2018,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,1,0,1,0,,,,
2018,510787,SAPEZAL,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,,,,0.0
2018,510787,SAPEZAL,TANGARA DA SERRA,Outras etiologias,2,0,0,0,,,,
2018,510790,SINOP,SINOP,Doença meningocócica,2,2,2,1,,,,50.0
2018,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,3,3,3,0,,,,0.0
2018,510790,SINOP,SINOP,Meningite fúngica,1,1,1,0,,,,0.0
2018,510790,SINOP,SINOP,Meningite não especificada,3,3,3,1,,,,33.33333333333333
2018,510790,SINOP,SINOP,Meningite viral/asséptica,7,7,7,0,,,,0.0
2018,510790,SINOP,SINOP,Outras etiologias,3,0,3,0,,,,
2018,510792,SORRISO,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2018,510792,SORRISO,SINOP,Meningite não especificada,3,3,3,0,,,,0.0
2018,510792,SORRISO,SINOP,Outras etiologias,1,0,0,0,,,,
2018,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2018,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite não especificada,2,2,2,0,,,,0.0
2018,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2018,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2018,510820,TORIXOREU,BARRA DO GARCAS,Outras etiologias,1,0,1,0,,,,
2018,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,2,2,2,1,,,,50.0
2018,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,12,12,12,0,,,,0.0
2018,510840,VARZEA GRANDE,CUIABA,Meningite pneumocócica,1,1,0,1,,,,100.0
2018,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2018,510840,VARZEA GRANDE,CUIABA,Outras etiologias,21,2,18,0,,,,0.0
2018,510850,VERA,SINOP,Meningite viral/asséptica,2,2,2,0,,,,0.0
2018,510860,VILA RICA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,1,0,,,,
2019,510010,ACORIZAL,CUIABA,Outras etiologias,1,0,1,0,,,,
2019,510020,AGUA BOA,AGUA BOA,Meningite não especificada,1,1,1,0,,,,0.0
2019,510025,ALTA FLORESTA,ALTA FLORESTA,Meningite fúngica,1,1,1,0,,,,0.0
2019,510030,ALTO ARAGUAIA,RONDONOPOLIS,Outras etiologias,1,0,1,0,,,,
2019,510040,ALTO GARCAS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510050,ALTO PARAGUAI,DIAMANTINO,Meningite não especificada,1,1,1,0,,,,0.0
2019,510050,ALTO PARAGUAI,DIAMANTINO,Outras etiologias,2,0,0,0,,,,
2019,510080,APIACAS,ALTA FLORESTA,Outras etiologias,1,0,0,0,,,,
2019,510125,ARAPUTANGA,CACERES,Outras etiologias,1,1,0,1,,,,100.0
2019,510130,ARENAPOLIS,TANGARA DA SERRA,Meningite pneumocócica,1,1,1,1,,,,100.0
2019,510130,ARENAPOLIS,TANGARA DA SERRA,Outras etiologias,1,0,1,0,,,,
2019,510160,BARAO DE MELGACO,CUIABA,Outras etiologias,1,0,1,0,,,,
2019,510170,BARRA DO BUGRES,TANGARA DA SERRA,Meningite pneumocócica,2,2,2,0,,,,0.0
2019,510170,BARRA DO BUGRES,TANGARA DA SERRA,Outras etiologias,2,0,2,0,,,,
2019,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,9,9,9,2,,,,22.22222222222222
2019,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,6,0,5,0,,,,
2019,510185,BOM JESUS DO ARAGUAIA,AGUA BOA,Meningite não especificada,1,1,1,0,,,,0.0
2019,510185,BOM JESUS DO ARAGUAIA,AGUA BOA,Outras etiologias,3,0,3,0,,,,
2019,510250,CACERES,CACERES,Meningite viral/asséptica,1,1,1,0,,,,0.0
2019,510260,CAMPINAPOLIS,BARRA DO GARCAS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510260,CAMPINAPOLIS,BARRA DO GARCAS,Meningite não especificada,1,1,1,0,,,,0.0
2019,510260,CAMPINAPOLIS,BARRA DO GARCAS,Outras etiologias,1,0,1,0,,,,
2019,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Outras etiologias,1,0,0,0,,,,
2019,510267,CAMPO VERDE,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2019,510267,CAMPO VERDE,RONDONOPOLIS,Meningite pneumocócica,2,2,2,1,,,,50.0
2019,510267,CAMPO VERDE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2019,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,2,0,1,0,,,,
2019,510300,CHAPADA DOS GUIMARAES,CUIABA,Meningite não especificada,1,1,1,0,,,,0.0
2019,510305,CLAUDIA,SINOP,Meningite não especificada,1,0,1,0,,,,
2019,510320,COLIDER,COLIDER,Meningite não especificada,1,1,1,0,,,,0.0
2019,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,1,0,,,,
2019,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,5,5,5,0,,,,0.0
2019,510340,CUIABA,CUIABA,Meningite fúngica,3,3,3,0,,,,0.0
2019,510340,CUIABA,CUIABA,Meningite não especificada,13,13,13,2,,,,15.384615384615385
2019,510340,CUIABA,CUIABA,Meningite pneumocócica,4,4,4,2,,,,50.0
2019,510340,CUIABA,CUIABA,Meningite por Hib/Hemófilo,2,2,2,1,,,,50.0
2019,510340,CUIABA,CUIABA,Meningite tuberculosa,4,4,4,0,,,,0.0
2019,510340,CUIABA,CUIABA,Meningite viral/asséptica,5,5,5,0,,,,0.0
2019,510340,CUIABA,CUIABA,Outras etiologias,16,0,16,0,,,,
2019,510343,CURVELANDIA,CACERES,Outras etiologias,1,0,1,0,,,,
2019,510350,DIAMANTINO,DIAMANTINO,Meningite não especificada,1,1,1,0,,,,0.0
2019,510350,DIAMANTINO,DIAMANTINO,Outras etiologias,1,0,0,0,,,,
2019,510370,FELIZ NATAL,SINOP,Outras etiologias,1,0,1,0,,,,
2019,510380,FIGUEIROPOLIS D OESTE,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2019,510385,GAUCHA DO NORTE,AGUA BOA,Outras etiologias,1,0,1,0,,,,
2019,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite não especificada,4,4,4,0,,,,0.0
2019,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite pneumocócica,1,1,1,0,,,,0.0
2019,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,5,3,5,0,,,,0.0
2019,510420,GUIRATINGA,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510420,GUIRATINGA,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2019,510452,IPIRANGA DO NORTE,SINOP,Meningite não especificada,1,1,1,1,,,,100.0
2019,510515,JUINA,JUINA,Meningite pneumocócica,1,1,1,1,,,,100.0
2019,510515,JUINA,JUINA,Outras etiologias,2,0,2,0,,,,
2019,510517,JURUENA,JUINA,Outras etiologias,2,0,2,0,,,,
2019,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,1,0,1,0,,,,
2019,510558,MARCELANDIA,COLIDER,Meningite não especificada,1,1,1,0,,,,0.0
2019,510560,MATUPA,PEIXOTO DE AZEVEDO,Meningite viral/asséptica,1,1,1,0,,,,0.0
2019,510562,MIRASSOL D OESTE,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510562,MIRASSOL D OESTE,CACERES,Meningite não especificada,1,1,1,0,,,,0.0
2019,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,Meningite fúngica,1,1,1,0,,,,0.0
2019,510619,NOVA SANTA HELENA,COLIDER,Outras etiologias,1,0,1,0,,,,
2019,510620,NOVA BRASILANDIA,CUIABA,Meningite não especificada,1,1,1,1,,,,100.0
2019,510622,NOVA MUTUM,SINOP,Meningite não especificada,1,1,1,0,,,,0.0
2019,510622,NOVA MUTUM,SINOP,Outras etiologias,2,0,2,0,,,,
2019,510623,NOVA OLIMPIA,TANGARA DA SERRA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2019,510645,PLANALTO DA SERRA,CUIABA,Outras etiologias,1,0,0,0,,,,
2019,510650,POCONE,CUIABA,Meningite não especificada,1,1,1,0,,,,0.0
2019,510650,POCONE,CUIABA,Outras etiologias,1,0,1,0,,,,
2019,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,Meningite não especificada,1,1,1,0,,,,0.0
2019,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,Outras etiologias,1,0,1,0,,,,
2019,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite não especificada,1,1,1,0,,,,0.0
2019,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite pneumocócica,1,1,1,0,,,,0.0
2019,510675,PONTES E LACERDA,PONTES E LACERDA,Outras etiologias,1,0,0,0,,,,
2019,510677,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,Outras etiologias,1,1,1,0,,,,0.0
2019,510682,PORTO ESPERIDIAO,CACERES,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Doença meningocócica,1,1,1,0,,,,0.0
2019,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,,,,0.0
2019,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite viral/asséptica,1,1,1,0,,,,0.0
2019,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,7,1,7,1,,,,100.0
2019,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,Meningite viral/asséptica,1,1,0,0,,,,0.0
2019,510729,SAO JOSE DO POVO,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,,,,0.0
2019,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite fúngica,1,1,1,0,,,,0.0
2019,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,3,3,2,0,,,,0.0
2019,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,4,4,4,0,,,,0.0
2019,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite viral/asséptica,2,2,2,0,,,,0.0
2019,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,4,0,2,0,,,,
2019,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,2,0,2,0,,,,
2019,510787,SAPEZAL,TANGARA DA SERRA,Doença meningocócica,1,1,1,1,,,,100.0
2019,510787,SAPEZAL,TANGARA DA SERRA,Outras etiologias,3,1,2,1,,,,100.0
2019,510790,SINOP,SINOP,Doença meningocócica,2,2,1,0,,,,0.0
2019,510790,SINOP,SINOP,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510790,SINOP,SINOP,Meningite não especificada,1,1,0,0,,,,0.0
2019,510790,SINOP,SINOP,Meningite viral/asséptica,9,9,9,0,,,,0.0
2019,510790,SINOP,SINOP,Outras etiologias,4,0,3,0,,,,
2019,510792,SORRISO,SINOP,Meningite não especificada,3,3,3,0,,,,0.0
2019,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite bacteriana/outras bactérias,1,1,1,0,,,,0.0
2019,510795,TANGARA DA SERRA,TANGARA DA SERRA,Meningite não especificada,2,2,2,0,,,,0.0
2019,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,2,0,2,0,,,,
2019,510840,VARZEA GRANDE,CUIABA,Doença meningocócica,2,2,2,2,,,,100.0
2019,510840,VARZEA GRANDE,CUIABA,Meningite bacteriana/outras bactérias,2,2,2,0,,,,0.0
2019,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,5,5,5,0,,,,0.0
2019,510840,VARZEA GRANDE,CUIABA,Meningite pneumocócica,1,1,1,0,,,,0.0
2019,510840,VARZEA GRANDE,CUIABA,Meningite viral/asséptica,1,1,1,0,,,,0.0
2019,510840,VARZEA GRANDE,CUIABA,Outras etiologias,24,1,24,0,,,,0.0
2019,510860,VILA RICA,PORTO ALEGRE DO NORTE,Meningite pneumocócica,1,1,1,0,,,,0.0
2019,510880,NOVA GUARITA,COLIDER,Meningite viral/asséptica,1,1,1,0,,,,0.0
2019,510890,NOVA MARINGA,DIAMANTINO,Outras etiologias,1,0,1,0,,,,
2020,510020,AGUA BOA,AGUA BOA,Meningite não especificada,1,1,1,0,26204.0,3.816211265455656,0.0,0.0
2020,510025,ALTA FLORESTA,ALTA FLORESTA,Outras etiologias,2,0,1,0,51959.0,3.849188783463885,0.0,
2020,510080,APIACAS,ALTA FLORESTA,Meningite tuberculosa,1,1,1,0,10283.0,9.724788485850432,0.0,0.0
2020,510125,ARAPUTANGA,CACERES,Outras etiologias,1,0,1,0,16951.0,5.89935697009026,0.0,
2020,510170,BARRA DO BUGRES,TANGARA DA SERRA,Outras etiologias,2,0,2,0,35307.0,5.664599087999547,0.0,
2020,510180,BARRA DO GARCAS,BARRA DO GARCAS,Doença meningocócica,1,1,1,0,61135.0,1.6357242168970312,0.0,0.0
2020,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,1,1,1,0,61135.0,1.6357242168970312,0.0,0.0
2020,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,2,0,2,0,61135.0,3.2714484337940624,0.0,
2020,510267,CAMPO VERDE,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,45740.0,2.1862702229995628,0.0,0.0
2020,510270,CANARANA,AGUA BOA,Meningite bacteriana/outras bactérias,1,1,1,1,21842.0,4.578335317278638,4.578335317278638,100.0
2020,510270,CANARANA,AGUA BOA,Outras etiologias,1,0,1,0,21842.0,4.578335317278638,0.0,
2020,510285,CASTANHEIRA,JUINA,Meningite viral/asséptica,1,1,1,0,8749.0,11.429877700308607,0.0,0.0
2020,510300,CHAPADA DOS GUIMARAES,CUIABA,Outras etiologias,1,0,1,0,19453.0,5.140595280933533,0.0,
2020,510335,CONFRESA,PORTO ALEGRE DO NORTE,Outras etiologias,1,0,1,0,31510.0,3.17359568390987,0.0,
2020,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,3,3,3,1,618124.0,0.4853395111660443,0.16177983705534812,33.33333333333333
2020,510340,CUIABA,CUIABA,Meningite fúngica,1,1,1,0,618124.0,0.16177983705534812,0.0,0.0
2020,510340,CUIABA,CUIABA,Meningite não especificada,3,3,3,1,618124.0,0.4853395111660443,0.16177983705534812,33.33333333333333
2020,510340,CUIABA,CUIABA,Meningite tuberculosa,5,5,5,0,618124.0,0.8088991852767407,0.0,0.0
2020,510340,CUIABA,CUIABA,Meningite viral/asséptica,6,6,6,0,618124.0,0.9706790223320886,0.0,0.0
2020,510340,CUIABA,CUIABA,Outras etiologias,13,1,12,0,618124.0,2.1031378817195256,0.0,0.0
2020,510350,DIAMANTINO,DIAMANTINO,Outras etiologias,1,0,1,0,22178.0,4.508972855983408,0.0,
2020,510385,GAUCHA DO NORTE,AGUA BOA,Meningite bacteriana/outras bactérias,1,1,1,0,7782.0,12.85016705217168,0.0,0.0
2020,510385,GAUCHA DO NORTE,AGUA BOA,Outras etiologias,1,0,1,0,7782.0,12.85016705217168,0.0,
2020,510390,GENERAL CARNEIRO,BARRA DO GARCAS,Outras etiologias,1,0,1,0,5592.0,17.8826895565093,0.0,
2020,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite fúngica,1,1,1,1,36130.0,2.7677830058123445,2.7677830058123445,100.0
2020,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite não especificada,3,3,3,0,36130.0,8.303349017437034,0.0,0.0
2020,510420,GUIRATINGA,RONDONOPOLIS,Outras etiologias,1,0,1,0,15245.0,6.5595277140045924,0.0,
2020,510454,ITANHANGA,SINOP,Outras etiologias,1,0,1,0,6885.0,14.524328249818446,0.0,
2020,510455,ITAUBA,COLIDER,Outras etiologias,1,0,1,0,3704.0,26.99784017278618,0.0,
2020,510460,ITIQUIRA,RONDONOPOLIS,Meningite fúngica,1,1,1,0,13552.0,7.378984651711924,0.0,0.0
2020,510515,JUINA,JUINA,Outras etiologias,1,0,1,0,41101.0,2.433030826500572,0.0,
2020,510525,LUCAS DO RIO VERDE,SINOP,Outras etiologias,1,0,0,0,67620.0,1.4788524105294292,0.0,
2020,510562,MIRASSOL D OESTE,CACERES,Meningite viral/asséptica,1,1,1,0,27941.0,3.5789699724419317,0.0,0.0
2020,510615,NOVA BANDEIRANTES,ALTA FLORESTA,Outras etiologias,1,0,0,0,15685.0,6.37551801083838,0.0,
2020,510621,NOVA CANAA DO NORTE,COLIDER,Outras etiologias,1,0,0,0,12831.0,7.793624814901411,0.0,
2020,510622,NOVA MUTUM,SINOP,Outras etiologias,1,0,1,0,46813.0,2.1361587593189926,0.0,
2020,510623,NOVA OLIMPIA,TANGARA DA SERRA,Outras etiologias,2,0,2,0,20563.0,9.726207265476827,0.0,
2020,510625,NOVA XAVANTINA,BARRA DO GARCAS,Outras etiologias,1,0,1,0,20944.0,4.774637127578304,0.0,
2020,510630,PARANATINGA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,22861.0,4.37426184331394,0.0,0.0
2020,510630,PARANATINGA,RONDONOPOLIS,Outras etiologias,1,0,1,0,22861.0,4.37426184331394,0.0,
2020,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,Meningite fúngica,1,1,1,0,35338.0,2.8298149301035713,0.0,0.0
2020,510675,PONTES E LACERDA,PONTES E LACERDA,Meningite não especificada,1,1,1,0,45774.0,2.184646305763097,0.0,0.0
2020,510675,PONTES E LACERDA,PONTES E LACERDA,Outras etiologias,2,1,2,0,45774.0,4.369292611526194,0.0,0.0
2020,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite não especificada,2,2,2,0,63092.0,3.1699740062131494,0.0,0.0
2020,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Meningite pneumocócica,1,1,1,0,63092.0,1.5849870031065747,0.0,0.0
2020,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,Outras etiologias,1,0,1,0,63092.0,1.5849870031065747,0.0,
2020,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Meningite fúngica,1,1,1,0,18846.0,5.306165764618487,0.0,0.0
2020,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,Outras etiologias,2,0,2,0,18846.0,10.612331529236974,0.0,
2020,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,Meningite bacteriana/outras bactérias,1,1,1,0,21011.0,4.7594117367093425,0.0,0.0
2020,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite bacteriana/outras bactérias,1,1,1,0,236042.0,0.4236534176121199,0.0,0.0
2020,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite não especificada,1,1,1,0,236042.0,0.4236534176121199,0.0,0.0
2020,510760,RONDONOPOLIS,RONDONOPOLIS,Meningite pneumocócica,3,3,3,0,236042.0,1.2709602528363595,0.0,0.0
2020,510760,RONDONOPOLIS,RONDONOPOLIS,Outras etiologias,3,1,3,0,236042.0,1.2709602528363595,0.0,0.0
2020,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Meningite bacteriana/outras bactérias,1,1,1,0,16999.0,5.882698982293076,0.0,0.0
2020,510780,SANTO ANTONIO DO LEVERGER,CUIABA,Outras etiologias,1,0,1,0,16999.0,5.882698982293076,0.0,
2020,510787,SAPEZAL,TANGARA DA SERRA,Meningite não especificada,1,1,1,0,26688.0,3.7470023980815346,0.0,0.0
2020,510787,SAPEZAL,TANGARA DA SERRA,Outras etiologias,1,0,0,0,26688.0,3.7470023980815346,0.0,
2020,510792,SORRISO,SINOP,Doença meningocócica,2,2,2,0,92769.0,2.155892593430995,0.0,0.0
2020,510792,SORRISO,SINOP,Meningite pneumocócica,1,1,1,1,92769.0,1.0779462967154976,1.0779462967154976,100.0
2020,510792,SORRISO,SINOP,Outras etiologias,1,0,1,0,92769.0,1.0779462967154976,0.0,
2020,510795,TANGARA DA SERRA,TANGARA DA SERRA,Outras etiologias,2,0,2,0,105711.0,1.8919506957648684,0.0,
2020,510800,TAPURAH,SINOP,Meningite não especificada,2,2,2,2,14046.0,14.238929232521716,14.238929232521716,100.0
2020,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,1,0,9473.0,10.556317956296844,0.0,
2020,510840,VARZEA GRANDE,CUIABA,Meningite fúngica,2,2,2,1,287526.0,0.6955892684487663,0.34779463422438317,50.0
2020,510840,VARZEA GRANDE,CUIABA,Meningite não especificada,2,2,2,0,287526.0,0.6955892684487663,0.0,0.0
2020,510840,VARZEA GRANDE,CUIABA,Outras etiologias,9,0,8,0,287526.0,3.130151708019449,0.0,
2020,510860,VILA RICA,PORTO ALEGRE DO NORTE,Meningite não especificada,1,1,1,0,26496.0,3.7741545893719803,0.0,0.0
2021,510025,ALTA FLORESTA,ALTA FLORESTA,Doença meningocócica,1,1,1,1,52105.0,1.9192016121293543,1.9192016121293543,100.0
2021,510160,BARAO DE MELGACO,CUIABA,Meningite viral/asséptica,1,1,1,0,8165.0,12.24739742804654,0.0,0.0
2021,510160,BARAO DE MELGACO,CUIABA,Outras etiologias,1,0,1,0,8165.0,12.24739742804654,0.0,
2021,510170,BARRA DO BUGRES,TANGARA DA SERRA,Outras etiologias,2,0,2,0,35642.0,5.611357387352,0.0,
2021,510180,BARRA DO GARCAS,BARRA DO GARCAS,Meningite não especificada,3,3,3,0,61702.0,4.862079024991086,0.0,0.0
2021,510180,BARRA DO GARCAS,BARRA DO GARCAS,Outras etiologias,2,0,2,0,61702.0,3.2413860166607242,0.0,
2021,510250,CACERES,CACERES,Doença meningocócica,1,1,1,1,95339.0,1.0488887024197862,1.0488887024197862,100.0
2021,510250,CACERES,CACERES,Meningite não especificada,1,1,1,1,95339.0,1.0488887024197862,1.0488887024197862,100.0
2021,510250,CACERES,CACERES,Meningite viral/asséptica,1,1,0,0,95339.0,1.0488887024197862,0.0,0.0
2021,510250,CACERES,CACERES,Outras etiologias,1,1,1,1,95339.0,1.0488887024197862,1.0488887024197862,100.0
2021,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,Meningite tuberculosa,1,1,1,0,36917.0,2.7087791532356364,0.0,0.0
2021,510267,CAMPO VERDE,RONDONOPOLIS,Outras etiologias,1,0,1,0,44033.0,2.27102400472373,0.0,
2021,510300,CHAPADA DOS GUIMARAES,CUIABA,Outras etiologias,1,0,1,0,22521.0,4.440300164291107,0.0,
2021,510320,COLIDER,COLIDER,Meningite não especificada,1,1,1,1,33855.0,2.9537734455767244,2.9537734455767244,100.0
2021,510320,COLIDER,COLIDER,Outras etiologias,1,0,1,0,33855.0,2.9537734455767244,0.0,
2021,510340,CUIABA,CUIABA,Meningite bacteriana/outras bactérias,2,2,1,1,623614.0,0.320711209177472,0.160355604588736,50.0
2021,510340,CUIABA,CUIABA,Meningite fúngica,1,1,1,0,623614.0,0.160355604588736,0.0,0.0
2021,510340,CUIABA,CUIABA,Meningite não especificada,1,1,1,0,623614.0,0.160355604588736,0.0,0.0
2021,510340,CUIABA,CUIABA,Meningite pneumocócica,1,1,1,1,623614.0,0.160355604588736,0.160355604588736,100.0
2021,510340,CUIABA,CUIABA,Meningite tuberculosa,1,1,1,0,623614.0,0.160355604588736,0.0,0.0
2021,510340,CUIABA,CUIABA,Meningite viral/asséptica,3,3,3,0,623614.0,0.4810668137662079,0.0,0.0
2021,510340,CUIABA,CUIABA,Outras etiologias,16,2,12,1,623614.0,2.565689673419776,0.160355604588736,50.0
2021,510343,CURVELANDIA,CACERES,Meningite não especificada,1,1,1,1,5267.0,18.98614011771407,18.98614011771407,100.0
2021,510343,CURVELANDIA,CACERES,Outras etiologias,1,0,1,0,5267.0,18.98614011771407,0.0,
2021,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Meningite não especificada,1,1,1,0,36439.0,2.7443124125250415,0.0,0.0
2021,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,Outras etiologias,1,0,1,0,36439.0,2.7443124125250415,0.0,
2021,510480,JACIARA,RONDONOPOLIS,Doença meningocócica,1,1,1,0,27696.0,3.6106296938186015,0.0,0.0
2021,510480,JACIARA,RONDONOPOLIS,Meningite não especificada,1,1,1,0,27696.0,3.6106296938186015,0.0,0.0
