ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,casos,confirmados,hospitalizacoes,obitos_meningite,populacao,incidencia_100mil,mortalidade_100mil,letalidade_confirmados
1966,510520,JUSCIMEIRA,RONDONOPOLIS,1,1,1,1,,,,100.0
1975,510785,SAO FELIX DO ARAGUAIA,SAO FELIX DO ARAGUAIA,1,0,1,0,,,,
1976,510840,VARZEA GRANDE,CUIABA,1,1,1,0,,,,0.0
1980,510340,CUIABA,CUIABA,1,1,1,0,,,,0.0
2000,510510,JUARA,JUARA,1,0,1,0,,,,
2002,510340,CUIABA,CUIABA,1,0,1,0,,,,
2004,510622,NOVA MUTUM,SINOP,1,0,1,0,,,,
2006,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,0,1,0,,,,
2006,510340,CUIABA,CUIABA,1,1,1,0,,,,0.0
2006,510517,JURUENA,JUINA,1,1,1,0,,,,0.0
2006,510650,POCONE,CUIABA,1,1,1,0,,,,0.0
2006,510680,PORTO DOS GAUCHOS,JUARA,1,1,1,0,,,,0.0
2006,510724,SANTA CARMEM,SINOP,1,0,0,0,,,,
2006,510760,RONDONOPOLIS,RONDONOPOLIS,1,1,1,0,,,,0.0
2006,510790,SINOP,SINOP,1,1,1,0,,,,0.0
2007,510020,AGUA BOA,AGUA BOA,1,1,1,0,,,,0.0
2007,510025,ALTA FLORESTA,ALTA FLORESTA,9,6,8,3,,,,50.0
2007,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,1,0,,,,0.0
2007,510050,ALTO PARAGUAI,DIAMANTINO,2,0,2,0,,,,
2007,510060,ALTO TAQUARI,RONDONOPOLIS,1,0,1,0,,,,
2007,510080,APIACAS,ALTA FLORESTA,1,1,1,0,,,,0.0
2007,510125,ARAPUTANGA,CACERES,2,2,2,0,,,,0.0
2007,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,1,1,0,,,,0.0
2007,510180,BARRA DO GARCAS,BARRA DO GARCAS,7,2,6,0,,,,0.0
2007,510190,BRASNORTE,JUINA,1,0,1,0,,,,
2007,510250,CACERES,CACERES,13,12,13,1,,,,8.333333333333332
2007,510260,CAMPINAPOLIS,BARRA DO GARCAS,1,1,1,1,,,,100.0
2007,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,2,1,1,0,,,,0.0
2007,510267,CAMPO VERDE,RONDONOPOLIS,4,4,3,0,,,,0.0
2007,510270,CANARANA,AGUA BOA,1,1,1,0,,,,0.0
2007,510320,COLIDER,COLIDER,5,0,5,0,,,,
2007,510325,COLNIZA,JUINA,2,0,2,0,,,,
2007,510340,CUIABA,CUIABA,159,127,155,5,,,,3.937007874015748
2007,510345,DENISE,TANGARA DA SERRA,3,2,2,0,,,,0.0
2007,510350,DIAMANTINO,DIAMANTINO,2,2,2,0,,,,0.0
2007,510370,FELIZ NATAL,SINOP,1,1,1,0,,,,0.0
2007,510380,FIGUEIROPOLIS D OESTE,PONTES E LACERDA,1,1,1,0,,,,0.0
2007,510385,GAUCHA DO NORTE,AGUA BOA,1,1,1,0,,,,0.0
2007,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,13,4,12,0,,,,0.0
2007,510420,GUIRATINGA,RONDONOPOLIS,5,4,5,0,,,,0.0
2007,510460,ITIQUIRA,RONDONOPOLIS,3,2,3,2,,,,100.0
2007,510480,JACIARA,RONDONOPOLIS,3,2,3,0,,,,0.0
2007,510490,JANGADA,CUIABA,2,1,2,0,,,,0.0
2007,510510,JUARA,JUARA,5,1,5,0,,,,0.0
2007,510515,JUINA,JUINA,6,2,6,0,,,,0.0
2007,510520,JUSCIMEIRA,RONDONOPOLIS,1,1,1,0,,,,0.0
2007,510523,LAMBARI D OESTE,CACERES,1,0,0,0,,,,
2007,510525,LUCAS DO RIO VERDE,SINOP,2,2,2,0,,,,0.0
2007,510530,LUCIARA,SAO FELIX DO ARAGUAIA,1,0,0,0,,,,
2007,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,1,0,,,,0.0
2007,510558,MARCELANDIA,COLIDER,2,0,1,0,,,,
2007,510562,MIRASSOL D OESTE,CACERES,6,5,5,0,,,,0.0
2007,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,4,1,2,0,,,,0.0
2007,510615,NOVA BANDEIRANTES,ALTA FLORESTA,2,2,2,2,,,,100.0
2007,510618,NOVA LACERDA,PONTES E LACERDA,1,1,1,0,,,,0.0
2007,510621,NOVA CANAA DO NORTE,COLIDER,3,0,2,0,,,,
2007,510622,NOVA MUTUM,SINOP,4,4,4,0,,,,0.0
2007,510625,NOVA XAVANTINA,BARRA DO GARCAS,4,3,4,0,,,,0.0
2007,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,1,0,1,0,,,,
2007,510629,PARANAITA,ALTA FLORESTA,7,6,5,0,,,,0.0
2007,510630,PARANATINGA,RONDONOPOLIS,2,1,2,0,,,,0.0
2007,510637,PEDRA PRETA,RONDONOPOLIS,3,1,3,1,,,,100.0
2007,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,3,1,2,0,,,,0.0
2007,510645,PLANALTO DA SERRA,CUIABA,1,0,1,0,,,,
2007,510650,POCONE,CUIABA,11,8,9,2,,,,25.0
2007,510675,PONTES E LACERDA,PONTES E LACERDA,6,6,6,1,,,,16.666666666666664
2007,510682,PORTO ESPERIDIAO,CACERES,1,1,1,0,,,,0.0
2007,510685,PORTO ESTRELA,TANGARA DA SERRA,1,1,1,0,,,,0.0
2007,510700,POXOREO,RONDONOPOLIS,1,0,1,0,,,,
2007,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,4,3,4,0,,,,0.0
2007,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,2,1,1,0,,,,0.0
2007,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,4,3,3,0,,,,0.0
2007,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,1,1,1,0,,,,0.0
2007,510760,RONDONOPOLIS,RONDONOPOLIS,72,66,69,1,,,,1.5151515151515151
2007,510770,ROSARIO OESTE,DIAMANTINO,2,1,2,1,,,,100.0
2007,510777,SANTA TEREZINHA,PORTO ALEGRE DO NORTE,2,1,2,0,,,,0.0
2007,510780,SANTO ANTONIO DO LEVERGER,CUIABA,7,6,7,0,,,,0.0
2007,510785,SAO FELIX DO ARAGUAIA,SAO FELIX DO ARAGUAIA,2,0,2,0,,,,
2007,510787,SAPEZAL,TANGARA DA SERRA,5,4,4,1,,,,25.0
2007,510790,SINOP,SINOP,51,25,50,1,,,,4.0
2007,510792,SORRISO,SINOP,6,6,6,2,,,,33.33333333333333
2007,510794,TABAPORA,JUARA,1,1,1,1,,,,100.0
2007,510795,TANGARA DA SERRA,TANGARA DA SERRA,81,7,80,0,,,,0.0
2007,510840,VARZEA GRANDE,CUIABA,86,51,76,2,,,,3.9215686274509802
2007,510850,VERA,SINOP,2,1,2,0,,,,0.0
2007,510895,NOVA MONTE VERDE,ALTA FLORESTA,7,7,7,0,,,,0.0
2008,510020,AGUA BOA,AGUA BOA,1,1,1,0,,,,0.0
2008,510025,ALTA FLORESTA,ALTA FLORESTA,2,1,2,0,,,,0.0
2008,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,1,0,,,,0.0
2008,510140,ARIPUANA,JUINA,1,1,1,1,,,,100.0
2008,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,0,2,0,,,,
2008,510180,BARRA DO GARCAS,BARRA DO GARCAS,4,0,3,0,,,,
2008,510250,CACERES,CACERES,15,12,14,0,,,,0.0
2008,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,3,1,2,0,,,,0.0
2008,510267,CAMPO VERDE,RONDONOPOLIS,3,0,3,0,,,,
2008,510268,CAMPOS DE JULIO,PONTES E LACERDA,1,1,1,0,,,,0.0
2008,510270,CANARANA,AGUA BOA,4,4,4,0,,,,0.0
2008,510300,CHAPADA DOS GUIMARAES,CUIABA,2,1,2,0,,,,0.0
2008,510305,CLAUDIA,SINOP,1,0,1,0,,,,
2008,510310,COCALINHO,AGUA BOA,1,1,1,0,,,,0.0
2008,510320,COLIDER,COLIDER,3,0,3,0,,,,
2008,510325,COLNIZA,JUINA,3,2,3,1,,,,50.0
2008,510330,COMODORO,PONTES E LACERDA,2,1,2,0,,,,0.0
2008,510335,CONFRESA,PORTO ALEGRE DO NORTE,2,1,2,0,,,,0.0
2008,510340,CUIABA,CUIABA,93,68,89,2,,,,2.941176470588235
2008,510350,DIAMANTINO,DIAMANTINO,5,3,5,0,,,,0.0
2008,510390,GENERAL CARNEIRO,BARRA DO GARCAS,1,0,1,0,,,,
2008,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,6,2,6,0,,,,0.0
2008,510420,GUIRATINGA,RONDONOPOLIS,1,1,1,0,,,,0.0
2008,510450,INDIAVAI,CACERES,1,1,1,0,,,,0.0
2008,510454,ITANHANGA,SINOP,1,1,1,0,,,,0.0
2008,510480,JACIARA,RONDONOPOLIS,5,3,5,0,,,,0.0
2008,510490,JANGADA,CUIABA,2,0,2,0,,,,
2008,510510,JUARA,JUARA,2,0,2,0,,,,
2008,510523,LAMBARI D OESTE,CACERES,1,1,1,0,,,,0.0
2008,510525,LUCAS DO RIO VERDE,SINOP,2,0,2,0,,,,
2008,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,0,1,0,,,,
2008,510558,MARCELANDIA,COLIDER,5,3,3,0,,,,0.0
2008,510562,MIRASSOL D OESTE,CACERES,3,0,1,0,,,,
2008,510590,NOBRES,DIAMANTINO,3,3,3,0,,,,0.0
2008,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,1,1,0,,,,0.0
2008,510619,NOVA SANTA HELENA,COLIDER,1,0,1,0,,,,
2008,510622,NOVA MUTUM,SINOP,1,1,1,0,,,,0.0
2008,510623,NOVA OLIMPIA,TANGARA DA SERRA,2,1,2,0,,,,0.0
2008,510629,PARANAITA,ALTA FLORESTA,3,2,3,1,,,,50.0
2008,510630,PARANATINGA,RONDONOPOLIS,1,1,1,0,,,,0.0
2008,510637,PEDRA PRETA,RONDONOPOLIS,3,3,3,0,,,,0.0
2008,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,1,1,0,,,,0.0
2008,510650,POCONE,CUIABA,7,2,5,0,,,,0.0
2008,510675,PONTES E LACERDA,PONTES E LACERDA,4,2,2,0,,,,0.0
2008,510700,POXOREO,RONDONOPOLIS,2,1,2,0,,,,0.0
2008,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,5,1,3,0,,,,0.0
2008,510706,QUERENCIA,AGUA BOA,2,0,2,0,,,,
2008,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,1,1,1,0,,,,0.0
2008,510715,RESERVA DO CABACAL,CACERES,1,1,1,0,,,,0.0
2008,510726,SANTO AFONSO,TANGARA DA SERRA,1,0,1,0,,,,
2008,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,1,0,1,0,,,,
2008,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,2,1,1,0,,,,0.0
2008,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,1,1,1,0,,,,0.0
2008,510760,RONDONOPOLIS,RONDONOPOLIS,41,38,38,1,,,,2.631578947368421
2008,510770,ROSARIO OESTE,DIAMANTINO,5,1,4,0,,,,0.0
2008,510774,SANTA CRUZ DO XINGU,PORTO ALEGRE DO NORTE,1,0,0,0,,,,
2008,510780,SANTO ANTONIO DO LEVERGER,CUIABA,3,1,2,0,,,,0.0
2008,510787,SAPEZAL,TANGARA DA SERRA,3,2,3,1,,,,50.0
2008,510790,SINOP,SINOP,55,31,52,0,,,,0.0
2008,510792,SORRISO,SINOP,9,7,8,2,,,,28.57142857142857
2008,510794,TABAPORA,JUARA,1,0,1,0,,,,
2008,510795,TANGARA DA SERRA,TANGARA DA SERRA,15,5,15,0,,,,0.0
2008,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,1,0,1,,,,100.0
2008,510810,TESOURO,RONDONOPOLIS,1,1,1,1,,,,100.0
2008,510830,UNIAO DO SUL,SINOP,1,0,0,0,,,,
2008,510840,VARZEA GRANDE,CUIABA,78,44,69,2,,,,4.545454545454546
2008,510850,VERA,SINOP,1,1,1,0,,,,0.0
2008,510860,VILA RICA,PORTO ALEGRE DO NORTE,1,0,1,0,,,,
2008,510890,NOVA MARINGA,DIAMANTINO,2,2,2,0,,,,0.0
2009,510025,ALTA FLORESTA,ALTA FLORESTA,6,3,6,0,,,,0.0
2009,510080,APIACAS,ALTA FLORESTA,2,1,2,1,,,,100.0
2009,510125,ARAPUTANGA,CACERES,1,1,1,0,,,,0.0
2009,510130,ARENAPOLIS,TANGARA DA SERRA,1,1,1,0,,,,0.0
2009,510140,ARIPUANA,JUINA,1,0,1,0,,,,
2009,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,2,2,0,,,,0.0
2009,510180,BARRA DO GARCAS,BARRA DO GARCAS,3,0,1,0,,,,
2009,510190,BRASNORTE,JUINA,2,2,2,1,,,,50.0
2009,510250,CACERES,CACERES,7,5,7,1,,,,20.0
2009,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,1,1,,,,100.0
2009,510267,CAMPO VERDE,RONDONOPOLIS,2,2,2,0,,,,0.0
2009,510270,CANARANA,AGUA BOA,2,1,2,0,,,,0.0
2009,510279,CARLINDA,ALTA FLORESTA,1,1,1,0,,,,0.0
2009,510285,CASTANHEIRA,JUINA,2,0,2,0,,,,
2009,510300,CHAPADA DOS GUIMARAES,CUIABA,2,1,1,0,,,,0.0
2009,510305,CLAUDIA,SINOP,1,0,1,0,,,,
2009,510320,COLIDER,COLIDER,1,0,1,0,,,,
2009,510325,COLNIZA,JUINA,1,0,1,0,,,,
2009,510330,COMODORO,PONTES E LACERDA,2,1,2,0,,,,0.0
2009,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,1,1,0,,,,0.0
2009,510336,CONQUISTA D OESTE,PONTES E LACERDA,2,2,2,0,,,,0.0
2009,510340,CUIABA,CUIABA,65,49,56,5,,,,10.204081632653061
2009,510345,DENISE,TANGARA DA SERRA,1,0,1,0,,,,
2009,510360,DOM AQUINO,RONDONOPOLIS,1,1,1,0,,,,0.0
2009,510370,FELIZ NATAL,SINOP,3,2,3,2,,,,100.0
2009,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,4,0,3,0,,,,
2009,510420,GUIRATINGA,RONDONOPOLIS,1,1,1,0,,,,0.0
2009,510460,ITIQUIRA,RONDONOPOLIS,2,2,2,0,,,,0.0
2009,510480,JACIARA,RONDONOPOLIS,1,1,1,0,,,,0.0
2009,510490,JANGADA,CUIABA,1,1,1,0,,,,0.0
2009,510510,JUARA,JUARA,3,1,2,1,,,,100.0
2009,510515,JUINA,JUINA,6,3,6,1,,,,33.33333333333333
2009,510517,JURUENA,JUINA,2,0,1,0,,,,
2009,510520,JUSCIMEIRA,RONDONOPOLIS,2,2,2,0,,,,0.0
2009,510523,LAMBARI D OESTE,CACERES,1,1,1,0,,,,0.0
2009,510525,LUCAS DO RIO VERDE,SINOP,8,4,7,1,,,,25.0
2009,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,1,1,,,,100.0
2009,510560,MATUPA,PEIXOTO DE AZEVEDO,1,0,1,0,,,,
2009,510590,NOBRES,DIAMANTINO,1,1,1,0,,,,0.0
2009,510600,NORTELANDIA,DIAMANTINO,1,1,1,0,,,,0.0
2009,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,1,0,0,0,,,,
2009,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,0,1,0,,,,
2009,510617,NOVA NAZARE,AGUA BOA,2,0,0,0,,,,
2009,510622,NOVA MUTUM,SINOP,3,1,2,0,,,,0.0
2009,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,0,0,0,,,,
2009,510629,PARANAITA,ALTA FLORESTA,1,0,0,0,,,,
2009,510630,PARANATINGA,RONDONOPOLIS,4,4,4,0,,,,0.0
2009,510637,PEDRA PRETA,RONDONOPOLIS,1,1,0,0,,,,0.0
2009,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,2,0,2,0,,,,
2009,510650,POCONE,CUIABA,2,0,1,0,,,,
2009,510675,PONTES E LACERDA,PONTES E LACERDA,6,5,5,1,,,,20.0
2009,510685,PORTO ESTRELA,TANGARA DA SERRA,1,0,1,0,,,,
2009,510700,POXOREO,RONDONOPOLIS,4,4,4,0,,,,0.0
2009,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,8,8,8,0,,,,0.0
2009,510706,QUERENCIA,AGUA BOA,1,1,1,0,,,,0.0
2009,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,1,0,1,0,,,,
2009,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,1,1,1,0,,,,0.0
2009,510724,SANTA CARMEM,SINOP,4,3,4,0,,,,0.0
2009,510726,SANTO AFONSO,TANGARA DA SERRA,1,0,0,0,,,,
2009,510729,SAO JOSE DO POVO,RONDONOPOLIS,1,1,1,1,,,,100.0
2009,510730,SAO JOSE DO RIO CLARO,DIAMANTINO,1,0,1,0,,,,
2009,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,1,1,1,0,,,,0.0
2009,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,1,0,0,0,,,,
2009,510760,RONDONOPOLIS,RONDONOPOLIS,36,22,34,2,,,,9.090909090909092
2009,510770,ROSARIO OESTE,DIAMANTINO,1,1,1,0,,,,0.0
2009,510777,SANTA TEREZINHA,PORTO ALEGRE DO NORTE,1,0,1,0,,,,
2009,510787,SAPEZAL,TANGARA DA SERRA,12,10,10,0,,,,0.0
2009,510790,SINOP,SINOP,47,25,45,1,,,,4.0
2009,510792,SORRISO,SINOP,9,8,9,1,,,,12.5
2009,510795,TANGARA DA SERRA,TANGARA DA SERRA,7,2,7,0,,,,0.0
2009,510835,VALE DE SAO DOMINGOS,PONTES E LACERDA,1,0,1,0,,,,
2009,510840,VARZEA GRANDE,CUIABA,50,20,44,3,,,,15.0
2009,510850,VERA,SINOP,2,1,2,1,,,,100.0
2009,510860,VILA RICA,PORTO ALEGRE DO NORTE,1,1,1,1,,,,100.0
2009,510890,NOVA MARINGA,DIAMANTINO,2,0,2,0,,,,
2010,510020,AGUA BOA,AGUA BOA,1,1,1,0,,,,0.0
2010,510025,ALTA FLORESTA,ALTA FLORESTA,2,0,2,0,,,,
2010,510030,ALTO ARAGUAIA,RONDONOPOLIS,2,1,1,0,,,,0.0
2010,510130,ARENAPOLIS,TANGARA DA SERRA,1,0,1,0,,,,
2010,510140,ARIPUANA,JUINA,1,1,1,0,,,,0.0
2010,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,2,2,0,,,,0.0
2010,510180,BARRA DO GARCAS,BARRA DO GARCAS,6,5,5,0,,,,0.0
2010,510250,CACERES,CACERES,12,12,11,2,,,,16.666666666666664
2010,510260,CAMPINAPOLIS,BARRA DO GARCAS,1,0,1,0,,,,
2010,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,1,0,,,,0.0
2010,510267,CAMPO VERDE,RONDONOPOLIS,6,3,5,0,,,,0.0
2010,510268,CAMPOS DE JULIO,PONTES E LACERDA,2,2,2,1,,,,50.0
2010,510270,CANARANA,AGUA BOA,2,0,2,0,,,,
2010,510300,CHAPADA DOS GUIMARAES,CUIABA,1,1,1,0,,,,0.0
2010,510310,COCALINHO,AGUA BOA,3,1,3,0,,,,0.0
2010,510320,COLIDER,COLIDER,3,2,3,1,,,,50.0
2010,510325,COLNIZA,JUINA,1,1,1,0,,,,0.0
2010,510335,CONFRESA,PORTO ALEGRE DO NORTE,2,0,2,0,,,,
2010,510336,CONQUISTA D OESTE,PONTES E LACERDA,1,1,1,0,,,,0.0
2010,510340,CUIABA,CUIABA,70,34,59,2,,,,5.88235294117647
2010,510350,DIAMANTINO,DIAMANTINO,1,0,1,0,,,,
2010,510370,FELIZ NATAL,SINOP,2,2,2,0,,,,0.0
2010,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,8,3,7,1,,,,33.33333333333333
2010,510454,ITANHANGA,SINOP,1,0,1,0,,,,
2010,510460,ITIQUIRA,RONDONOPOLIS,1,1,1,0,,,,0.0
2010,510480,JACIARA,RONDONOPOLIS,5,5,4,4,,,,80.0
2010,510510,JUARA,JUARA,4,1,2,0,,,,0.0
2010,510515,JUINA,JUINA,1,0,1,0,,,,
2010,510520,JUSCIMEIRA,RONDONOPOLIS,3,2,3,0,,,,0.0
2010,510525,LUCAS DO RIO VERDE,SINOP,2,0,2,0,,,,
2010,510558,MARCELANDIA,COLIDER,2,1,2,0,,,,0.0
2010,510562,MIRASSOL D OESTE,CACERES,1,1,1,0,,,,0.0
2010,510590,NOBRES,DIAMANTINO,1,1,1,0,,,,0.0
2010,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,0,1,0,,,,
2010,510618,NOVA LACERDA,PONTES E LACERDA,1,1,1,1,,,,100.0
2010,510622,NOVA MUTUM,SINOP,1,1,1,1,,,,100.0
2010,510623,NOVA OLIMPIA,TANGARA DA SERRA,2,1,2,0,,,,0.0
2010,510624,NOVA UBIRATA,SINOP,1,1,1,0,,,,0.0
2010,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,1,0,,,,0.0
2010,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,1,1,1,0,,,,0.0
2010,510629,PARANAITA,ALTA FLORESTA,3,0,3,0,,,,
2010,510630,PARANATINGA,RONDONOPOLIS,3,3,3,0,,,,0.0
2010,510631,NOVO SANTO ANTONIO,SAO FELIX DO ARAGUAIA,1,0,0,0,,,,
2010,510637,PEDRA PRETA,RONDONOPOLIS,3,2,3,0,,,,0.0
2010,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,3,1,2,0,,,,0.0
2010,510645,PLANALTO DA SERRA,CUIABA,1,1,1,0,,,,0.0
2010,510650,POCONE,CUIABA,5,1,1,0,,,,0.0
2010,510670,PONTE BRANCA,BARRA DO GARCAS,1,1,1,1,,,,100.0
2010,510675,PONTES E LACERDA,PONTES E LACERDA,3,2,2,0,,,,0.0
2010,510682,PORTO ESPERIDIAO,CACERES,1,1,1,0,,,,0.0
2010,510685,PORTO ESTRELA,TANGARA DA SERRA,2,1,2,0,,,,0.0
2010,510700,POXOREO,RONDONOPOLIS,2,2,2,1,,,,50.0
2010,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,6,5,6,1,,,,20.0
2010,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,1,0,1,0,,,,
2010,510726,SANTO AFONSO,TANGARA DA SERRA,1,1,1,0,,,,0.0
2010,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,2,1,1,0,,,,0.0
2010,510760,RONDONOPOLIS,RONDONOPOLIS,35,21,35,0,,,,0.0
2010,510770,ROSARIO OESTE,DIAMANTINO,1,1,1,0,,,,0.0
2010,510774,SANTA CRUZ DO XINGU,PORTO ALEGRE DO NORTE,1,1,1,0,,,,0.0
2010,510780,SANTO ANTONIO DO LEVERGER,CUIABA,1,0,0,0,,,,
2010,510787,SAPEZAL,TANGARA DA SERRA,4,3,3,2,,,,66.66666666666666
2010,510790,SINOP,SINOP,18,12,17,2,,,,16.666666666666664
2010,510792,SORRISO,SINOP,7,5,7,0,,,,0.0
2010,510795,TANGARA DA SERRA,TANGARA DA SERRA,5,3,5,0,,,,0.0
2010,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,1,1,1,,,,100.0
2010,510840,VARZEA GRANDE,CUIABA,35,17,30,1,,,,5.88235294117647
2010,510850,VERA,SINOP,1,0,0,0,,,,
2010,510895,NOVA MONTE VERDE,ALTA FLORESTA,1,0,1,0,,,,
2011,510020,AGUA BOA,AGUA BOA,1,0,1,0,,,,
2011,510025,ALTA FLORESTA,ALTA FLORESTA,2,1,2,0,,,,0.0
2011,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,1,0,,,,0.0
2011,510035,ALTO BOA VISTA,SAO FELIX DO ARAGUAIA,1,0,1,0,,,,
2011,510060,ALTO TAQUARI,RONDONOPOLIS,2,1,2,0,,,,0.0
2011,510120,ARAGUAINHA,RONDONOPOLIS,1,1,1,1,,,,100.0
2011,510125,ARAPUTANGA,CACERES,2,2,2,0,,,,0.0
2011,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,2,2,0,,,,0.0
2011,510180,BARRA DO GARCAS,BARRA DO GARCAS,7,1,7,0,,,,0.0
2011,510185,BOM JESUS DO ARAGUAIA,AGUA BOA,1,0,1,0,,,,
2011,510250,CACERES,CACERES,11,11,11,1,,,,9.090909090909092
2011,510260,CAMPINAPOLIS,BARRA DO GARCAS,2,0,2,0,,,,
2011,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,2,1,2,0,,,,0.0
2011,510270,CANARANA,AGUA BOA,3,1,3,0,,,,0.0
2011,510300,CHAPADA DOS GUIMARAES,CUIABA,1,1,1,0,,,,0.0
2011,510320,COLIDER,COLIDER,1,0,1,0,,,,
2011,510325,COLNIZA,JUINA,1,0,1,0,,,,
2011,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,1,1,0,,,,0.0
2011,510336,CONQUISTA D OESTE,PONTES E LACERDA,2,1,1,0,,,,0.0
2011,510340,CUIABA,CUIABA,84,58,82,4,,,,6.896551724137931
2011,510350,DIAMANTINO,DIAMANTINO,1,1,1,0,,,,0.0
2011,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,5,1,4,0,,,,0.0
2011,510450,INDIAVAI,CACERES,1,1,1,0,,,,0.0
2011,510454,ITANHANGA,SINOP,2,1,2,0,,,,0.0
2011,510455,ITAUBA,COLIDER,1,1,1,1,,,,100.0
2011,510480,JACIARA,RONDONOPOLIS,4,4,4,0,,,,0.0
2011,510510,JUARA,JUARA,8,6,8,0,,,,0.0
2011,510515,JUINA,JUINA,2,0,2,0,,,,
2011,510520,JUSCIMEIRA,RONDONOPOLIS,1,1,1,0,,,,0.0
2011,510525,LUCAS DO RIO VERDE,SINOP,9,3,9,2,,,,66.66666666666666
2011,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,0,1,0,,,,
2011,510558,MARCELANDIA,COLIDER,1,1,1,0,,,,0.0
2011,510560,MATUPA,PEIXOTO DE AZEVEDO,2,1,2,0,,,,0.0
2011,510590,NOBRES,DIAMANTINO,1,1,1,1,,,,100.0
2011,510600,NORTELANDIA,DIAMANTINO,2,0,2,0,,,,
2011,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,1,1,0,0,,,,0.0
2011,510618,NOVA LACERDA,PONTES E LACERDA,1,1,1,1,,,,100.0
2011,510622,NOVA MUTUM,SINOP,2,2,2,1,,,,50.0
2011,510624,NOVA UBIRATA,SINOP,1,0,0,0,,,,
2011,510629,PARANAITA,ALTA FLORESTA,1,1,1,0,,,,0.0
2011,510630,PARANATINGA,RONDONOPOLIS,4,2,2,0,,,,0.0
2011,510637,PEDRA PRETA,RONDONOPOLIS,5,5,5,3,,,,60.0
2011,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,1,1,1,,,,100.0
2011,510650,POCONE,CUIABA,2,2,1,0,,,,0.0
2011,510675,PONTES E LACERDA,PONTES E LACERDA,3,3,3,1,,,,33.33333333333333
2011,510682,PORTO ESPERIDIAO,CACERES,3,3,3,0,,,,0.0
2011,510700,POXOREO,RONDONOPOLIS,4,2,4,2,,,,100.0
2011,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,5,5,5,2,,,,40.0
