ano_epi_v17,semana_epi_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,altas
2023,36,Doença meningocócica,1,1,1,1,0
2023,36,Meningite fúngica,1,1,1,0,1
2023,36,Outras etiologias,4,0,3,0,2
2023,37,Meningite não especificada,2,2,2,0,2
2023,37,Outras etiologias,2,0,2,0,1
2023,38,Meningite não especificada,3,3,3,0,2
2023,38,Outras etiologias,3,0,1,0,0
2023,39,Meningite pneumocócica,1,1,1,0,0
2023,39,Outras etiologias,1,0,1,0,1
2023,40,Meningite não especificada,3,3,3,0,3
2023,40,Outras etiologias,2,0,2,0,1
2023,41,Meningite não especificada,1,1,1,0,0
2023,41,Meningite viral/asséptica,1,1,1,0,1
2023,41,Outras etiologias,1,0,1,0,1
2023,42,Meningite não especificada,1,1,1,0,1
2023,42,Outras etiologias,3,0,3,0,3
2023,43,Meningite não especificada,2,2,2,0,1
2023,43,Outras etiologias,3,1,3,0,2
2023,44,Meningite pneumocócica,1,1,1,1,0
2023,44,Outras etiologias,7,2,7,0,5
2023,45,Outras etiologias,2,0,2,0,1
2023,46,Outras etiologias,2,0,2,0,2
2023,47,Outras etiologias,2,0,2,0,2
2023,48,Meningite não especificada,1,1,1,0,0
2023,48,Outras etiologias,1,0,1,0,1
2023,49,Meningite fúngica,1,1,1,0,1
2023,49,Meningite não especificada,1,1,1,0,1
2023,49,Outras etiologias,3,0,3,0,2
2023,50,Meningite não especificada,1,1,1,0,0
2023,50,Outras etiologias,6,0,3,0,2
2023,51,Meningite não especificada,1,1,1,0,1
2023,51,Meningite viral/asséptica,1,1,1,0,0
2023,51,Outras etiologias,2,1,2,1,1
2023,52,Meningite não especificada,2,2,2,0,2
2023,52,Meningite pneumocócica,1,1,1,0,1
2023,52,Outras etiologias,4,0,4,0,4
2024,1,Meningite não especificada,1,1,1,1,0
2024,1,Outras etiologias,2,0,2,0,1
2024,2,Meningite não especificada,2,2,2,1,0
2024,2,Outras etiologias,2,0,2,0,1
2024,3,Doença meningocócica,1,1,1,0,1
2024,3,Meningite não especificada,2,2,2,0,1
2024,3,Outras etiologias,3,0,3,0,2
2024,4,Meningite não especificada,2,2,2,0,1
2024,4,Meningite tuberculosa,1,1,1,0,0
2024,4,Outras etiologias,2,0,2,0,2
2024,5,Outras etiologias,2,0,1,0,1
2024,6,Meningite não especificada,1,1,1,0,0
2024,6,Meningite viral/asséptica,1,1,1,0,1
2024,6,Outras etiologias,5,0,5,0,3
2024,7,Meningite fúngica,1,1,1,0,0
2024,7,Outras etiologias,1,0,1,0,1
2024,8,Meningite bacteriana/outras bactérias,1,1,1,1,0
2024,8,Outras etiologias,2,0,1,0,2
2024,9,Outras etiologias,5,0,5,0,5
2024,10,Meningite não especificada,1,1,1,0,0
2024,10,Outras etiologias,1,0,1,0,0
2024,11,Outras etiologias,5,0,4,0,1
2024,12,Meningite bacteriana/outras bactérias,1,1,0,1,0
2024,12,Outras etiologias,4,0,3,0,1
2024,13,Meningite bacteriana/outras bactérias,1,1,1,0,0
2024,13,Meningite não especificada,1,1,1,0,1
2024,13,Meningite viral/asséptica,1,1,1,0,1
2024,13,Outras etiologias,2,0,1,0,0
2024,14,Meningite não especificada,1,1,1,0,1
2024,14,Outras etiologias,2,0,2,0,2
2024,15,Meningite bacteriana/outras bactérias,1,1,1,1,0
2024,15,Meningite não especificada,1,1,1,0,0
2024,15,Outras etiologias,2,0,1,0,1
2024,16,Outras etiologias,3,0,3,0,1
2024,17,Outras etiologias,3,0,3,0,3
2024,18,Meningite fúngica,1,1,1,0,0
2024,18,Meningite não especificada,1,1,1,0,1
2024,18,Meningite viral/asséptica,1,1,1,0,1
2024,18,Outras etiologias,5,0,5,0,4
2024,19,Meningite bacteriana/outras bactérias,2,2,2,0,2
2024,19,Meningite não especificada,1,1,1,0,1
2024,19,Outras etiologias,3,0,3,0,3
2024,20,Meningite não especificada,1,1,1,0,1
2024,20,Meningite pneumocócica,1,1,1,0,1
2024,20,Outras etiologias,7,0,5,0,3
2024,21,Meningite tuberculosa,1,1,1,0,0
2024,21,Outras etiologias,7,0,5,0,5
2024,22,Outras etiologias,3,0,2,0,1
2024,23,Doença meningocócica,1,1,1,1,0
2024,24,Meningite não especificada,1,1,1,1,0
2024,24,Outras etiologias,3,0,3,0,2
2024,25,Meningite bacteriana/outras bactérias,2,2,2,0,1
2024,25,Meningite fúngica,1,1,1,0,1
2024,25,Meningite não especificada,1,1,1,1,0
2024,25,Meningite pneumocócica,1,1,1,1,0
2024,25,Outras etiologias,6,0,5,0,6
2024,26,Meningite bacteriana/outras bactérias,1,1,1,0,1
2024,26,Meningite não especificada,1,1,1,0,0
2024,26,Outras etiologias,5,0,5,0,5
2024,27,Meningite bacteriana/outras bactérias,1,1,1,0,0
2024,27,Meningite não especificada,3,3,3,0,1
2024,27,Outras etiologias,7,0,7,0,5
2024,28,Meningite não especificada,1,1,1,1,0
2024,28,Outras etiologias,1,0,1,0,1
2024,29,Meningite bacteriana/outras bactérias,3,3,3,1,2
2024,29,Meningite não especificada,2,2,2,0,2
2024,29,Meningite viral/asséptica,2,2,2,0,2
2024,29,Outras etiologias,2,0,2,0,1
2024,30,Meningite não especificada,1,1,1,0,1
2024,30,Meningite viral/asséptica,1,1,1,0,1
2024,30,Outras etiologias,3,0,3,0,1
2024,31,Meningite não especificada,1,1,1,0,1
2024,31,Outras etiologias,7,0,6,0,3
2024,32,Meningite não especificada,1,1,1,0,1
2024,32,Outras etiologias,2,0,2,0,1
2024,33,Meningite bacteriana/outras bactérias,3,3,3,0,3
2024,33,Meningite não especificada,2,2,2,1,0
2024,33,Outras etiologias,4,0,2,0,1
2024,34,Meningite bacteriana/outras bactérias,2,2,2,1,0
2024,34,Meningite não especificada,1,1,1,1,0
2024,34,Meningite pneumocócica,1,1,1,0,0
2024,34,Outras etiologias,3,0,3,0,2
2024,35,Meningite não especificada,1,1,1,0,0
2024,35,Outras etiologias,2,0,1,0,0
2024,36,Meningite bacteriana/outras bactérias,1,1,1,1,0
2024,36,Meningite não especificada,1,1,1,0,0
2024,36,Outras etiologias,1,0,1,0,1
2024,37,Meningite não especificada,1,1,1,1,0
2024,37,Meningite pneumocócica,1,1,1,0,0
2024,37,Outras etiologias,3,0,2,0,2
2024,38,Outras etiologias,2,0,2,0,2
2024,39,Meningite não especificada,3,3,3,1,2
2024,39,Outras etiologias,3,0,2,0,1
2024,40,Meningite não especificada,1,1,1,0,1
2024,40,Meningite pneumocócica,1,1,1,0,0
2024,40,Outras etiologias,5,1,5,0,5
2024,41,Meningite bacteriana/outras bactérias,3,3,1,3,0
2024,41,Meningite não especificada,2,2,2,0,2
2024,41,Outras etiologias,2,0,1,0,0
2024,42,Meningite fúngica,1,1,1,1,0
2024,42,Meningite não especificada,1,1,1,0,0
2024,42,Meningite pneumocócica,1,1,1,0,1
2024,42,Outras etiologias,4,1,4,0,4
2024,43,Meningite não especificada,2,2,1,0,2
2024,43,Meningite viral/asséptica,1,1,1,1,0
2024,43,Outras etiologias,3,0,2,0,2
2024,44,Meningite não especificada,1,1,1,0,1
2024,45,Meningite bacteriana/outras bactérias,2,2,2,1,1
2024,45,Meningite fúngica,1,1,1,0,0
2024,45,Meningite não especificada,2,2,2,0,1
2024,45,Outras etiologias,2,0,2,0,2
2024,46,Meningite fúngica,1,1,1,0,0
2024,46,Meningite não especificada,3,3,3,0,3
2024,46,Outras etiologias,3,1,3,0,2
2024,47,Meningite bacteriana/outras bactérias,1,1,1,0,0
2024,47,Meningite fúngica,1,1,1,0,1
2024,47,Meningite não especificada,2,2,2,0,1
2024,47,Meningite tuberculosa,1,1,1,0,1
2024,47,Outras etiologias,2,0,2,0,2
2024,49,Meningite bacteriana/outras bactérias,1,1,0,0,0
2024,49,Outras etiologias,5,0,3,0,1
2024,50,Meningite não especificada,1,1,1,1,0
2024,50,Meningite viral/asséptica,1,1,1,0,1
2024,50,Outras etiologias,4,0,3,0,1
2024,51,Meningite bacteriana/outras bactérias,1,1,1,1,0
2024,51,Meningite não especificada,3,3,3,0,3
2024,51,Meningite tuberculosa,1,1,1,0,1
2024,51,Outras etiologias,1,0,1,0,1
2024,52,Meningite bacteriana/outras bactérias,1,1,1,0,0
2024,52,Outras etiologias,1,0,1,0,0
2025,1,Meningite não especificada,2,2,2,1,1
2025,1,Outras etiologias,3,0,3,0,2
2025,2,Meningite não especificada,1,1,1,0,1
2025,2,Outras etiologias,1,0,1,0,1
2025,3,Outras etiologias,1,0,0,0,0
2025,4,Meningite não especificada,1,1,1,0,0
2025,4,Outras etiologias,1,0,1,0,0
2025,5,Meningite não especificada,2,2,2,0,1
2025,5,Outras etiologias,2,0,1,0,1
2025,6,Doença meningocócica,1,1,0,1,0
2025,6,Meningite não especificada,1,1,1,0,0
2025,6,Outras etiologias,1,0,1,0,0
2025,7,Meningite bacteriana/outras bactérias,1,1,1,1,0
2025,7,Meningite por Hib/Hemófilo,1,1,1,0,1
2025,7,Outras etiologias,3,0,3,0,3
2025,8,Meningite bacteriana/outras bactérias,1,1,1,0,0
2025,8,Meningite não especificada,2,2,2,0,2
2025,8,Meningite pneumocócica,1,1,1,1,0
2025,8,Outras etiologias,1,0,1,0,1
2025,9,Meningite bacteriana/outras bactérias,1,1,1,0,1
2025,9,Meningite não especificada,1,1,1,0,0
2025,9,Outras etiologias,4,1,3,1,1
2025,10,Meningite bacteriana/outras bactérias,1,1,1,0,1
2025,10,Meningite não especificada,1,1,1,0,1
2025,10,Outras etiologias,2,1,2,0,2
2025,11,Outras etiologias,2,0,1,0,0
2025,12,Outras etiologias,5,0,3,0,3
2025,13,Outras etiologias,1,0,0,0,1
2025,14,Meningite não especificada,1,1,1,1,0
2025,14,Outras etiologias,2,0,2,0,2
2025,15,Outras etiologias,2,0,2,0,1
2025,16,Outras etiologias,1,0,1,0,1
2025,17,Meningite fúngica,1,1,1,0,0
2025,17,Outras etiologias,2,0,2,0,2
2025,18,Meningite não especificada,1,1,1,0,0
2025,18,Outras etiologias,1,0,1,0,0
2025,19,Outras etiologias,3,0,3,0,3
2025,20,Meningite fúngica,1,1,1,0,1
2025,20,Meningite não especificada,2,2,2,0,2
2025,20,Outras etiologias,1,0,0,0,0
2025,21,Meningite não especificada,1,1,1,0,1
2025,21,Outras etiologias,4,0,4,0,2
2025,22,Outras etiologias,4,0,3,0,2
2025,23,Meningite não especificada,1,1,1,0,1
2025,23,Meningite viral/asséptica,2,2,2,0,2
2025,23,Outras etiologias,6,0,5,0,2
2025,24,Outras etiologias,6,0,3,0,6
2025,25,Meningite bacteriana/outras bactérias,2,2,2,0,1
2025,25,Meningite não especificada,3,3,3,0,3
2025,25,Meningite viral/asséptica,1,1,1,0,1
2025,25,Outras etiologias,6,0,2,0,5
2025,26,Doença meningocócica,1,1,1,0,1
2025,26,Meningite bacteriana/outras bactérias,1,1,1,0,1
2025,26,Meningite não especificada,1,1,1,0,0
2025,26,Meningite pneumocócica,1,1,1,1,0
2025,26,Meningite viral/asséptica,1,1,1,0,0
2025,26,Outras etiologias,2,0,2,0,1
2025,27,Meningite não especificada,1,1,1,0,1
2025,27,Outras etiologias,4,0,3,0,3
2025,28,Meningite não especificada,1,1,1,0,1
2025,28,Meningite viral/asséptica,1,1,1,0,1
2025,28,Outras etiologias,3,0,3,0,3
2025,29,Meningite bacteriana/outras bactérias,1,1,1,0,1
2025,29,Meningite não especificada,1,1,1,0,1
2025,29,Outras etiologias,5,0,4,0,3
2025,30,Meningite pneumocócica,1,1,1,0,1
2025,30,Outras etiologias,2,0,2,0,1
2025,31,Meningite por Hib/Hemófilo,1,1,1,0,1
2025,31,Outras etiologias,1,0,1,0,1
2025,32,Meningite não especificada,1,1,1,0,1
2025,32,Outras etiologias,8,0,8,0,6
2025,33,Outras etiologias,4,0,4,0,3
2025,34,Doença meningocócica,1,1,1,0,1
2025,34,Outras etiologias,2,0,2,0,2
2025,35,Doença meningocócica,1,1,1,0,0
2025,35,Outras etiologias,5,0,5,0,4
2025,36,Meningite bacteriana/outras bactérias,1,1,1,0,1
2025,36,Meningite não especificada,2,2,2,0,2
2025,36,Outras etiologias,3,0,3,0,2
2025,37,Meningite não especificada,1,1,1,1,0
2025,37,Meningite pneumocócica,1,1,1,1,0
2025,37,Meningite tuberculosa,1,1,1,0,1
2025,37,Meningite viral/asséptica,1,1,1,0,1
2025,37,Outras etiologias,1,0,1,0,1
2025,38,Meningite bacteriana/outras bactérias,1,1,1,1,0
2025,38,Meningite não especificada,1,1,1,0,1
2025,38,Meningite pneumocócica,1,1,1,1,0
2025,38,Outras etiologias,8,0,7,0,5
2025,39,Meningite não especificada,1,1,1,0,1
2025,39,Outras etiologias,1,0,1,0,1
2025,40,Outras etiologias,5,0,4,0,4
2025,41,Meningite bacteriana/outras bactérias,1,1,1,0,1
2025,41,Meningite fúngica,2,2,2,1,1
2025,41,Meningite não especificada,2,2,2,0,2
2025,41,Outras etiologias,5,0,5,0,3
2025,42,Meningite tuberculosa,1,1,1,0,1
2025,42,Outras etiologias,2,0,2,0,1
2025,43,Meningite fúngica,1,1,1,0,0
2025,43,Meningite tuberculosa,1,1,1,0,1
2025,43,Outras etiologias,6,0,5,0,3
2025,44,Meningite bacteriana/outras bactérias,1,1,1,1,0
2025,44,Meningite tuberculosa,1,1,1,0,1
2025,44,Outras etiologias,2,0,2,0,2
2025,45,Doença meningocócica,1,1,1,0,1
2025,45,Meningite fúngica,1,1,1,1,0
2025,45,Meningite viral/asséptica,1,1,1,0,1
2025,45,Outras etiologias,4,0,3,0,0
2025,46,Meningite bacteriana/outras bactérias,1,1,1,0,1
2025,46,Outras etiologias,3,0,3,0,3
2025,47,Meningite não especificada,2,2,2,1,1
2025,47,Outras etiologias,6,0,6,0,5
2025,48,Meningite viral/asséptica,1,1,1,0,1
2025,48,Outras etiologias,2,0,2,0,2
2025,49,Meningite fúngica,2,2,2,0,1
2025,49,Outras etiologias,2,0,2,0,2
2025,50,Doença meningocócica,1,1,1,0,1
2025,50,Meningite não especificada,1,1,1,0,0
2025,50,Outras etiologias,4,0,4,0,3
2025,51,Meningite não especificada,3,3,3,1,2
2025,51,Outras etiologias,2,0,2,0,2
2025,52,Meningite não especificada,1,1,1,0,1
2025,52,Outras etiologias,5,0,5,0,4
2026,1,Meningite bacteriana/outras bactérias,1,1,1,0,0
2026,1,Meningite não especificada,1,1,1,0,1
2026,1,Outras etiologias,3,0,2,0,2
2026,2,Meningite tuberculosa,1,1,1,0,1
2026,2,Meningite viral/asséptica,1,1,1,0,1
2026,2,Outras etiologias,5,0,5,0,5
2026,3,Outras etiologias,4,0,4,0,4
2026,4,Meningite bacteriana/outras bactérias,1,1,1,1,0
2026,4,Meningite viral/asséptica,1,1,1,0,1
2026,4,Outras etiologias,3,0,3,0,3
2026,5,Outras etiologias,4,0,4,0,3
2026,6,Meningite não especificada,2,2,2,1,1
2026,6,Meningite viral/asséptica,1,1,1,0,1
2026,6,Outras etiologias,3,0,3,0,2
2026,7,Meningite não especificada,1,1,1,0,1
2026,7,Outras etiologias,6,1,5,0,6
2026,8,Meningite bacteriana/outras bactérias,1,1,1,0,1
2026,8,Meningite não especificada,1,1,1,1,0
2026,9,Meningite não especificada,2,2,2,0,1
2026,9,Outras etiologias,4,0,2,0,1
2026,10,Meningite bacteriana/outras bactérias,1,1,1,0,1
2026,10,Meningite não especificada,1,1,1,0,1
2026,10,Outras etiologias,6,0,5,0,5
2026,11,Meningite bacteriana/outras bactérias,1,1,1,0,1
2026,11,Meningite não especificada,2,2,2,0,1
2026,11,Outras etiologias,2,0,2,0,1
2026,12,Meningite bacteriana/outras bactérias,1,1,1,1,0
2026,12,Meningite não especificada,1,1,1,0,1
2026,12,Meningite pneumocócica,2,2,2,0,2
2026,12,Outras etiologias,1,0,1,0,1
2026,13,Outras etiologias,7,0,7,0,4
2026,14,Meningite bacteriana/outras bactérias,1,1,1,0,0
2026,14,Meningite não especificada,1,1,1,1,0
2026,14,Outras etiologias,2,0,2,0,2
2026,15,Meningite bacteriana/outras bactérias,1,1,1,0,1
2026,15,Meningite não especificada,1,1,1,0,0
2026,15,Meningite viral/asséptica,1,1,1,0,1
2026,15,Outras etiologias,1,0,0,0,0
2026,16,Doença meningocócica,2,2,2,2,0
2026,16,Meningite pneumocócica,1,1,1,0,1
2026,16,Outras etiologias,5,0,5,0,4
2026,17,Meningite bacteriana/outras bactérias,2,2,2,0,1
2026,17,Meningite não especificada,3,3,3,0,3
2026,17,Meningite viral/asséptica,1,1,1,0,1
2026,17,Outras etiologias,4,0,3,0,3
2026,18,Meningite fúngica,2,2,2,1,0
2026,18,Meningite não especificada,3,3,3,0,3
2026,18,Meningite pneumocócica,3,3,3,0,3
2026,18,Outras etiologias,9,0,8,0,7
2026,19,Meningite não especificada,1,1,1,0,1
2026,19,Meningite tuberculosa,1,1,1,0,0
2026,19,Meningite viral/asséptica,2,2,2,0,2
2026,19,Outras etiologias,8,0,8,0,6
2026,20,Doença meningocócica,1,1,1,0,1
2026,20,Meningite não especificada,1,1,1,0,0
2026,20,Outras etiologias,2,0,2,0,2
2026,21,Meningite não especificada,2,2,2,0,2
2026,21,Meningite viral/asséptica,1,1,1,1,0
2026,21,Outras etiologias,3,0,2,0,2
2026,22,Meningite bacteriana/outras bactérias,1,1,1,1,0
2026,22,Meningite não especificada,1,1,1,0,1
2026,22,Meningite viral/asséptica,1,1,1,0,1
2026,22,Outras etiologias,5,0,4,0,4
2026,23,Meningite não especificada,2,2,2,1,1
2026,23,Meningite pneumocócica,1,1,1,0,1
2026,23,Meningite viral/asséptica,1,1,1,0,1
2026,23,Outras etiologias,2,0,2,0,2
2026,24,Meningite por Hib/Hemófilo,1,1,1,0,1
2026,24,Outras etiologias,7,0,6,0,6
2026,25,Meningite não especificada,2,2,2,0,2
2026,25,Outras etiologias,3,0,1,0,1
2026,26,Meningite não especificada,1,1,1,0,0
2026,26,Outras etiologias,5,0,4,0,4
2026,27,Meningite pneumocócica,1,1,1,0,0
2026,27,Outras etiologias,2,0,0,0,1
2026,28,Outras etiologias,1,0,1,0,0
