ano_epi_v17,semana_epi_v17,classificacao_agrupada_v17,casos,confirmados,hospitalizacoes,obitos_meningite,altas
2012,32,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,32,Meningite não especificada,1,1,1,0,1
2012,32,Meningite viral/asséptica,1,1,1,0,1
2012,32,Outras etiologias,2,0,2,0,1
2012,33,Doença meningocócica,2,2,2,0,1
2012,33,Meningite fúngica,1,1,1,0,1
2012,33,Meningite viral/asséptica,1,1,1,0,1
2012,33,Outras etiologias,4,1,3,0,2
2012,34,Doença meningocócica,1,1,1,0,1
2012,34,Meningite não especificada,1,1,1,1,0
2012,34,Outras etiologias,3,0,2,0,2
2012,35,Doença meningocócica,4,4,4,0,2
2012,35,Meningite não especificada,2,2,2,2,0
2012,35,Outras etiologias,4,0,4,0,3
2012,36,Meningite fúngica,1,1,1,0,1
2012,36,Meningite viral/asséptica,1,1,1,0,1
2012,37,Meningite fúngica,2,2,2,0,2
2012,37,Meningite não especificada,3,3,3,0,1
2012,37,Meningite viral/asséptica,2,2,2,0,2
2012,37,Outras etiologias,2,0,2,0,0
2012,38,Meningite não especificada,2,2,2,0,1
2012,38,Meningite viral/asséptica,1,1,1,0,1
2012,38,Outras etiologias,2,1,1,0,2
2012,39,Outras etiologias,2,0,1,0,1
2012,40,Meningite viral/asséptica,4,4,4,0,4
2012,40,Outras etiologias,5,0,2,0,2
2012,41,Meningite viral/asséptica,3,3,3,0,2
2012,41,Outras etiologias,1,0,0,0,0
2012,42,Meningite não especificada,1,1,1,0,1
2012,42,Meningite pneumocócica,1,1,1,0,0
2012,42,Meningite viral/asséptica,1,1,1,0,1
2012,42,Outras etiologias,5,1,4,1,2
2012,43,Doença meningocócica,2,2,2,0,2
2012,43,Meningite não especificada,2,2,2,0,1
2012,43,Meningite pneumocócica,2,2,2,0,1
2012,43,Meningite viral/asséptica,1,1,1,0,1
2012,43,Outras etiologias,2,0,1,0,1
2012,44,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,44,Meningite viral/asséptica,1,1,1,0,1
2012,44,Outras etiologias,2,0,2,0,1
2012,45,Meningite bacteriana/outras bactérias,2,2,2,0,1
2012,45,Meningite não especificada,1,1,1,0,1
2012,45,Meningite viral/asséptica,2,2,2,0,2
2012,45,Outras etiologias,4,0,4,0,1
2012,46,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,46,Meningite não especificada,1,1,1,0,0
2012,46,Meningite viral/asséptica,1,1,1,0,1
2012,46,Outras etiologias,2,0,0,0,0
2012,47,Meningite bacteriana/outras bactérias,1,1,1,0,1
2012,47,Meningite viral/asséptica,1,1,1,0,1
2012,47,Outras etiologias,1,0,0,0,0
2012,48,Doença meningocócica,1,1,1,0,1
2012,48,Meningite bacteriana/outras bactérias,1,1,1,1,0
2012,48,Meningite não especificada,1,1,1,0,0
2012,49,Meningite não especificada,1,1,1,0,1
2012,49,Meningite viral/asséptica,3,3,3,0,0
2012,49,Outras etiologias,2,1,1,0,2
2012,50,Meningite viral/asséptica,1,1,1,0,0
2012,50,Outras etiologias,1,0,0,0,0
2012,51,Meningite bacteriana/outras bactérias,2,2,2,0,2
2012,51,Meningite não especificada,1,1,1,1,0
2012,51,Meningite viral/asséptica,1,1,1,0,1
2012,51,Outras etiologias,2,1,1,0,0
2012,52,Doença meningocócica,1,1,1,1,0
2012,52,Meningite bacteriana/outras bactérias,2,2,2,1,1
2012,52,Meningite não especificada,1,1,1,0,1
2012,52,Meningite pneumocócica,1,1,1,1,0
2012,52,Outras etiologias,2,0,1,0,1
2013,1,Meningite não especificada,2,2,2,1,1
2013,1,Outras etiologias,2,0,2,0,2
2013,2,Doença meningocócica,2,2,2,1,0
2013,2,Meningite não especificada,1,1,1,0,1
2013,2,Meningite viral/asséptica,1,1,1,0,1
2013,2,Outras etiologias,2,0,2,0,0
2013,3,Meningite viral/asséptica,1,1,1,0,1
2013,3,Outras etiologias,4,1,4,0,4
2013,4,Meningite não especificada,1,1,1,0,1
2013,4,Outras etiologias,1,0,1,0,0
2013,5,Meningite bacteriana/outras bactérias,1,1,1,0,0
2013,5,Meningite não especificada,2,2,2,0,1
2013,5,Meningite viral/asséptica,2,2,2,0,2
2013,5,Outras etiologias,2,0,2,0,1
2013,6,Meningite bacteriana/outras bactérias,1,1,1,0,0
2013,6,Meningite não especificada,1,1,1,0,1
2013,6,Meningite viral/asséptica,2,2,2,0,2
2013,6,Outras etiologias,2,0,2,0,1
2013,7,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,7,Meningite fúngica,1,1,1,1,0
2013,7,Meningite pneumocócica,1,1,1,0,1
2013,7,Meningite viral/asséptica,1,1,1,0,1
2013,7,Outras etiologias,2,0,1,0,1
2013,8,Doença meningocócica,1,1,1,1,0
2013,8,Meningite viral/asséptica,1,1,1,0,1
2013,8,Outras etiologias,1,0,1,0,1
2013,9,Doença meningocócica,1,1,1,0,1
2013,9,Meningite bacteriana/outras bactérias,1,1,1,0,0
2013,9,Meningite não especificada,3,3,3,0,2
2013,9,Meningite pneumocócica,2,2,2,0,1
2013,9,Meningite viral/asséptica,2,2,2,0,1
2013,9,Outras etiologias,6,0,5,0,4
2013,10,Doença meningocócica,1,1,1,1,0
2013,10,Meningite bacteriana/outras bactérias,2,2,2,1,1
2013,10,Meningite não especificada,3,3,3,0,3
2013,10,Outras etiologias,6,0,6,0,3
2013,11,Meningite bacteriana/outras bactérias,4,4,4,0,4
2013,11,Meningite não especificada,1,1,1,0,1
2013,11,Meningite viral/asséptica,2,2,2,0,2
2013,11,Outras etiologias,3,0,3,0,2
2013,12,Doença meningocócica,1,1,1,0,1
2013,12,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,12,Meningite viral/asséptica,1,1,1,0,0
2013,12,Outras etiologias,3,0,1,0,1
2013,13,Meningite bacteriana/outras bactérias,4,3,4,0,3
2013,13,Outras etiologias,1,1,1,0,1
2013,14,Meningite não especificada,1,1,1,0,1
2013,14,Meningite viral/asséptica,1,1,1,1,0
2013,14,Outras etiologias,5,0,4,0,0
2013,15,Meningite bacteriana/outras bactérias,1,1,0,0,1
2013,15,Meningite não especificada,2,2,2,0,2
2013,15,Meningite pneumocócica,1,1,1,0,1
2013,15,Meningite viral/asséptica,2,2,2,0,1
2013,15,Outras etiologias,2,0,0,0,0
2013,16,Doença meningocócica,1,1,1,0,1
2013,16,Meningite não especificada,2,2,2,0,2
2013,16,Meningite pneumocócica,1,1,1,0,0
2013,16,Meningite viral/asséptica,2,2,2,0,2
2013,16,Outras etiologias,1,0,1,0,1
2013,17,Meningite bacteriana/outras bactérias,1,1,1,1,0
2013,17,Outras etiologias,3,0,3,0,3
2013,18,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,18,Meningite não especificada,1,1,1,0,1
2013,18,Meningite viral/asséptica,1,1,1,0,1
2013,18,Outras etiologias,1,0,1,0,1
2013,19,Doença meningocócica,1,1,0,1,0
2013,19,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,19,Meningite viral/asséptica,1,1,1,0,1
2013,19,Outras etiologias,1,0,0,0,1
2013,20,Doença meningocócica,3,3,3,1,0
2013,20,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,20,Outras etiologias,2,0,1,0,1
2013,21,Doença meningocócica,2,2,2,0,2
2013,21,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,21,Meningite não especificada,2,2,2,0,1
2013,21,Meningite viral/asséptica,2,2,2,0,2
2013,21,Outras etiologias,3,0,2,0,0
2013,22,Doença meningocócica,1,1,1,0,1
2013,22,Meningite bacteriana/outras bactérias,1,1,1,0,0
2013,22,Meningite fúngica,1,1,1,0,0
2013,22,Meningite não especificada,1,1,1,0,1
2013,22,Meningite pneumocócica,1,1,1,0,1
2013,22,Meningite viral/asséptica,4,4,4,1,3
2013,22,Outras etiologias,1,0,1,0,1
2013,23,Doença meningocócica,1,1,1,0,1
2013,23,Meningite bacteriana/outras bactérias,1,1,1,0,0
2013,23,Meningite não especificada,1,1,1,0,1
2013,23,Meningite viral/asséptica,1,1,1,0,1
2013,23,Outras etiologias,2,0,2,0,1
2013,24,Meningite fúngica,1,1,1,1,0
2013,24,Meningite não especificada,1,1,1,0,1
2013,24,Meningite pneumocócica,2,2,2,0,2
2013,24,Meningite viral/asséptica,1,1,1,0,1
2013,24,Outras etiologias,5,0,5,0,3
2013,25,Meningite bacteriana/outras bactérias,1,1,1,1,0
2013,25,Meningite não especificada,6,6,6,0,6
2013,25,Meningite viral/asséptica,3,3,3,0,3
2013,25,Outras etiologias,3,0,2,0,1
2013,26,Doença meningocócica,1,1,1,0,1
2013,26,Meningite bacteriana/outras bactérias,2,2,2,1,1
2013,26,Meningite fúngica,1,1,1,0,1
2013,26,Meningite não especificada,1,1,1,0,1
2013,26,Meningite viral/asséptica,1,1,1,0,1
2013,27,Doença meningocócica,1,1,1,1,0
2013,27,Meningite viral/asséptica,4,4,4,0,4
2013,27,Outras etiologias,1,0,1,0,1
2013,28,Doença meningocócica,1,1,1,0,1
2013,28,Meningite bacteriana/outras bactérias,2,2,2,0,2
2013,28,Meningite não especificada,1,1,1,0,0
2013,28,Meningite pneumocócica,1,1,1,0,1
2013,28,Meningite viral/asséptica,2,2,2,0,1
2013,28,Outras etiologias,2,0,2,0,2
2013,29,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,29,Meningite não especificada,3,3,3,0,2
2013,29,Meningite pneumocócica,1,1,1,0,1
2013,29,Outras etiologias,4,0,3,0,2
2013,30,Doença meningocócica,2,2,2,1,1
2013,30,Meningite fúngica,1,1,1,0,1
2013,30,Meningite não especificada,1,1,1,0,1
2013,30,Meningite pneumocócica,1,1,1,1,0
2013,31,Doença meningocócica,4,4,4,2,2
2013,31,Meningite fúngica,1,1,1,1,0
2013,31,Meningite viral/asséptica,2,2,2,0,2
2013,31,Outras etiologias,1,0,1,0,0
2013,32,Doença meningocócica,1,1,1,0,1
2013,32,Meningite fúngica,1,1,1,1,0
2013,32,Meningite não especificada,1,1,1,0,1
2013,32,Meningite pneumocócica,2,2,2,0,2
2013,32,Meningite viral/asséptica,2,2,2,0,2
2013,32,Outras etiologias,3,1,3,0,2
2013,33,Doença meningocócica,1,1,1,0,0
2013,33,Meningite fúngica,1,1,1,0,0
2013,33,Meningite não especificada,2,2,2,0,1
2013,33,Meningite pneumocócica,1,1,1,0,1
2013,33,Meningite viral/asséptica,2,2,2,1,1
2013,33,Outras etiologias,3,2,3,0,2
2013,34,Doença meningocócica,2,2,2,0,2
2013,34,Meningite não especificada,1,1,1,0,1
2013,35,Meningite não especificada,2,2,2,0,2
2013,35,Meningite viral/asséptica,1,1,1,0,1
2013,36,Doença meningocócica,1,1,0,1,0
2013,36,Meningite viral/asséptica,1,1,1,0,1
2013,36,Outras etiologias,1,0,1,0,0
2013,37,Meningite fúngica,1,1,1,0,0
2013,37,Meningite não especificada,2,2,2,0,1
2013,37,Outras etiologias,3,0,2,0,2
2013,38,Doença meningocócica,2,2,2,1,1
2013,38,Meningite fúngica,1,1,1,0,1
2013,38,Meningite não especificada,1,1,1,1,0
2013,38,Meningite viral/asséptica,1,1,1,0,1
2013,38,Outras etiologias,5,0,5,0,3
2013,39,Meningite não especificada,1,1,1,1,0
2013,39,Meningite viral/asséptica,3,3,3,0,3
2013,39,Outras etiologias,1,0,1,0,1
2013,40,Meningite viral/asséptica,1,1,1,0,0
2013,40,Outras etiologias,4,0,3,0,1
2013,41,Meningite não especificada,1,1,1,0,1
2013,41,Meningite viral/asséptica,1,1,1,0,1
2013,41,Outras etiologias,2,0,1,0,1
2013,42,Meningite viral/asséptica,5,5,4,0,4
2013,42,Outras etiologias,2,0,0,0,0
2013,43,Outras etiologias,1,0,1,0,1
2013,44,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,44,Meningite pneumocócica,1,1,1,0,1
2013,44,Meningite viral/asséptica,2,2,2,0,2
2013,45,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,45,Meningite não especificada,4,4,4,1,3
2013,45,Meningite viral/asséptica,3,3,3,0,3
2013,45,Outras etiologias,1,0,0,0,1
2013,46,Meningite não especificada,3,3,3,0,2
2013,46,Meningite viral/asséptica,4,4,4,0,4
2013,46,Outras etiologias,4,0,3,0,3
2013,47,Meningite bacteriana/outras bactérias,1,1,1,1,0
2013,47,Meningite não especificada,1,1,1,0,1
2013,47,Meningite pneumocócica,2,2,2,0,1
2013,47,Meningite viral/asséptica,1,1,1,0,1
2013,47,Outras etiologias,1,0,0,0,0
2013,48,Meningite não especificada,3,3,3,0,2
2013,48,Meningite pneumocócica,1,1,1,1,0
2013,48,Meningite viral/asséptica,2,2,2,0,2
2013,49,Doença meningocócica,1,1,1,1,0
2013,49,Meningite viral/asséptica,1,1,1,0,1
2013,49,Outras etiologias,3,1,3,0,2
2013,50,Doença meningocócica,2,2,2,1,1
2013,50,Meningite não especificada,3,3,3,0,1
2013,50,Meningite pneumocócica,2,2,2,0,2
2013,50,Meningite viral/asséptica,1,1,1,0,1
2013,50,Outras etiologias,3,0,3,0,3
2013,51,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,51,Meningite não especificada,1,1,1,1,0
2013,51,Meningite viral/asséptica,5,5,5,0,5
2013,51,Outras etiologias,1,0,0,0,0
2013,52,Meningite bacteriana/outras bactérias,1,1,1,0,1
2013,52,Meningite não especificada,2,2,2,0,0
2013,52,Meningite viral/asséptica,4,4,4,0,4
2013,52,Outras etiologias,5,0,3,0,2
2014,1,Meningite não especificada,1,1,1,0,1
2014,1,Outras etiologias,5,0,3,0,2
2014,2,Meningite não especificada,1,1,1,0,1
2014,2,Meningite pneumocócica,1,1,1,0,1
2014,2,Meningite viral/asséptica,1,1,1,0,0
2014,2,Outras etiologias,4,0,4,0,3
2014,3,Meningite pneumocócica,1,1,1,0,0
2014,3,Meningite viral/asséptica,2,2,2,0,2
2014,4,Meningite viral/asséptica,3,3,3,1,1
2014,4,Outras etiologias,7,2,4,0,5
2014,5,Meningite não especificada,2,2,2,0,2
2014,5,Meningite pneumocócica,1,1,1,0,0
2014,5,Meningite viral/asséptica,1,1,1,0,1
2014,5,Outras etiologias,2,0,2,0,0
2014,6,Meningite não especificada,1,1,1,0,1
2014,6,Meningite viral/asséptica,2,2,2,0,2
2014,6,Outras etiologias,4,1,3,0,3
2014,7,Meningite não especificada,2,2,2,0,2
2014,7,Meningite pneumocócica,1,1,1,0,0
2014,7,Meningite viral/asséptica,3,3,3,0,3
2014,7,Outras etiologias,7,0,5,0,2
2014,8,Meningite bacteriana/outras bactérias,2,2,2,0,1
2014,8,Meningite pneumocócica,1,1,1,0,1
2014,8,Outras etiologias,5,0,3,0,0
2014,9,Doença meningocócica,1,1,1,0,1
2014,9,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,9,Outras etiologias,2,0,2,0,2
2014,10,Meningite viral/asséptica,1,1,1,0,1
2014,10,Outras etiologias,1,0,0,0,0
2014,11,Outras etiologias,5,0,4,0,3
2014,12,Doença meningocócica,1,1,1,1,0
2014,12,Meningite não especificada,3,3,3,0,2
2014,12,Meningite pneumocócica,1,1,1,0,1
2014,12,Meningite viral/asséptica,2,2,2,0,2
2014,12,Outras etiologias,3,0,3,0,1
2014,13,Outras etiologias,1,0,0,0,0
2014,14,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,14,Meningite não especificada,1,1,1,0,1
2014,14,Outras etiologias,1,0,1,0,0
2014,15,Meningite bacteriana/outras bactérias,1,1,1,0,0
2014,15,Meningite fúngica,1,1,1,0,0
2014,15,Meningite viral/asséptica,2,2,2,0,2
2014,15,Outras etiologias,4,0,4,0,2
2014,16,Doença meningocócica,1,1,1,0,1
2014,16,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,16,Meningite não especificada,2,2,2,0,1
2014,16,Meningite pneumocócica,1,1,1,1,0
2014,16,Meningite viral/asséptica,1,1,1,0,1
2014,16,Outras etiologias,3,0,3,0,1
2014,17,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,17,Meningite fúngica,2,2,2,0,0
2014,17,Meningite não especificada,1,1,1,0,0
2014,17,Meningite pneumocócica,1,1,1,0,1
2014,17,Meningite viral/asséptica,1,1,1,0,1
2014,17,Outras etiologias,2,0,2,0,2
2014,18,Meningite não especificada,2,2,2,1,1
2014,18,Meningite pneumocócica,1,1,1,0,1
2014,18,Meningite viral/asséptica,4,4,4,0,3
2014,19,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,19,Meningite não especificada,2,1,2,0,2
2014,19,Meningite viral/asséptica,2,2,2,0,2
2014,19,Outras etiologias,1,0,1,0,0
2014,20,Meningite viral/asséptica,2,2,2,0,2
2014,20,Outras etiologias,4,0,4,0,3
2014,21,Meningite não especificada,1,1,1,0,1
2014,21,Meningite viral/asséptica,1,1,1,0,1
2014,21,Outras etiologias,2,0,2,0,1
2014,22,Doença meningocócica,1,1,1,0,1
2014,22,Meningite pneumocócica,1,1,1,0,0
2014,22,Meningite viral/asséptica,1,1,1,0,1
2014,22,Outras etiologias,1,0,1,0,1
2014,23,Meningite pneumocócica,1,1,1,0,1
2014,23,Meningite viral/asséptica,3,3,3,0,3
2014,23,Outras etiologias,1,0,1,0,1
2014,24,Doença meningocócica,1,1,1,0,0
2014,24,Meningite não especificada,2,1,2,0,1
2014,24,Meningite viral/asséptica,3,3,3,0,3
2014,24,Outras etiologias,1,0,1,0,1
2014,25,Meningite não especificada,2,2,2,0,2
2014,25,Meningite pneumocócica,1,1,1,0,1
2014,25,Meningite viral/asséptica,3,3,3,0,3
2014,25,Outras etiologias,1,0,1,0,0
2014,26,Doença meningocócica,1,1,1,0,0
2014,26,Meningite bacteriana/outras bactérias,1,1,1,0,0
2014,26,Meningite fúngica,1,1,1,0,1
2014,26,Meningite pneumocócica,2,2,2,0,2
2014,26,Outras etiologias,6,0,5,0,2
2014,27,Meningite não especificada,1,1,1,0,1
2014,27,Meningite viral/asséptica,2,2,2,0,2
2014,27,Outras etiologias,1,0,1,0,1
2014,28,Doença meningocócica,1,1,1,0,1
2014,28,Meningite bacteriana/outras bactérias,1,1,1,0,0
2014,28,Outras etiologias,2,0,1,0,0
2014,29,Doença meningocócica,3,3,3,0,1
2014,29,Meningite viral/asséptica,3,3,3,0,3
2014,30,Meningite bacteriana/outras bactérias,1,1,1,1,0
2014,30,Meningite viral/asséptica,2,2,2,0,2
2014,30,Outras etiologias,3,0,3,0,2
2014,31,Doença meningocócica,1,1,1,1,0
2014,31,Meningite bacteriana/outras bactérias,1,1,1,0,0
2014,31,Meningite viral/asséptica,1,1,1,0,1
2014,31,Outras etiologias,1,0,1,0,0
2014,32,Doença meningocócica,1,1,1,0,1
2014,32,Meningite pneumocócica,1,1,1,1,0
2014,32,Meningite viral/asséptica,2,2,2,0,2
2014,32,Outras etiologias,4,0,4,0,3
2014,33,Meningite bacteriana/outras bactérias,2,2,2,0,1
2014,33,Meningite viral/asséptica,1,1,1,0,0
2014,33,Outras etiologias,3,1,2,0,1
2014,34,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,34,Meningite não especificada,1,1,1,0,0
2014,34,Outras etiologias,2,0,2,0,1
2014,35,Meningite não especificada,2,2,1,1,1
2014,35,Meningite viral/asséptica,2,2,2,0,2
2014,35,Outras etiologias,1,0,1,0,0
2014,36,Meningite bacteriana/outras bactérias,1,1,1,1,0
2014,36,Meningite fúngica,1,1,1,1,0
2014,36,Meningite não especificada,3,3,3,0,3
2014,37,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,37,Meningite não especificada,3,3,3,1,1
2014,37,Meningite viral/asséptica,2,2,2,0,2
2014,37,Outras etiologias,3,0,2,0,0
2014,38,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,38,Meningite viral/asséptica,1,1,1,0,1
2014,38,Outras etiologias,3,0,3,0,2
2014,39,Meningite fúngica,1,1,1,0,0
2014,39,Meningite não especificada,1,1,1,0,1
2014,39,Outras etiologias,2,0,1,0,1
2014,40,Doença meningocócica,1,1,1,1,0
2014,40,Meningite não especificada,3,3,3,0,3
2014,40,Meningite pneumocócica,1,1,1,0,1
2014,40,Meningite viral/asséptica,1,1,1,0,1
2014,40,Outras etiologias,1,0,1,0,1
2014,41,Meningite não especificada,1,1,1,0,1
2014,41,Outras etiologias,3,0,3,0,3
2014,42,Meningite pneumocócica,1,1,1,0,1
2014,42,Meningite viral/asséptica,3,3,3,0,3
2014,42,Outras etiologias,2,1,2,0,1
2014,43,Meningite não especificada,1,1,1,0,1
2014,43,Meningite viral/asséptica,5,5,5,0,5
2014,43,Outras etiologias,6,3,1,0,5
2014,44,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,44,Meningite não especificada,1,1,1,0,1
2014,44,Meningite tuberculosa,1,1,1,0,1
2014,44,Meningite viral/asséptica,3,3,3,0,3
2014,44,Outras etiologias,1,0,1,0,0
2014,45,Doença meningocócica,1,1,1,0,1
2014,45,Meningite bacteriana/outras bactérias,2,2,2,0,1
2014,45,Meningite viral/asséptica,3,3,2,0,3
2014,45,Outras etiologias,1,0,1,0,1
2014,46,Meningite bacteriana/outras bactérias,2,2,2,1,1
2014,46,Meningite fúngica,1,1,1,0,0
2014,46,Meningite não especificada,1,1,1,0,0
2014,46,Meningite pneumocócica,1,1,1,0,1
2014,46,Meningite viral/asséptica,2,2,2,0,2
2014,46,Outras etiologias,1,0,1,0,0
2014,47,Meningite não especificada,2,2,2,0,2
2014,47,Meningite viral/asséptica,2,2,2,0,2
2014,47,Outras etiologias,5,0,5,0,3
2014,48,Doença meningocócica,2,2,2,1,1
2014,48,Meningite bacteriana/outras bactérias,2,2,2,0,1
2014,48,Meningite não especificada,1,1,1,0,1
2014,48,Meningite viral/asséptica,3,3,3,0,3
2014,48,Outras etiologias,4,0,3,0,3
2014,49,Doença meningocócica,2,2,2,0,1
2014,49,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,49,Meningite não especificada,2,2,2,0,2
2014,49,Meningite viral/asséptica,6,6,6,0,6
2014,49,Outras etiologias,1,0,1,0,0
2014,50,Meningite não especificada,2,2,2,0,2
2014,50,Meningite viral/asséptica,5,5,5,0,5
2014,50,Outras etiologias,4,0,4,0,3
2014,51,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,51,Meningite não especificada,1,1,1,0,1
2014,51,Meningite viral/asséptica,3,3,3,0,3
2014,51,Outras etiologias,2,0,2,0,2
2014,52,Meningite bacteriana/outras bactérias,1,1,1,0,1
2014,52,Meningite não especificada,1,1,1,1,0
2014,52,Meningite viral/asséptica,3,3,2,0,3
2014,52,Outras etiologias,1,0,1,0,1
2015,1,Meningite viral/asséptica,1,1,1,0,1
2015,1,Outras etiologias,1,0,1,0,1
2015,2,Meningite pneumocócica,1,1,1,0,1
2015,2,Meningite viral/asséptica,1,1,1,1,0
2015,2,Outras etiologias,1,0,1,0,1
2015,3,Doença meningocócica,1,1,1,0,1
2015,3,Meningite pneumocócica,1,1,1,0,1
2015,3,Meningite viral/asséptica,1,1,1,0,1
2015,3,Outras etiologias,1,0,0,0,0
2015,4,Doença meningocócica,1,1,1,0,1
2015,4,Meningite não especificada,1,1,1,0,1
2015,4,Meningite viral/asséptica,2,2,2,0,2
2015,4,Outras etiologias,2,0,2,0,1
2015,5,Meningite não especificada,2,2,2,0,2
2015,5,Meningite viral/asséptica,2,2,2,0,2
2015,6,Meningite bacteriana/outras bactérias,1,1,1,0,1
2015,6,Meningite não especificada,1,1,1,0,1
2015,6,Meningite viral/asséptica,1,1,1,0,1
2015,6,Outras etiologias,3,0,2,0,2
2015,7,Meningite fúngica,1,1,1,0,0
2015,7,Meningite viral/asséptica,2,2,2,0,2
2015,7,Outras etiologias,3,0,2,0,1
2015,8,Meningite não especificada,1,1,1,0,1
2015,9,Meningite bacteriana/outras bactérias,1,1,1,0,1
2015,9,Meningite pneumocócica,1,1,1,0,1
2015,9,Meningite viral/asséptica,1,1,1,0,1
2015,9,Outras etiologias,3,0,3,0,2
2015,10,Meningite bacteriana/outras bactérias,1,1,1,0,1
2015,10,Meningite fúngica,1,1,1,0,1
2015,10,Meningite não especificada,2,2,2,0,2
2015,10,Outras etiologias,1,0,0,0,0
2015,11,Meningite não especificada,2,2,2,0,2
2015,11,Meningite pneumocócica,2,2,1,2,0
2015,12,Meningite viral/asséptica,2,2,2,0,2
2015,12,Outras etiologias,2,0,1,0,1
2015,13,Doença meningocócica,1,1,1,0,1
2015,13,Meningite não especificada,1,1,1,1,0
2015,13,Meningite tuberculosa,1,1,1,0,1
2015,13,Meningite viral/asséptica,1,1,1,0,1
2015,13,Outras etiologias,6,1,6,0,5
2015,14,Doença meningocócica,1,1,1,0,1
2015,14,Meningite fúngica,1,1,1,0,0
2015,14,Outras etiologias,1,0,1,0,1
2015,15,Doença meningocócica,1,1,1,0,1
2015,15,Meningite bacteriana/outras bactérias,1,1,1,0,0
2015,15,Meningite não especificada,3,3,3,0,2
2015,15,Meningite pneumocócica,1,1,1,0,1
2015,15,Meningite viral/asséptica,3,3,3,0,3
2015,15,Outras etiologias,1,0,1,0,1
2015,16,Meningite não especificada,1,1,1,0,1
2015,16,Meningite viral/asséptica,1,1,1,1,0
2015,16,Outras etiologias,3,0,3,0,3
2015,17,Meningite bacteriana/outras bactérias,1,1,1,0,1
2015,17,Meningite fúngica,1,1,1,0,0
2015,17,Meningite pneumocócica,1,1,1,0,1
2015,17,Outras etiologias,6,1,5,0,4
2015,18,Doença meningocócica,1,1,1,0,1
2015,18,Meningite bacteriana/outras bactérias,2,2,1,0,1
2015,18,Outras etiologias,3,0,2,0,3
2015,19,Meningite bacteriana/outras bactérias,1,1,1,1,0
2015,19,Meningite não especificada,2,2,2,1,1
2015,19,Meningite viral/asséptica,1,1,1,0,1
2015,19,Outras etiologias,1,0,1,0,0
2015,20,Meningite bacteriana/outras bactérias,1,1,1,0,1
2015,20,Meningite não especificada,2,2,2,1,0
2015,21,Meningite bacteriana/outras bactérias,2,2,2,0,2
2015,21,Outras etiologias,3,0,2,0,2
