ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,casos,confirmados,obitos_meningite,populacao_estado,populacao_origem,populacao_municipio,populacao_ref,incidencia_100mil,mortalidade_100mil,letalidade_pct
2014,510792,SORRISO,SINOP,10,10,0,2334495.0,municipal_soma_com_carry,92769.0,92769.0,10.779462967154977,0.0,0.0
2014,510795,TANGARA DA SERRA,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,105711.0,105711.0,0.9459753478824342,0.0,0.0
2014,510800,TAPURAH,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,14046.0,14046.0,7.119464616260858,0.0,0.0
2014,510835,VALE DE SAO DOMINGOS,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,2904.0,2904.0,34.43526170798898,0.0,0.0
2014,510840,VARZEA GRANDE,CUIABA,11,11,0,2334495.0,municipal_soma_com_carry,287526.0,287526.0,3.825740976468215,0.0,0.0
2015,510020,AGUA BOA,AGUA BOA,1,1,1,2334495.0,municipal_soma_com_carry,26204.0,26204.0,3.816211265455656,3.816211265455656,100.0
2015,510025,ALTA FLORESTA,ALTA FLORESTA,5,5,0,2334495.0,municipal_soma_com_carry,51959.0,51959.0,9.622971958659713,0.0,0.0
2015,510160,BARAO DE MELGACO,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,8165.0,8165.0,12.24739742804654,0.0,0.0
2015,510180,BARRA DO GARCAS,BARRA DO GARCAS,5,5,1,2334495.0,municipal_soma_com_carry,61135.0,61135.0,8.178621084485155,1.6357242168970312,20.0
2015,510250,CACERES,CACERES,19,19,2,2334495.0,municipal_soma_com_carry,95339.0,95339.0,19.92888534597594,2.0977774048395723,10.526315789473683
2015,510267,CAMPO VERDE,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,45740.0,45740.0,6.558810668998688,0.0,0.0
2015,510270,CANARANA,AGUA BOA,2,2,0,2334495.0,municipal_soma_com_carry,21842.0,21842.0,9.156670634557276,0.0,0.0
2015,510300,CHAPADA DOS GUIMARAES,CUIABA,1,1,1,2334495.0,municipal_soma_com_carry,19453.0,19453.0,5.140595280933533,5.140595280933533,100.0
2015,510330,COMODORO,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,18238.0,18238.0,5.48305735277991,0.0,0.0
2015,510337,COTRIGUACU,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,10624.0,10624.0,9.41265060240964,0.0,0.0
2015,510340,CUIABA,CUIABA,40,40,7,2334495.0,municipal_soma_com_carry,618124.0,618124.0,6.471193482213925,1.1324588593874367,17.5
2015,510343,CURVELANDIA,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,5267.0,5267.0,18.98614011771407,0.0,0.0
2015,510380,FIGUEIROPOLIS D OESTE,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,7782.0,7782.0,12.85016705217168,0.0,0.0
2015,510390,GENERAL CARNEIRO,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,5592.0,5592.0,17.8826895565093,0.0,0.0
2015,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,1,1,1,2334495.0,municipal_soma_com_carry,36130.0,36130.0,2.7677830058123445,2.7677830058123445,100.0
2015,510420,GUIRATINGA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,15245.0,15245.0,6.5595277140045924,0.0,0.0
2015,510460,ITIQUIRA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,13552.0,13552.0,14.757969303423849,0.0,0.0
2015,510480,JACIARA,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,27696.0,27696.0,10.831889081455806,0.0,0.0
2015,510500,JAURU,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,5.72967398155045,0.0,0.0
2015,510510,JUARA,JUARA,1,1,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,2.864836990775225,0.0,0.0
2015,510515,JUINA,JUINA,2,2,0,2334495.0,municipal_soma_com_carry,41101.0,41101.0,4.866061653001144,0.0,0.0
2015,510523,LAMBARI D OESTE,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,4724.0,4724.0,21.168501270110074,0.0,0.0
2015,510525,LUCAS DO RIO VERDE,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,67620.0,67620.0,1.4788524105294292,0.0,0.0
2015,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,9.894132779261898,0.0,0.0
2015,510562,MIRASSOL D OESTE,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,27941.0,27941.0,7.157939944883863,0.0,0.0
2015,510590,NOBRES,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,15492.0,15492.0,6.454944487477407,0.0,0.0
2015,510618,NOVA LACERDA,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,4431.0,4431.0,22.568269013766646,0.0,0.0
2015,510624,NOVA UBIRATA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,12492.0,12492.0,8.005123278898495,0.0,0.0
2015,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,20944.0,20944.0,4.774637127578304,0.0,0.0
2015,510630,PARANATINGA,RONDONOPOLIS,2,2,1,2334495.0,municipal_soma_com_carry,22861.0,22861.0,8.74852368662788,4.37426184331394,50.0
2015,510637,PEDRA PRETA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,17547.0,17547.0,5.698979882601015,0.0,0.0
2015,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,35338.0,35338.0,2.8298149301035713,0.0,0.0
2015,510675,PONTES E LACERDA,PONTES E LACERDA,6,6,0,2334495.0,municipal_soma_com_carry,45774.0,45774.0,13.107877834578582,0.0,0.0
2015,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,63092.0,63092.0,1.5849870031065747,0.0,0.0
2015,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,10340.0,10340.0,9.671179883945841,0.0,0.0
2015,510724,SANTA CARMEM,SINOP,2,2,0,2334495.0,municipal_soma_com_carry,5677.0,5677.0,35.22987493394398,0.0,0.0
2015,510726,SANTO AFONSO,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,2716.0,2716.0,36.81885125184094,0.0,0.0
2015,510760,RONDONOPOLIS,RONDONOPOLIS,15,15,0,2334495.0,municipal_soma_com_carry,236042.0,236042.0,6.354801264181798,0.0,0.0
2015,510780,SANTO ANTONIO DO LEVERGER,CUIABA,1,1,1,2334495.0,municipal_soma_com_carry,16999.0,16999.0,5.882698982293076,5.882698982293076,100.0
2015,510790,SINOP,SINOP,12,12,2,2334495.0,municipal_soma_com_carry,148960.0,148960.0,8.055853920515574,1.3426423200859292,16.666666666666664
2015,510792,SORRISO,SINOP,8,8,1,2334495.0,municipal_soma_com_carry,92769.0,92769.0,8.62357037372398,1.0779462967154976,12.5
2015,510800,TAPURAH,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,14046.0,14046.0,7.119464616260858,0.0,0.0
2015,510840,VARZEA GRANDE,CUIABA,8,8,2,2334495.0,municipal_soma_com_carry,287526.0,287526.0,2.7823570737950654,0.6955892684487663,25.0
2015,510860,VILA RICA,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,26496.0,26496.0,3.7741545893719803,0.0,0.0
2015,510890,NOVA MARINGA,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,8313.0,8313.0,12.029351617947793,0.0,0.0
2016,510020,AGUA BOA,AGUA BOA,2,2,1,2334495.0,municipal_soma_com_carry,26204.0,26204.0,7.632422530911312,3.816211265455656,50.0
2016,510025,ALTA FLORESTA,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,51959.0,51959.0,1.9245943917319426,0.0,0.0
2016,510125,ARAPUTANGA,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,16951.0,16951.0,5.89935697009026,0.0,0.0
2016,510180,BARRA DO GARCAS,BARRA DO GARCAS,8,8,3,2334495.0,municipal_soma_com_carry,61135.0,61135.0,13.08579373517625,4.907172650691094,37.5
2016,510185,BOM JESUS DO ARAGUAIA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,7543.0,7543.0,13.257324671881214,0.0,0.0
2016,510250,CACERES,CACERES,25,25,5,2334495.0,municipal_soma_com_carry,95339.0,95339.0,26.222217560494656,5.244443512098931,20.0
2016,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,2,2,0,2334495.0,municipal_soma_com_carry,36917.0,36917.0,5.417558306471273,0.0,0.0
2016,510267,CAMPO VERDE,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,45740.0,45740.0,4.3725404459991255,0.0,0.0
2016,510268,CAMPOS DE JULIO,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,9272.0,9272.0,21.570319240724764,0.0,0.0
2016,510305,CLAUDIA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,9576.0,9576.0,10.442773600668337,0.0,0.0
2016,510320,COLIDER,COLIDER,1,1,0,2334495.0,municipal_soma_com_carry,33855.0,33855.0,2.9537734455767244,0.0,0.0
2016,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,31510.0,31510.0,3.17359568390987,0.0,0.0
2016,510337,COTRIGUACU,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,10624.0,10624.0,9.41265060240964,0.0,0.0
2016,510340,CUIABA,CUIABA,44,44,2,2334495.0,municipal_soma_com_carry,618124.0,618124.0,7.118312830435317,0.32355967411069625,4.545454545454546
2016,510370,FELIZ NATAL,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,10521.0,10521.0,9.5047999239616,0.0,0.0
2016,510452,IPIRANGA DO NORTE,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,14.524328249818446,0.0,0.0
2016,510480,JACIARA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,27696.0,27696.0,7.221259387637203,0.0,0.0
2016,510500,JAURU,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,5.72967398155045,0.0,0.0
2016,510510,JUARA,JUARA,2,2,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,5.72967398155045,0.0,0.0
2016,510515,JUINA,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,41101.0,41101.0,2.433030826500572,0.0,0.0
2016,510523,LAMBARI D OESTE,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,4724.0,4724.0,21.168501270110074,0.0,0.0
2016,510525,LUCAS DO RIO VERDE,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,67620.0,67620.0,1.4788524105294292,0.0,0.0
2016,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,3,3,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,29.682398337785695,0.0,0.0
2016,510558,MARCELANDIA,COLIDER,1,1,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,9.894132779261898,0.0,0.0
2016,510562,MIRASSOL D OESTE,CACERES,3,3,0,2334495.0,municipal_soma_com_carry,27941.0,27941.0,10.736909917325795,0.0,0.0
2016,510624,NOVA UBIRATA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,12492.0,12492.0,8.005123278898495,0.0,0.0
2016,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,20944.0,20944.0,4.774637127578304,0.0,0.0
2016,510629,PARANAITA,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,4.37426184331394,0.0,0.0
2016,510675,PONTES E LACERDA,PONTES E LACERDA,7,7,0,2334495.0,municipal_soma_com_carry,45774.0,45774.0,15.292524140341678,0.0,0.0
2016,510700,POXOREO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,15936.0,15936.0,6.275100401606425,0.0,0.0
2016,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,63092.0,63092.0,1.5849870031065747,0.0,0.0
2016,510706,QUERENCIA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,26769.0,26769.0,3.73566438791139,0.0,0.0
2016,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,18846.0,18846.0,10.612331529236974,0.0,0.0
2016,510760,RONDONOPOLIS,RONDONOPOLIS,23,23,0,2334495.0,municipal_soma_com_carry,236042.0,236042.0,9.744028605078757,0.0,0.0
2016,510780,SANTO ANTONIO DO LEVERGER,CUIABA,2,2,0,2334495.0,municipal_soma_com_carry,16999.0,16999.0,11.765397964586152,0.0,0.0
2016,510787,SAPEZAL,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,26688.0,26688.0,3.7470023980815346,0.0,0.0
2016,510790,SINOP,SINOP,9,9,1,2334495.0,municipal_soma_com_carry,148960.0,148960.0,6.041890440386681,0.6713211600429646,11.11111111111111
2016,510792,SORRISO,SINOP,6,6,1,2334495.0,municipal_soma_com_carry,92769.0,92769.0,6.467677780292985,1.0779462967154976,16.666666666666664
2016,510795,TANGARA DA SERRA,TANGARA DA SERRA,2,2,0,2334495.0,municipal_soma_com_carry,105711.0,105711.0,1.8919506957648684,0.0,0.0
2016,510800,TAPURAH,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,14046.0,14046.0,7.119464616260858,0.0,0.0
2016,510840,VARZEA GRANDE,CUIABA,13,13,3,2334495.0,municipal_soma_com_carry,287526.0,287526.0,4.521330244916982,1.0433839026731495,23.076923076923077
2016,510895,NOVA MONTE VERDE,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,8313.0,8313.0,12.029351617947793,0.0,0.0
2017,510025,ALTA FLORESTA,ALTA FLORESTA,3,3,1,2334495.0,municipal_soma_com_carry,51959.0,51959.0,5.7737831751958275,1.9245943917319426,33.33333333333333
2017,510050,ALTO PARAGUAI,DIAMANTINO,2,2,0,2334495.0,municipal_soma_com_carry,8009.0,8009.0,24.9719066050693,0.0,0.0
2017,510125,ARAPUTANGA,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,16951.0,16951.0,5.89935697009026,0.0,0.0
2017,510180,BARRA DO GARCAS,BARRA DO GARCAS,6,6,2,2334495.0,municipal_soma_com_carry,61135.0,61135.0,9.814345301382188,3.2714484337940624,33.33333333333333
2017,510250,CACERES,CACERES,19,19,2,2334495.0,municipal_soma_com_carry,95339.0,95339.0,19.92888534597594,2.0977774048395723,10.526315789473683
2017,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,36917.0,36917.0,2.7087791532356364,0.0,0.0
2017,510267,CAMPO VERDE,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,45740.0,45740.0,6.558810668998688,0.0,0.0
2017,510268,CAMPOS DE JULIO,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,9272.0,9272.0,10.785159620362382,0.0,0.0
2017,510270,CANARANA,AGUA BOA,2,2,0,2334495.0,municipal_soma_com_carry,21842.0,21842.0,9.156670634557276,0.0,0.0
2017,510305,CLAUDIA,SINOP,3,3,2,2334495.0,municipal_soma_com_carry,9576.0,9576.0,31.32832080200501,20.885547201336674,66.66666666666666
2017,510320,COLIDER,COLIDER,1,1,1,2334495.0,municipal_soma_com_carry,33855.0,33855.0,2.9537734455767244,2.9537734455767244,100.0
2017,510340,CUIABA,CUIABA,56,56,6,2334495.0,municipal_soma_com_carry,618124.0,618124.0,9.059670875099494,0.9706790223320886,10.714285714285714
2017,510370,FELIZ NATAL,SINOP,2,2,1,2334495.0,municipal_soma_com_carry,10521.0,10521.0,19.0095998479232,9.5047999239616,50.0
2017,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,36130.0,36130.0,2.7677830058123445,0.0,0.0
2017,510452,IPIRANGA DO NORTE,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,14.524328249818446,0.0,0.0
2017,510455,ITAUBA,COLIDER,1,1,0,2334495.0,municipal_soma_com_carry,3704.0,3704.0,26.99784017278618,0.0,0.0
2017,510480,JACIARA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,27696.0,27696.0,3.6106296938186015,0.0,0.0
2017,510490,JANGADA,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,7491.0,7491.0,13.349352556401014,0.0,0.0
2017,510500,JAURU,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,5.72967398155045,0.0,0.0
2017,510510,JUARA,JUARA,1,1,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,2.864836990775225,0.0,0.0
2017,510520,JUSCIMEIRA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,11480.0,11480.0,8.710801393728223,0.0,0.0
2017,510525,LUCAS DO RIO VERDE,SINOP,1,1,1,2334495.0,municipal_soma_com_carry,67620.0,67620.0,1.4788524105294292,1.4788524105294292,100.0
2017,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,19.788265558523797,0.0,0.0
2017,510560,MATUPA,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,20853.0,20853.0,4.795473073418693,0.0,0.0
2017,510562,MIRASSOL D OESTE,CACERES,4,4,0,2334495.0,municipal_soma_com_carry,27941.0,27941.0,14.315879889767727,0.0,0.0
2017,510590,NOBRES,DIAMANTINO,2,2,1,2334495.0,municipal_soma_com_carry,15492.0,15492.0,12.909888974954814,6.454944487477407,50.0
2017,510610,NOSSA SENHORA DO LIVRAMENTO,CUIABA,1,1,1,2334495.0,municipal_soma_com_carry,11694.0,11694.0,8.551393877201985,8.551393877201985,100.0
2017,510618,NOVA LACERDA,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,4431.0,4431.0,22.568269013766646,0.0,0.0
2017,510622,NOVA MUTUM,SINOP,2,2,1,2334495.0,municipal_soma_com_carry,46813.0,46813.0,4.272317518637985,2.1361587593189926,50.0
2017,510624,NOVA UBIRATA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,12492.0,12492.0,8.005123278898495,0.0,0.0
2017,510625,NOVA XAVANTINA,BARRA DO GARCAS,4,4,1,2334495.0,municipal_soma_com_carry,20944.0,20944.0,19.098548510313215,4.774637127578304,25.0
2017,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,3307.0,3307.0,30.23888720895071,0.0,0.0
2017,510628,NOVO SAO JOAQUIM,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,7239.0,7239.0,13.814062715844731,0.0,0.0
2017,510630,PARANATINGA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,4.37426184331394,0.0,0.0
2017,510650,POCONE,CUIABA,2,2,1,2334495.0,municipal_soma_com_carry,31217.0,31217.0,6.4067655444149025,3.2033827722074513,50.0
2017,510665,PONTAL DO ARAGUAIA,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,7169.0,7169.0,13.948946854512483,0.0,0.0
2017,510675,PONTES E LACERDA,PONTES E LACERDA,5,5,1,2334495.0,municipal_soma_com_carry,45774.0,45774.0,10.923231528815485,2.184646305763097,20.0
2017,510682,PORTO ESPERIDIAO,CACERES,2,2,1,2334495.0,municipal_soma_com_carry,12176.0,12176.0,16.4257555847569,8.21287779237845,50.0
2017,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,5,5,0,2334495.0,municipal_soma_com_carry,63092.0,63092.0,7.924935015532872,0.0,0.0
2017,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,18846.0,18846.0,10.612331529236974,0.0,0.0
2017,510724,SANTA CARMEM,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,5677.0,5677.0,17.61493746697199,0.0,0.0
2017,510760,RONDONOPOLIS,RONDONOPOLIS,10,10,1,2334495.0,municipal_soma_com_carry,236042.0,236042.0,4.236534176121198,0.4236534176121199,10.0
2017,510770,ROSARIO OESTE,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,15236.0,15236.0,6.563402467839328,0.0,0.0
2017,510780,SANTO ANTONIO DO LEVERGER,CUIABA,2,2,0,2334495.0,municipal_soma_com_carry,16999.0,16999.0,11.765397964586152,0.0,0.0
2017,510787,SAPEZAL,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,26688.0,26688.0,3.7470023980815346,0.0,0.0
2017,510790,SINOP,SINOP,10,10,0,2334495.0,municipal_soma_com_carry,148960.0,148960.0,6.713211600429645,0.0,0.0
2017,510792,SORRISO,SINOP,8,8,1,2334495.0,municipal_soma_com_carry,92769.0,92769.0,8.62357037372398,1.0779462967154976,12.5
2017,510795,TANGARA DA SERRA,TANGARA DA SERRA,3,3,0,2334495.0,municipal_soma_com_carry,105711.0,105711.0,2.8379260436473026,0.0,0.0
2017,510800,TAPURAH,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,14046.0,14046.0,7.119464616260858,0.0,0.0
2017,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,9473.0,9473.0,10.556317956296844,0.0,0.0
2017,510840,VARZEA GRANDE,CUIABA,17,17,1,2334495.0,municipal_soma_com_carry,287526.0,287526.0,5.912508781814514,0.34779463422438317,5.88235294117647
