ano_evento_v17,codigo_municipio_v17,municipio_v17,regional_v17,casos,confirmados,obitos_meningite,populacao_estado,populacao_origem,populacao_municipio,populacao_ref,incidencia_100mil,mortalidade_100mil,letalidade_pct
2007,510840,VARZEA GRANDE,CUIABA,51,51,2,2334495.0,municipal_soma_com_carry,287526.0,287526.0,17.73752634544354,0.6955892684487663,3.9215686274509802
2007,510850,VERA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,10584.0,10584.0,9.44822373393802,0.0,0.0
2007,510895,NOVA MONTE VERDE,ALTA FLORESTA,7,7,0,2334495.0,municipal_soma_com_carry,8313.0,8313.0,84.20546132563454,0.0,0.0
2008,510020,AGUA BOA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,26204.0,26204.0,3.816211265455656,0.0,0.0
2008,510025,ALTA FLORESTA,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,51959.0,51959.0,1.9245943917319426,0.0,0.0
2008,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,17567.0,17567.0,5.692491603574885,0.0,0.0
2008,510140,ARIPUANA,JUINA,1,1,1,2334495.0,municipal_soma_com_carry,24626.0,24626.0,4.060748802079104,4.060748802079104,100.0
2008,510250,CACERES,CACERES,12,12,0,2334495.0,municipal_soma_com_carry,95339.0,95339.0,12.586664429037434,0.0,0.0
2008,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,36917.0,36917.0,2.7087791532356364,0.0,0.0
2008,510268,CAMPOS DE JULIO,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,9272.0,9272.0,10.785159620362382,0.0,0.0
2008,510270,CANARANA,AGUA BOA,4,4,0,2334495.0,municipal_soma_com_carry,21842.0,21842.0,18.313341269114552,0.0,0.0
2008,510300,CHAPADA DOS GUIMARAES,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,19453.0,19453.0,5.140595280933533,0.0,0.0
2008,510310,COCALINHO,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,6377.0,6377.0,15.681354869060687,0.0,0.0
2008,510325,COLNIZA,JUINA,2,2,1,2334495.0,municipal_soma_com_carry,25766.0,25766.0,7.762167197081425,3.8810835985407124,50.0
2008,510330,COMODORO,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,18238.0,18238.0,5.48305735277991,0.0,0.0
2008,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,31510.0,31510.0,3.17359568390987,0.0,0.0
2008,510340,CUIABA,CUIABA,68,68,2,2334495.0,municipal_soma_com_carry,618124.0,618124.0,11.001028919763671,0.32355967411069625,2.941176470588235
2008,510350,DIAMANTINO,DIAMANTINO,3,3,0,2334495.0,municipal_soma_com_carry,22178.0,22178.0,13.526918567950222,0.0,0.0
2008,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,2,2,0,2334495.0,municipal_soma_com_carry,36130.0,36130.0,5.535566011624689,0.0,0.0
2008,510420,GUIRATINGA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,15245.0,15245.0,6.5595277140045924,0.0,0.0
2008,510450,INDIAVAI,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,14.524328249818446,0.0,0.0
2008,510454,ITANHANGA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,14.524328249818446,0.0,0.0
2008,510480,JACIARA,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,27696.0,27696.0,10.831889081455806,0.0,0.0
2008,510523,LAMBARI D OESTE,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,4724.0,4724.0,21.168501270110074,0.0,0.0
2008,510558,MARCELANDIA,COLIDER,3,3,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,29.682398337785695,0.0,0.0
2008,510590,NOBRES,DIAMANTINO,3,3,0,2334495.0,municipal_soma_com_carry,15492.0,15492.0,19.364833462432223,0.0,0.0
2008,510615,NOVA BANDEIRANTES,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,15685.0,15685.0,6.37551801083838,0.0,0.0
2008,510622,NOVA MUTUM,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,46813.0,46813.0,2.1361587593189926,0.0,0.0
2008,510623,NOVA OLIMPIA,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,20563.0,20563.0,4.863103632738413,0.0,0.0
2008,510629,PARANAITA,ALTA FLORESTA,2,2,1,2334495.0,municipal_soma_com_carry,22861.0,22861.0,8.74852368662788,4.37426184331394,50.0
2008,510630,PARANATINGA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,4.37426184331394,0.0,0.0
2008,510637,PEDRA PRETA,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,17547.0,17547.0,17.096939647803044,0.0,0.0
2008,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,35338.0,35338.0,2.8298149301035713,0.0,0.0
2008,510650,POCONE,CUIABA,2,2,0,2334495.0,municipal_soma_com_carry,31217.0,31217.0,6.4067655444149025,0.0,0.0
2008,510675,PONTES E LACERDA,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,45774.0,45774.0,4.369292611526194,0.0,0.0
2008,510700,POXOREO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,15936.0,15936.0,6.275100401606425,0.0,0.0
2008,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,63092.0,63092.0,1.5849870031065747,0.0,0.0
2008,510710,SAO JOSE DOS QUATRO MARCOS,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,18846.0,18846.0,5.306165764618487,0.0,0.0
2008,510715,RESERVA DO CABACAL,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,10340.0,10340.0,9.671179883945841,0.0,0.0
2008,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,6234.0,6234.0,16.041065126724416,0.0,0.0
2008,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,4191.0,4191.0,23.860653781913623,0.0,0.0
2008,510760,RONDONOPOLIS,RONDONOPOLIS,38,38,1,2334495.0,municipal_soma_com_carry,236042.0,236042.0,16.098829869260555,0.4236534176121199,2.631578947368421
2008,510770,ROSARIO OESTE,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,15236.0,15236.0,6.563402467839328,0.0,0.0
2008,510780,SANTO ANTONIO DO LEVERGER,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,16999.0,16999.0,5.882698982293076,0.0,0.0
2008,510787,SAPEZAL,TANGARA DA SERRA,2,2,1,2334495.0,municipal_soma_com_carry,26688.0,26688.0,7.494004796163069,3.7470023980815346,50.0
2008,510790,SINOP,SINOP,31,31,0,2334495.0,municipal_soma_com_carry,148960.0,148960.0,20.8109559613319,0.0,0.0
2008,510792,SORRISO,SINOP,7,7,2,2334495.0,municipal_soma_com_carry,92769.0,92769.0,7.545624077008483,2.155892593430995,28.57142857142857
2008,510795,TANGARA DA SERRA,TANGARA DA SERRA,5,5,0,2334495.0,municipal_soma_com_carry,105711.0,105711.0,4.7298767394121715,0.0,0.0
2008,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,1,1,2334495.0,municipal_soma_com_carry,9473.0,9473.0,10.556317956296844,10.556317956296844,100.0
2008,510810,TESOURO,RONDONOPOLIS,1,1,1,2334495.0,municipal_soma_com_carry,2935.0,2935.0,34.07155025553663,34.07155025553663,100.0
2008,510840,VARZEA GRANDE,CUIABA,44,44,2,2334495.0,municipal_soma_com_carry,287526.0,287526.0,15.30296390587286,0.6955892684487663,4.545454545454546
2008,510850,VERA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,10584.0,10584.0,9.44822373393802,0.0,0.0
2008,510890,NOVA MARINGA,DIAMANTINO,2,2,0,2334495.0,municipal_soma_com_carry,8313.0,8313.0,24.058703235895585,0.0,0.0
2009,510025,ALTA FLORESTA,ALTA FLORESTA,3,3,0,2334495.0,municipal_soma_com_carry,51959.0,51959.0,5.7737831751958275,0.0,0.0
2009,510080,APIACAS,ALTA FLORESTA,1,1,1,2334495.0,municipal_soma_com_carry,10283.0,10283.0,9.724788485850432,9.724788485850432,100.0
2009,510125,ARAPUTANGA,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,16951.0,16951.0,5.89935697009026,0.0,0.0
2009,510130,ARENAPOLIS,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,10576.0,10576.0,9.4553706505295,0.0,0.0
2009,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,2,0,2334495.0,municipal_soma_com_carry,35307.0,35307.0,5.664599087999547,0.0,0.0
2009,510190,BRASNORTE,JUINA,2,2,1,2334495.0,municipal_soma_com_carry,17496.0,17496.0,11.431184270690443,5.715592135345221,50.0
2009,510250,CACERES,CACERES,5,5,1,2334495.0,municipal_soma_com_carry,95339.0,95339.0,5.244443512098931,1.0488887024197862,20.0
2009,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,1,2334495.0,municipal_soma_com_carry,36917.0,36917.0,2.7087791532356364,2.7087791532356364,100.0
2009,510267,CAMPO VERDE,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,45740.0,45740.0,4.3725404459991255,0.0,0.0
2009,510270,CANARANA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,21842.0,21842.0,4.578335317278638,0.0,0.0
2009,510279,CARLINDA,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,10415.0,10415.0,9.601536245799327,0.0,0.0
2009,510300,CHAPADA DOS GUIMARAES,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,19453.0,19453.0,5.140595280933533,0.0,0.0
2009,510330,COMODORO,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,18238.0,18238.0,5.48305735277991,0.0,0.0
2009,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,31510.0,31510.0,3.17359568390987,0.0,0.0
2009,510336,CONQUISTA D OESTE,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,10624.0,10624.0,18.82530120481928,0.0,0.0
2009,510340,CUIABA,CUIABA,49,49,5,2334495.0,municipal_soma_com_carry,618124.0,618124.0,7.927212015712057,0.8088991852767407,10.204081632653061
2009,510360,DOM AQUINO,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,7953.0,7953.0,12.57387149503332,0.0,0.0
2009,510370,FELIZ NATAL,SINOP,2,2,2,2334495.0,municipal_soma_com_carry,10521.0,10521.0,19.0095998479232,19.0095998479232,100.0
2009,510420,GUIRATINGA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,15245.0,15245.0,6.5595277140045924,0.0,0.0
2009,510460,ITIQUIRA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,13552.0,13552.0,14.757969303423849,0.0,0.0
2009,510480,JACIARA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,27696.0,27696.0,3.6106296938186015,0.0,0.0
2009,510490,JANGADA,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,7491.0,7491.0,13.349352556401014,0.0,0.0
2009,510510,JUARA,JUARA,1,1,1,2334495.0,municipal_soma_com_carry,34906.0,34906.0,2.864836990775225,2.864836990775225,100.0
2009,510515,JUINA,JUINA,3,3,1,2334495.0,municipal_soma_com_carry,41101.0,41101.0,7.299092479501716,2.433030826500572,33.33333333333333
2009,510520,JUSCIMEIRA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,11480.0,11480.0,17.421602787456447,0.0,0.0
2009,510523,LAMBARI D OESTE,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,4724.0,4724.0,21.168501270110074,0.0,0.0
2009,510525,LUCAS DO RIO VERDE,SINOP,4,4,1,2334495.0,municipal_soma_com_carry,67620.0,67620.0,5.915409642117717,1.4788524105294292,25.0
2009,510550,VILA BELA DA S TRINDADE,PONTES E LACERDA,1,1,1,2334495.0,municipal_soma_com_carry,10107.0,10107.0,9.894132779261898,9.894132779261898,100.0
2009,510590,NOBRES,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,15492.0,15492.0,6.454944487477407,0.0,0.0
2009,510600,NORTELANDIA,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,5960.0,5960.0,16.778523489932883,0.0,0.0
2009,510622,NOVA MUTUM,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,46813.0,46813.0,2.1361587593189926,0.0,0.0
2009,510630,PARANATINGA,RONDONOPOLIS,4,4,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,17.49704737325576,0.0,0.0
2009,510637,PEDRA PRETA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,17547.0,17547.0,5.698979882601015,0.0,0.0
2009,510675,PONTES E LACERDA,PONTES E LACERDA,5,5,1,2334495.0,municipal_soma_com_carry,45774.0,45774.0,10.923231528815485,2.184646305763097,20.0
2009,510700,POXOREO,RONDONOPOLIS,4,4,0,2334495.0,municipal_soma_com_carry,15936.0,15936.0,25.1004016064257,0.0,0.0
2009,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,8,8,0,2334495.0,municipal_soma_com_carry,63092.0,63092.0,12.679896024852598,0.0,0.0
2009,510706,QUERENCIA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,26769.0,26769.0,3.73566438791139,0.0,0.0
2009,510718,RIBEIRAO CASCALHEIRA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,10340.0,10340.0,9.671179883945841,0.0,0.0
2009,510724,SANTA CARMEM,SINOP,3,3,0,2334495.0,municipal_soma_com_carry,5677.0,5677.0,52.84481240091598,0.0,0.0
2009,510729,SAO JOSE DO POVO,RONDONOPOLIS,1,1,1,2334495.0,municipal_soma_com_carry,2716.0,2716.0,36.81885125184094,36.81885125184094,100.0
2009,510735,SAO JOSE DO XINGU,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,6234.0,6234.0,16.041065126724416,0.0,0.0
2009,510760,RONDONOPOLIS,RONDONOPOLIS,22,22,2,2334495.0,municipal_soma_com_carry,236042.0,236042.0,9.320375187466638,0.8473068352242398,9.090909090909092
2009,510770,ROSARIO OESTE,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,15236.0,15236.0,6.563402467839328,0.0,0.0
2009,510787,SAPEZAL,TANGARA DA SERRA,10,10,0,2334495.0,municipal_soma_com_carry,26688.0,26688.0,37.47002398081535,0.0,0.0
2009,510790,SINOP,SINOP,25,25,1,2334495.0,municipal_soma_com_carry,148960.0,148960.0,16.783029001074112,0.6713211600429646,4.0
2009,510792,SORRISO,SINOP,8,8,1,2334495.0,municipal_soma_com_carry,92769.0,92769.0,8.62357037372398,1.0779462967154976,12.5
2009,510795,TANGARA DA SERRA,TANGARA DA SERRA,2,2,0,2334495.0,municipal_soma_com_carry,105711.0,105711.0,1.8919506957648684,0.0,0.0
2009,510840,VARZEA GRANDE,CUIABA,20,20,3,2334495.0,municipal_soma_com_carry,287526.0,287526.0,6.955892684487663,1.0433839026731495,15.0
2009,510850,VERA,SINOP,1,1,1,2334495.0,municipal_soma_com_carry,10584.0,10584.0,9.44822373393802,9.44822373393802,100.0
2009,510860,VILA RICA,PORTO ALEGRE DO NORTE,1,1,1,2334495.0,municipal_soma_com_carry,26496.0,26496.0,3.7741545893719803,3.7741545893719803,100.0
2010,510020,AGUA BOA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,26204.0,26204.0,3.816211265455656,0.0,0.0
2010,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,17567.0,17567.0,5.692491603574885,0.0,0.0
2010,510140,ARIPUANA,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,24626.0,24626.0,4.060748802079104,0.0,0.0
2010,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,2,0,2334495.0,municipal_soma_com_carry,35307.0,35307.0,5.664599087999547,0.0,0.0
2010,510180,BARRA DO GARCAS,BARRA DO GARCAS,5,5,0,2334495.0,municipal_soma_com_carry,61135.0,61135.0,8.178621084485155,0.0,0.0
2010,510250,CACERES,CACERES,12,12,2,2334495.0,municipal_soma_com_carry,95339.0,95339.0,12.586664429037434,2.0977774048395723,16.666666666666664
2010,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,36917.0,36917.0,2.7087791532356364,0.0,0.0
2010,510267,CAMPO VERDE,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,45740.0,45740.0,6.558810668998688,0.0,0.0
2010,510268,CAMPOS DE JULIO,PONTES E LACERDA,2,2,1,2334495.0,municipal_soma_com_carry,9272.0,9272.0,21.570319240724764,10.785159620362382,50.0
2010,510300,CHAPADA DOS GUIMARAES,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,19453.0,19453.0,5.140595280933533,0.0,0.0
2010,510310,COCALINHO,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,6377.0,6377.0,15.681354869060687,0.0,0.0
2010,510320,COLIDER,COLIDER,2,2,1,2334495.0,municipal_soma_com_carry,33855.0,33855.0,5.907546891153449,2.9537734455767244,50.0
2010,510325,COLNIZA,JUINA,1,1,0,2334495.0,municipal_soma_com_carry,25766.0,25766.0,3.8810835985407124,0.0,0.0
2010,510336,CONQUISTA D OESTE,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,10624.0,10624.0,9.41265060240964,0.0,0.0
2010,510340,CUIABA,CUIABA,34,34,2,2334495.0,municipal_soma_com_carry,618124.0,618124.0,5.500514459881836,0.32355967411069625,5.88235294117647
2010,510370,FELIZ NATAL,SINOP,2,2,0,2334495.0,municipal_soma_com_carry,10521.0,10521.0,19.0095998479232,0.0,0.0
2010,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,3,3,1,2334495.0,municipal_soma_com_carry,36130.0,36130.0,8.303349017437034,2.7677830058123445,33.33333333333333
2010,510460,ITIQUIRA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,13552.0,13552.0,7.378984651711924,0.0,0.0
2010,510480,JACIARA,RONDONOPOLIS,5,5,4,2334495.0,municipal_soma_com_carry,27696.0,27696.0,18.05314846909301,14.442518775274406,80.0
2010,510510,JUARA,JUARA,1,1,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,2.864836990775225,0.0,0.0
2010,510520,JUSCIMEIRA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,11480.0,11480.0,17.421602787456447,0.0,0.0
2010,510558,MARCELANDIA,COLIDER,1,1,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,9.894132779261898,0.0,0.0
2010,510562,MIRASSOL D OESTE,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,27941.0,27941.0,3.5789699724419317,0.0,0.0
2010,510590,NOBRES,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,15492.0,15492.0,6.454944487477407,0.0,0.0
2010,510618,NOVA LACERDA,PONTES E LACERDA,1,1,1,2334495.0,municipal_soma_com_carry,4431.0,4431.0,22.568269013766646,22.568269013766646,100.0
2010,510622,NOVA MUTUM,SINOP,1,1,1,2334495.0,municipal_soma_com_carry,46813.0,46813.0,2.1361587593189926,2.1361587593189926,100.0
2010,510623,NOVA OLIMPIA,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,20563.0,20563.0,4.863103632738413,0.0,0.0
2010,510624,NOVA UBIRATA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,12492.0,12492.0,8.005123278898495,0.0,0.0
2010,510625,NOVA XAVANTINA,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,20944.0,20944.0,4.774637127578304,0.0,0.0
2010,510626,NOVO MUNDO,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,3307.0,3307.0,30.23888720895071,0.0,0.0
2010,510630,PARANATINGA,RONDONOPOLIS,3,3,0,2334495.0,municipal_soma_com_carry,22861.0,22861.0,13.12278552994182,0.0,0.0
2010,510637,PEDRA PRETA,RONDONOPOLIS,2,2,0,2334495.0,municipal_soma_com_carry,17547.0,17547.0,11.39795976520203,0.0,0.0
2010,510642,PEIXOTO DE AZEVEDO,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,35338.0,35338.0,2.8298149301035713,0.0,0.0
2010,510645,PLANALTO DA SERRA,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,31217.0,31217.0,3.2033827722074513,0.0,0.0
2010,510650,POCONE,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,31217.0,31217.0,3.2033827722074513,0.0,0.0
2010,510670,PONTE BRANCA,BARRA DO GARCAS,1,1,1,2334495.0,municipal_soma_com_carry,45774.0,45774.0,2.184646305763097,2.184646305763097,100.0
2010,510675,PONTES E LACERDA,PONTES E LACERDA,2,2,0,2334495.0,municipal_soma_com_carry,45774.0,45774.0,4.369292611526194,0.0,0.0
2010,510682,PORTO ESPERIDIAO,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,12176.0,12176.0,8.21287779237845,0.0,0.0
2010,510685,PORTO ESTRELA,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,15936.0,15936.0,6.275100401606425,0.0,0.0
2010,510700,POXOREO,RONDONOPOLIS,2,2,1,2334495.0,municipal_soma_com_carry,15936.0,15936.0,12.55020080321285,6.275100401606425,50.0
2010,510704,PRIMAVERA DO LESTE,RONDONOPOLIS,5,5,1,2334495.0,municipal_soma_com_carry,63092.0,63092.0,7.924935015532872,1.5849870031065747,20.0
2010,510726,SANTO AFONSO,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,2716.0,2716.0,36.81885125184094,0.0,0.0
2010,510740,SAO PEDRO DA CIPA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,4191.0,4191.0,23.860653781913623,0.0,0.0
2010,510760,RONDONOPOLIS,RONDONOPOLIS,21,21,0,2334495.0,municipal_soma_com_carry,236042.0,236042.0,8.896721769854517,0.0,0.0
2010,510770,ROSARIO OESTE,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,15236.0,15236.0,6.563402467839328,0.0,0.0
2010,510774,SANTA CRUZ DO XINGU,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,16999.0,16999.0,5.882698982293076,0.0,0.0
2010,510787,SAPEZAL,TANGARA DA SERRA,3,3,2,2334495.0,municipal_soma_com_carry,26688.0,26688.0,11.241007194244604,7.494004796163069,66.66666666666666
2010,510790,SINOP,SINOP,12,12,2,2334495.0,municipal_soma_com_carry,148960.0,148960.0,8.055853920515574,1.3426423200859292,16.666666666666664
2010,510792,SORRISO,SINOP,5,5,0,2334495.0,municipal_soma_com_carry,92769.0,92769.0,5.3897314835774885,0.0,0.0
2010,510795,TANGARA DA SERRA,TANGARA DA SERRA,3,3,0,2334495.0,municipal_soma_com_carry,105711.0,105711.0,2.8379260436473026,0.0,0.0
2010,510805,TERRA NOVA DO NORTE,PEIXOTO DE AZEVEDO,1,1,1,2334495.0,municipal_soma_com_carry,9473.0,9473.0,10.556317956296844,10.556317956296844,100.0
2010,510840,VARZEA GRANDE,CUIABA,17,17,1,2334495.0,municipal_soma_com_carry,287526.0,287526.0,5.912508781814514,0.34779463422438317,5.88235294117647
2011,510025,ALTA FLORESTA,ALTA FLORESTA,1,1,0,2334495.0,municipal_soma_com_carry,51959.0,51959.0,1.9245943917319426,0.0,0.0
2011,510030,ALTO ARAGUAIA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,17567.0,17567.0,5.692491603574885,0.0,0.0
2011,510060,ALTO TAQUARI,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,11571.0,11571.0,8.642295393656555,0.0,0.0
2011,510120,ARAGUAINHA,RONDONOPOLIS,1,1,1,2334495.0,municipal_soma_com_carry,16951.0,16951.0,5.89935697009026,5.89935697009026,100.0
2011,510125,ARAPUTANGA,CACERES,2,2,0,2334495.0,municipal_soma_com_carry,16951.0,16951.0,11.79871394018052,0.0,0.0
2011,510170,BARRA DO BUGRES,TANGARA DA SERRA,2,2,0,2334495.0,municipal_soma_com_carry,35307.0,35307.0,5.664599087999547,0.0,0.0
2011,510180,BARRA DO GARCAS,BARRA DO GARCAS,1,1,0,2334495.0,municipal_soma_com_carry,61135.0,61135.0,1.6357242168970312,0.0,0.0
2011,510250,CACERES,CACERES,11,11,1,2334495.0,municipal_soma_com_carry,95339.0,95339.0,11.537775726617648,1.0488887024197862,9.090909090909092
2011,510263,CAMPO NOVO DO PARECIS,TANGARA DA SERRA,1,1,0,2334495.0,municipal_soma_com_carry,36917.0,36917.0,2.7087791532356364,0.0,0.0
2011,510270,CANARANA,AGUA BOA,1,1,0,2334495.0,municipal_soma_com_carry,21842.0,21842.0,4.578335317278638,0.0,0.0
2011,510300,CHAPADA DOS GUIMARAES,CUIABA,1,1,0,2334495.0,municipal_soma_com_carry,19453.0,19453.0,5.140595280933533,0.0,0.0
2011,510335,CONFRESA,PORTO ALEGRE DO NORTE,1,1,0,2334495.0,municipal_soma_com_carry,31510.0,31510.0,3.17359568390987,0.0,0.0
2011,510336,CONQUISTA D OESTE,PONTES E LACERDA,1,1,0,2334495.0,municipal_soma_com_carry,10624.0,10624.0,9.41265060240964,0.0,0.0
2011,510340,CUIABA,CUIABA,58,58,4,2334495.0,municipal_soma_com_carry,618124.0,618124.0,9.38323054921019,0.6471193482213925,6.896551724137931
2011,510350,DIAMANTINO,DIAMANTINO,1,1,0,2334495.0,municipal_soma_com_carry,22178.0,22178.0,4.508972855983408,0.0,0.0
2011,510410,GUARANTA DO NORTE,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,36130.0,36130.0,2.7677830058123445,0.0,0.0
2011,510450,INDIAVAI,CACERES,1,1,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,14.524328249818446,0.0,0.0
2011,510454,ITANHANGA,SINOP,1,1,0,2334495.0,municipal_soma_com_carry,6885.0,6885.0,14.524328249818446,0.0,0.0
2011,510455,ITAUBA,COLIDER,1,1,1,2334495.0,municipal_soma_com_carry,3704.0,3704.0,26.99784017278618,26.99784017278618,100.0
2011,510480,JACIARA,RONDONOPOLIS,4,4,0,2334495.0,municipal_soma_com_carry,27696.0,27696.0,14.442518775274406,0.0,0.0
2011,510510,JUARA,JUARA,6,6,0,2334495.0,municipal_soma_com_carry,34906.0,34906.0,17.189021944651348,0.0,0.0
2011,510520,JUSCIMEIRA,RONDONOPOLIS,1,1,0,2334495.0,municipal_soma_com_carry,11480.0,11480.0,8.710801393728223,0.0,0.0
2011,510525,LUCAS DO RIO VERDE,SINOP,3,3,2,2334495.0,municipal_soma_com_carry,67620.0,67620.0,4.436557231588288,2.9577048210588583,66.66666666666666
2011,510558,MARCELANDIA,COLIDER,1,1,0,2334495.0,municipal_soma_com_carry,10107.0,10107.0,9.894132779261898,0.0,0.0
2011,510560,MATUPA,PEIXOTO DE AZEVEDO,1,1,0,2334495.0,municipal_soma_com_carry,20853.0,20853.0,4.795473073418693,0.0,0.0
