ano_dose_v34,codigo_municipio_v34,municipio_v34,regional_v34,imuno_grupo_v34,faixa_risco_v34,n_doses
2023,510885,,TANGARA DA SERRA,Hib,Ignorado,409
2023,510626,,PEIXOTO DE AZEVEDO,Hib,Ignorado,404
2023,510735,,PORTO ALEGRE DO NORTE,Hib,Ignorado,391
2023,510454,,SINOP,Hib,Ignorado,388
2023,510345,,TANGARA DA SERRA,Hib,Ignorado,381
2023,510343,,CACERES,Hib,Ignorado,371
2023,510310,,AGUA BOA,Hib,Ignorado,368
2023,510500,,PONTES E LACERDA,Hib,Ignorado,368
2023,510680,,JUARA,Hib,Ignorado,368
2023,510777,,PORTO ALEGRE DO NORTE,Hib,Ignorado,366
2023,510010,,CUIABA,Hib,Ignorado,362
2023,510830,,SINOP,Hib,Ignorado,348
2023,510336,,PONTES E LACERDA,Hib,Ignorado,347
2023,510285,,JUINA,Hib,Ignorado,341
2023,510724,,SINOP,Hib,Ignorado,332
2023,510665,,BARRA DO GARCAS,Hib,Ignorado,326
2023,510890,,DIAMANTINO,Hib,Ignorado,324
2023,510600,,DIAMANTINO,Hib,Ignorado,315
2023,510185,,AGUA BOA,Hib,Ignorado,313
2023,510455,,COLIDER,Hib,Ignorado,313
2023,510618,,PONTES E LACERDA,Hib,Ignorado,306
2023,510619,,COLIDER,Hib,Ignorado,304
2023,510360,,RONDONOPOLIS,Hib,Ignorado,272
2023,510390,,BARRA DO GARCAS,Hib,Ignorado,265
2023,510100,,BARRA DO GARCAS,Hib,Ignorado,256
2023,510880,,COLIDER,Hib,Ignorado,250
2023,510645,,CUIABA,Hib,Ignorado,244
2023,510720,,CACERES,Hib,Ignorado,243
2023,510740,,RONDONOPOLIS,Hib,Ignorado,239
2023,510779,,RONDONOPOLIS,Hib,Ignorado,233
2023,510775,,CACERES,Hib,Ignorado,222
2023,510620,,CUIABA,Hib,Ignorado,218
2023,510395,,CACERES,Hib,Ignorado,210
2023,510685,,TANGARA DA SERRA,Hib,Ignorado,206
2023,510627,,JUARA,Hib,Ignorado,188
2023,510820,,BARRA DO GARCAS,Hib,Ignorado,174
2023,510617,,AGUA BOA,Hib,Ignorado,163
2023,510269,,PORTO ALEGRE DO NORTE,Hib,Ignorado,158
2023,510726,,TANGARA DA SERRA,Hib,Ignorado,158
2023,510810,,RONDONOPOLIS,Hib,Ignorado,137
2023,510719,,BARRA DO GARCAS,Hib,Ignorado,133
2023,510835,,PONTES E LACERDA,Hib,Ignorado,126
2023,510774,,PORTO ALEGRE DO NORTE,Hib,Ignorado,125
2023,510631,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,123
2023,510450,,CACERES,Hib,Ignorado,119
2023,510788,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,115
2023,510380,,PONTES E LACERDA,Hib,Ignorado,111
2023,510729,,RONDONOPOLIS,Hib,Ignorado,102
2023,510715,,CACERES,Hib,Ignorado,100
2023,510530,,SAO FELIX DO ARAGUAIA,Hib,Ignorado,81
2023,510670,,BARRA DO GARCAS,Hib,Ignorado,58
2023,510120,,RONDONOPOLIS,Hib,Ignorado,53
2023,510757,,Sem regional,Hib,Ignorado,49
2023,510490,,CUIABA,MenACWY,Ignorado,355
2023,510340,,CUIABA,MenACWY,Ignorado,253
2023,510685,,TANGARA DA SERRA,MenACWY,Ignorado,227
2023,510779,,RONDONOPOLIS,MenACWY,Ignorado,178
2023,510180,,BARRA DO GARCAS,MenACWY,Ignorado,76
2023,510840,,CUIABA,MenACWY,Ignorado,68
2023,510790,,SINOP,MenACWY,Ignorado,54
2023,510629,,ALTA FLORESTA,MenACWY,Ignorado,46
2023,510637,,RONDONOPOLIS,MenACWY,Ignorado,45
2023,510617,,AGUA BOA,MenACWY,Ignorado,42
2023,510100,,BARRA DO GARCAS,MenACWY,Ignorado,37
2023,510300,,CUIABA,MenACWY,Ignorado,34
2023,510620,,CUIABA,MenACWY,Ignorado,33
2023,510706,,AGUA BOA,MenACWY,Ignorado,33
2023,510250,,CACERES,MenACWY,Ignorado,31
2023,510285,,JUINA,MenACWY,Ignorado,30
2023,510704,,RONDONOPOLIS,MenACWY,Ignorado,28
2023,510550,,PONTES E LACERDA,MenACWY,Ignorado,27
2023,510760,,RONDONOPOLIS,MenACWY,Ignorado,23
2023,510170,,TANGARA DA SERRA,MenACWY,Ignorado,17
2023,510130,,TANGARA DA SERRA,MenACWY,Ignorado,16
2023,510740,,RONDONOPOLIS,MenACWY,Ignorado,15
2023,510795,,TANGARA DA SERRA,MenACWY,Ignorado,15
2023,510060,,RONDONOPOLIS,MenACWY,Ignorado,14
2023,510885,,TANGARA DA SERRA,MenACWY,Ignorado,13
2023,510350,,DIAMANTINO,MenACWY,Ignorado,12
2023,510450,,CACERES,MenACWY,Ignorado,12
2023,510530,,SAO FELIX DO ARAGUAIA,MenACWY,Ignorado,12
2023,510267,,RONDONOPOLIS,MenACWY,Ignorado,11
2023,510480,,RONDONOPOLIS,MenACWY,Ignorado,10
2023,510520,,RONDONOPOLIS,MenACWY,Ignorado,9
2023,510700,,RONDONOPOLIS,MenACWY,Ignorado,9
2023,510630,,RONDONOPOLIS,MenACWY,Ignorado,8
2023,510025,,ALTA FLORESTA,MenACWY,Ignorado,7
2023,510628,,BARRA DO GARCAS,MenACWY,Ignorado,7
2023,510785,,SAO FELIX DO ARAGUAIA,MenACWY,Ignorado,7
2023,510395,,CACERES,MenACWY,Ignorado,6
2023,510420,,RONDONOPOLIS,MenACWY,Ignorado,6
2023,510515,,JUINA,MenACWY,Ignorado,6
2023,510560,,PEIXOTO DE AZEVEDO,MenACWY,Ignorado,6
2023,510610,,CUIABA,MenACWY,Ignorado,6
2023,510622,,SINOP,MenACWY,Ignorado,6
2023,510631,,SAO FELIX DO ARAGUAIA,MenACWY,Ignorado,6
2023,510787,,TANGARA DA SERRA,MenACWY,Ignorado,6
2023,510370,,SINOP,MenACWY,Ignorado,5
2023,510615,,ALTA FLORESTA,MenACWY,Ignorado,5
2023,510270,,AGUA BOA,MenACWY,Ignorado,4
2023,510330,,PONTES E LACERDA,MenACWY,Ignorado,4
2023,510642,,PEIXOTO DE AZEVEDO,MenACWY,Ignorado,4
2023,510650,,CUIABA,MenACWY,Ignorado,4
2023,510665,,BARRA DO GARCAS,MenACWY,Ignorado,4
2023,510792,,SINOP,MenACWY,Ignorado,4
2023,510794,,JUARA,MenACWY,Ignorado,4
2023,510050,,DIAMANTINO,MenACWY,Ignorado,3
2023,510269,,PORTO ALEGRE DO NORTE,MenACWY,Ignorado,3
2023,510310,,AGUA BOA,MenACWY,Ignorado,3
2023,510320,,COLIDER,MenACWY,Ignorado,3
2023,510325,,JUINA,MenACWY,Ignorado,3
2023,510335,,PORTO ALEGRE DO NORTE,MenACWY,Ignorado,3
2023,510525,,SINOP,MenACWY,Ignorado,3
2023,510625,,BARRA DO GARCAS,MenACWY,Ignorado,3
2023,510770,,DIAMANTINO,MenACWY,Ignorado,3
2023,510776,,SINOP,MenACWY,Ignorado,3
2023,510035,,SAO FELIX DO ARAGUAIA,MenACWY,Ignorado,2
2023,510125,,CACERES,MenACWY,Ignorado,2
2023,510140,,JUINA,MenACWY,Ignorado,2
2023,510260,,BARRA DO GARCAS,MenACWY,Ignorado,2
2023,510279,,ALTA FLORESTA,MenACWY,Ignorado,2
2023,510337,,JUINA,MenACWY,Ignorado,2
2023,510360,,RONDONOPOLIS,MenACWY,Ignorado,2
2023,510385,,AGUA BOA,MenACWY,Ignorado,2
2023,510510,,JUARA,MenACWY,Ignorado,2
2023,510517,,JUINA,MenACWY,Ignorado,2
2023,510562,,CACERES,MenACWY,Ignorado,2
2023,510677,,PORTO ALEGRE DO NORTE,MenACWY,Ignorado,2
2023,510682,,CACERES,MenACWY,Ignorado,2
2023,510726,,TANGARA DA SERRA,MenACWY,Ignorado,2
2023,510729,,RONDONOPOLIS,MenACWY,Ignorado,2
2023,510810,,RONDONOPOLIS,MenACWY,Ignorado,2
2023,510880,,COLIDER,MenACWY,Ignorado,2
2023,510890,,DIAMANTINO,MenACWY,Ignorado,2
2023,510030,,RONDONOPOLIS,MenACWY,Ignorado,1
2023,510345,,TANGARA DA SERRA,MenACWY,Ignorado,1
2023,510523,,CACERES,MenACWY,Ignorado,1
2023,510558,,COLIDER,MenACWY,Ignorado,1
2023,510735,,PORTO ALEGRE DO NORTE,MenACWY,Ignorado,1
2023,510895,,ALTA FLORESTA,MenACWY,Ignorado,1
2023,510340,,CUIABA,MenC,Ignorado,421
2023,510760,,RONDONOPOLIS,MenC,Ignorado,325
2023,510790,,SINOP,MenC,Ignorado,302
2023,510706,,AGUA BOA,MenC,Ignorado,167
2023,510525,,SINOP,MenC,Ignorado,154
2023,510385,,AGUA BOA,MenC,Ignorado,104
2023,510620,,CUIABA,MenC,Ignorado,102
2023,510180,,BARRA DO GARCAS,MenC,Ignorado,91
2023,510025,,ALTA FLORESTA,MenC,Ignorado,70
2023,510704,,RONDONOPOLIS,MenC,Ignorado,68
2023,510270,,AGUA BOA,MenC,Ignorado,63
2023,510558,,COLIDER,MenC,Ignorado,59
2023,510792,,SINOP,MenC,Ignorado,59
2023,510795,,TANGARA DA SERRA,MenC,Ignorado,49
2023,510370,,SINOP,MenC,Ignorado,47
2023,510520,,RONDONOPOLIS,MenC,Ignorado,45
2023,510267,,RONDONOPOLIS,MenC,Ignorado,36
2023,510320,,COLIDER,MenC,Ignorado,36
2023,510840,,CUIABA,MenC,Ignorado,36
2023,510020,,AGUA BOA,MenC,Ignorado,34
2023,510510,,JUARA,MenC,Ignorado,33
2023,510300,,CUIABA,MenC,Ignorado,30
2023,510170,,TANGARA DA SERRA,MenC,Ignorado,27
2023,510260,,BARRA DO GARCAS,MenC,Ignorado,21
2023,510785,,SAO FELIX DO ARAGUAIA,MenC,Ignorado,21
2023,510263,,TANGARA DA SERRA,MenC,Ignorado,20
2023,510630,,RONDONOPOLIS,MenC,Ignorado,19
2023,510460,,RONDONOPOLIS,MenC,Ignorado,18
2023,510480,,RONDONOPOLIS,MenC,Ignorado,18
2023,510515,,JUINA,MenC,Ignorado,18
2023,510800,,SINOP,MenC,Ignorado,18
2023,510787,,TANGARA DA SERRA,MenC,Ignorado,17
2023,510040,,RONDONOPOLIS,MenC,Ignorado,16
2023,510250,,CACERES,MenC,Ignorado,16
2023,510562,,CACERES,MenC,Ignorado,15
2023,510622,,SINOP,MenC,Ignorado,15
2023,510794,,JUARA,MenC,Ignorado,15
2023,510610,,CUIABA,MenC,Ignorado,14
2023,510305,,SINOP,MenC,Ignorado,11
2023,510420,,RONDONOPOLIS,MenC,Ignorado,11
2023,510650,,CUIABA,MenC,Ignorado,11
2023,510724,,SINOP,MenC,Ignorado,11
2023,510885,,TANGARA DA SERRA,MenC,Ignorado,11
2023,510560,,PEIXOTO DE AZEVEDO,MenC,Ignorado,10
2023,510190,,JUINA,MenC,Ignorado,9
2023,510350,,DIAMANTINO,MenC,Ignorado,9
2023,510730,,DIAMANTINO,MenC,Ignorado,9
2023,510830,,SINOP,MenC,Ignorado,9
2023,510080,,ALTA FLORESTA,MenC,Ignorado,8
2023,510450,,CACERES,MenC,Ignorado,8
2023,510617,,AGUA BOA,MenC,Ignorado,8
2023,510268,,PONTES E LACERDA,MenC,Ignorado,7
2023,510285,,JUINA,MenC,Ignorado,7
2023,510680,,JUARA,MenC,Ignorado,7
2023,510860,,PORTO ALEGRE DO NORTE,MenC,Ignorado,7
2023,510642,,PEIXOTO DE AZEVEDO,MenC,Ignorado,6
2023,510735,,PORTO ALEGRE DO NORTE,MenC,Ignorado,6
2023,510779,,RONDONOPOLIS,MenC,Ignorado,6
2023,510850,,SINOP,MenC,Ignorado,6
2023,510890,,DIAMANTINO,MenC,Ignorado,6
2023,510060,,RONDONOPOLIS,MenC,Ignorado,5
2023,510335,,PORTO ALEGRE DO NORTE,MenC,Ignorado,5
2023,510410,,PEIXOTO DE AZEVEDO,MenC,Ignorado,5
2023,510628,,BARRA DO GARCAS,MenC,Ignorado,5
2023,510637,,RONDONOPOLIS,MenC,Ignorado,5
2023,510740,,RONDONOPOLIS,MenC,Ignorado,5
2023,510452,,SINOP,MenC,Ignorado,4
2023,510624,,SINOP,MenC,Ignorado,4
2023,510625,,BARRA DO GARCAS,MenC,Ignorado,4
2023,510770,,DIAMANTINO,MenC,Ignorado,4
2023,510010,,CUIABA,MenC,Ignorado,3
2023,510621,,COLIDER,MenC,Ignorado,3
2023,510629,,ALTA FLORESTA,MenC,Ignorado,3
2023,510030,,RONDONOPOLIS,MenC,Ignorado,2
2023,510130,,TANGARA DA SERRA,MenC,Ignorado,2
2023,510160,,CUIABA,MenC,Ignorado,2
2023,510325,,JUINA,MenC,Ignorado,2
2023,510360,,RONDONOPOLIS,MenC,Ignorado,2
2023,510395,,CACERES,MenC,Ignorado,2
2023,510490,,CUIABA,MenC,Ignorado,2
2023,510600,,DIAMANTINO,MenC,Ignorado,2
2023,510700,,RONDONOPOLIS,MenC,Ignorado,2
2023,510718,,AGUA BOA,MenC,Ignorado,2
2023,510776,,SINOP,MenC,Ignorado,2
2023,510777,,PORTO ALEGRE DO NORTE,MenC,Ignorado,2
2023,510780,,CUIABA,MenC,Ignorado,2
2023,510805,,PEIXOTO DE AZEVEDO,MenC,Ignorado,2
2023,510810,,RONDONOPOLIS,MenC,Ignorado,2
2023,510880,,COLIDER,MenC,Ignorado,2
2023,510895,,ALTA FLORESTA,MenC,Ignorado,2
2023,510125,,CACERES,MenC,Ignorado,1
2023,510140,,JUINA,MenC,Ignorado,1
2023,510185,,AGUA BOA,MenC,Ignorado,1
2023,510279,,ALTA FLORESTA,MenC,Ignorado,1
2023,510330,,PONTES E LACERDA,MenC,Ignorado,1
2023,510390,,BARRA DO GARCAS,MenC,Ignorado,1
2023,510454,,SINOP,MenC,Ignorado,1
2023,510500,,PONTES E LACERDA,MenC,Ignorado,1
2023,510665,,BARRA DO GARCAS,MenC,Ignorado,1
2023,510675,,PONTES E LACERDA,MenC,Ignorado,1
2023,510682,,CACERES,MenC,Ignorado,1
2023,510820,,BARRA DO GARCAS,MenC,Ignorado,1
2023,510340,,CUIABA,Meningocócica (outra),Ignorado,23168
2023,510840,,CUIABA,Meningocócica (outra),Ignorado,12404
2023,510760,,RONDONOPOLIS,Meningocócica (outra),Ignorado,10799
2023,510790,,SINOP,Meningocócica (outra),Ignorado,9828
2023,510792,,SINOP,Meningocócica (outra),Ignorado,5947
2023,510795,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,4829
2023,510704,,RONDONOPOLIS,Meningocócica (outra),Ignorado,4659
2023,510525,,SINOP,Meningocócica (outra),Ignorado,4590
2023,510250,,CACERES,Meningocócica (outra),Ignorado,3536
2023,510622,,SINOP,Meningocócica (outra),Ignorado,3488
2023,510263,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,3260
2023,510180,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,2949
2023,510675,,PONTES E LACERDA,Meningocócica (outra),Ignorado,2944
2023,510025,,ALTA FLORESTA,Meningocócica (outra),Ignorado,2691
2023,510267,,RONDONOPOLIS,Meningocócica (outra),Ignorado,2408
2023,510642,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,2066
2023,510335,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,2062
2023,510510,,JUARA,Meningocócica (outra),Ignorado,1931
2023,510515,,JUINA,Meningocócica (outra),Ignorado,1879
2023,510706,,AGUA BOA,Meningocócica (outra),Ignorado,1849
2023,510787,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,1838
2023,510410,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,1782
2023,510270,,AGUA BOA,Meningocócica (outra),Ignorado,1624
2023,510650,,CUIABA,Meningocócica (outra),Ignorado,1593
2023,510350,,DIAMANTINO,Meningocócica (outra),Ignorado,1574
2023,510020,,AGUA BOA,Meningocócica (outra),Ignorado,1558
2023,510320,,COLIDER,Meningocócica (outra),Ignorado,1552
2023,510170,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,1518
2023,510630,,RONDONOPOLIS,Meningocócica (outra),Ignorado,1401
2023,510560,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,1382
2023,510325,,JUINA,Meningocócica (outra),Ignorado,1340
2023,510480,,RONDONOPOLIS,Meningocócica (outra),Ignorado,1241
2023,510140,,JUINA,Meningocócica (outra),Ignorado,1211
2023,510625,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,1169
2023,510260,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,1152
2023,510800,,SINOP,Meningocócica (outra),Ignorado,1129
2023,510562,,CACERES,Meningocócica (outra),Ignorado,1127
2023,510624,,SINOP,Meningocócica (outra),Ignorado,965
2023,510860,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,937
2023,510190,,JUINA,Meningocócica (outra),Ignorado,899
2023,510550,,PONTES E LACERDA,Meningocócica (outra),Ignorado,848
2023,510730,,DIAMANTINO,Meningocócica (outra),Ignorado,804
2023,510590,,DIAMANTINO,Meningocócica (outra),Ignorado,799
2023,510780,,CUIABA,Meningocócica (outra),Ignorado,797
2023,510330,,PONTES E LACERDA,Meningocócica (outra),Ignorado,789
2023,510615,,ALTA FLORESTA,Meningocócica (outra),Ignorado,764
2023,510558,,COLIDER,Meningocócica (outra),Ignorado,761
2023,510300,,CUIABA,Meningocócica (outra),Ignorado,718
2023,510794,,JUARA,Meningocócica (outra),Ignorado,716
2023,510623,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,711
2023,510370,,SINOP,Meningocócica (outra),Ignorado,701
2023,510040,,RONDONOPOLIS,Meningocócica (outra),Ignorado,688
2023,510700,,RONDONOPOLIS,Meningocócica (outra),Ignorado,686
2023,510517,,JUINA,Meningocócica (outra),Ignorado,675
2023,510637,,RONDONOPOLIS,Meningocócica (outra),Ignorado,671
2023,510677,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,666
2023,510030,,RONDONOPOLIS,Meningocócica (outra),Ignorado,635
2023,510710,,CACERES,Meningocócica (outra),Ignorado,615
2023,510682,,CACERES,Meningocócica (outra),Ignorado,604
2023,510785,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,602
2023,510770,,DIAMANTINO,Meningocócica (outra),Ignorado,599
2023,510125,,CACERES,Meningocócica (outra),Ignorado,584
2023,510385,,AGUA BOA,Meningocócica (outra),Ignorado,563
2023,510460,,RONDONOPOLIS,Meningocócica (outra),Ignorado,562
2023,510718,,AGUA BOA,Meningocócica (outra),Ignorado,554
2023,510337,,JUINA,Meningocócica (outra),Ignorado,547
2023,510621,,COLIDER,Meningocócica (outra),Ignorado,547
2023,510850,,SINOP,Meningocócica (outra),Ignorado,543
2023,510130,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,530
2023,510305,,SINOP,Meningocócica (outra),Ignorado,507
2023,510629,,ALTA FLORESTA,Meningocócica (outra),Ignorado,498
2023,510805,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,495
2023,510268,,PONTES E LACERDA,Meningocócica (outra),Ignorado,491
2023,510060,,RONDONOPOLIS,Meningocócica (outra),Ignorado,477
2023,510080,,ALTA FLORESTA,Meningocócica (outra),Ignorado,470
2023,510610,,CUIABA,Meningocócica (outra),Ignorado,464
2023,510895,,ALTA FLORESTA,Meningocócica (outra),Ignorado,449
2023,510452,,SINOP,Meningocócica (outra),Ignorado,440
2023,510279,,ALTA FLORESTA,Meningocócica (outra),Ignorado,436
2023,510454,,SINOP,Meningocócica (outra),Ignorado,412
2023,510520,,RONDONOPOLIS,Meningocócica (outra),Ignorado,390
2023,510626,,PEIXOTO DE AZEVEDO,Meningocócica (outra),Ignorado,376
2023,510420,,RONDONOPOLIS,Meningocócica (outra),Ignorado,373
2023,510735,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,369
2023,510680,,JUARA,Meningocócica (outra),Ignorado,351
2023,510285,,JUINA,Meningocócica (outra),Ignorado,346
2023,510035,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,339
2023,510490,,CUIABA,Meningocócica (outra),Ignorado,331
2023,510724,,SINOP,Meningocócica (outra),Ignorado,317
2023,510777,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,315
2023,510617,,AGUA BOA,Meningocócica (outra),Ignorado,311
2023,510890,,DIAMANTINO,Meningocócica (outra),Ignorado,306
2023,510500,,PONTES E LACERDA,Meningocócica (outra),Ignorado,305
2023,510618,,PONTES E LACERDA,Meningocócica (outra),Ignorado,304
2023,510628,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,300
2023,510050,,DIAMANTINO,Meningocócica (outra),Ignorado,288
2023,510830,,SINOP,Meningocócica (outra),Ignorado,284
2023,510185,,AGUA BOA,Meningocócica (outra),Ignorado,273
2023,510455,,COLIDER,Meningocócica (outra),Ignorado,271
2023,510269,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,270
2023,510345,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,267
2023,510665,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,252
2023,510390,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,243
2023,510779,,RONDONOPOLIS,Meningocócica (outra),Ignorado,241
2023,510360,,RONDONOPOLIS,Meningocócica (outra),Ignorado,232
2023,510310,,AGUA BOA,Meningocócica (outra),Ignorado,227
2023,510600,,DIAMANTINO,Meningocócica (outra),Ignorado,227
2023,510880,,COLIDER,Meningocócica (outra),Ignorado,225
2023,510776,,SINOP,Meningocócica (outra),Ignorado,224
2023,510885,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,218
2023,510343,,CACERES,Meningocócica (outra),Ignorado,215
2023,510336,,PONTES E LACERDA,Meningocócica (outra),Ignorado,214
2023,510720,,CACERES,Meningocócica (outra),Ignorado,210
2023,510619,,COLIDER,Meningocócica (outra),Ignorado,205
2023,510010,,CUIABA,Meningocócica (outra),Ignorado,199
2023,510620,,CUIABA,Meningocócica (outra),Ignorado,187
2023,510740,,RONDONOPOLIS,Meningocócica (outra),Ignorado,184
2023,510523,,CACERES,Meningocócica (outra),Ignorado,178
2023,510160,,CUIABA,Meningocócica (outra),Ignorado,167
2023,510100,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,161
2023,510645,,CUIABA,Meningocócica (outra),Ignorado,155
2023,510775,,CACERES,Meningocócica (outra),Ignorado,155
2023,510530,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,144
2023,510726,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,141
2023,510835,,PONTES E LACERDA,Meningocócica (outra),Ignorado,132
2023,510631,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,123
2023,510395,,CACERES,Meningocócica (outra),Ignorado,118
2023,510450,,CACERES,Meningocócica (outra),Ignorado,118
2023,510627,,JUARA,Meningocócica (outra),Ignorado,109
2023,510380,,PONTES E LACERDA,Meningocócica (outra),Ignorado,108
2023,510715,,CACERES,Meningocócica (outra),Ignorado,108
2023,510810,,RONDONOPOLIS,Meningocócica (outra),Ignorado,102
2023,510719,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,96
2023,510820,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,89
2023,510685,,TANGARA DA SERRA,Meningocócica (outra),Ignorado,78
2023,510757,,Sem regional,Meningocócica (outra),Ignorado,75
2023,510774,,PORTO ALEGRE DO NORTE,Meningocócica (outra),Ignorado,72
2023,510788,,SAO FELIX DO ARAGUAIA,Meningocócica (outra),Ignorado,62
2023,510670,,BARRA DO GARCAS,Meningocócica (outra),Ignorado,47
2023,510729,,RONDONOPOLIS,Meningocócica (outra),Ignorado,45
2023,510120,,RONDONOPOLIS,Meningocócica (outra),Ignorado,44
2023,510340,,CUIABA,Penta/Hexa (Hib),Ignorado,15567
2023,510840,,CUIABA,Penta/Hexa (Hib),Ignorado,7648
2023,510760,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,6908
2023,510790,,SINOP,Penta/Hexa (Hib),Ignorado,6281
2023,510792,,SINOP,Penta/Hexa (Hib),Ignorado,4373
2023,510525,,SINOP,Penta/Hexa (Hib),Ignorado,3171
2023,510795,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,2991
2023,510704,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,2874
2023,510250,,CACERES,Penta/Hexa (Hib),Ignorado,2394
2023,510622,,SINOP,Penta/Hexa (Hib),Ignorado,2381
2023,510267,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,2004
2023,510180,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,1959
2023,510025,,ALTA FLORESTA,Penta/Hexa (Hib),Ignorado,1884
2023,510675,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,1793
2023,510263,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,1468
2023,510515,,JUINA,Penta/Hexa (Hib),Ignorado,1420
2023,510510,,JUARA,Penta/Hexa (Hib),Ignorado,1235
2023,510706,,AGUA BOA,Penta/Hexa (Hib),Ignorado,1219
2023,510410,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,1178
2023,510642,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,1159
2023,510650,,CUIABA,Penta/Hexa (Hib),Ignorado,1128
2023,510335,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,1096
2023,510020,,AGUA BOA,Penta/Hexa (Hib),Ignorado,1092
2023,510787,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,1003
2023,510325,,JUINA,Penta/Hexa (Hib),Ignorado,976
2023,510630,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,961
2023,510170,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,947
2023,510480,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,938
2023,510350,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,930
2023,510320,,COLIDER,Penta/Hexa (Hib),Ignorado,894
2023,510270,,AGUA BOA,Penta/Hexa (Hib),Ignorado,845
2023,510260,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,827
2023,510562,,CACERES,Penta/Hexa (Hib),Ignorado,793
2023,510140,,JUINA,Penta/Hexa (Hib),Ignorado,784
2023,510625,,BARRA DO GARCAS,Penta/Hexa (Hib),Ignorado,776
2023,510560,,PEIXOTO DE AZEVEDO,Penta/Hexa (Hib),Ignorado,735
2023,510860,,PORTO ALEGRE DO NORTE,Penta/Hexa (Hib),Ignorado,676
2023,510624,,SINOP,Penta/Hexa (Hib),Ignorado,639
2023,510190,,JUINA,Penta/Hexa (Hib),Ignorado,630
2023,510330,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,578
2023,510800,,SINOP,Penta/Hexa (Hib),Ignorado,568
2023,510300,,CUIABA,Penta/Hexa (Hib),Ignorado,563
2023,510590,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,555
2023,510700,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,553
2023,510730,,DIAMANTINO,Penta/Hexa (Hib),Ignorado,538
2023,510550,,PONTES E LACERDA,Penta/Hexa (Hib),Ignorado,522
2023,510125,,CACERES,Penta/Hexa (Hib),Ignorado,486
2023,510370,,SINOP,Penta/Hexa (Hib),Ignorado,482
2023,510623,,TANGARA DA SERRA,Penta/Hexa (Hib),Ignorado,482
2023,510794,,JUARA,Penta/Hexa (Hib),Ignorado,469
2023,510637,,RONDONOPOLIS,Penta/Hexa (Hib),Ignorado,467
2023,510785,,SAO FELIX DO ARAGUAIA,Penta/Hexa (Hib),Ignorado,455
