regional_v17,classificacao_agrupada_v17,vacina,campo_vacinal,desfecho,total_casos_no_estrato,proporcao_vacinados_pct,status,motivo,n_analisado,vacinados,nao_vacinados,eventos_vacinados,nao_eventos_vacinados,eventos_nao_vacinados,nao_eventos_nao_vacinados,or,ic95_or_inferior,ic95_or_superior,p_value,efetividade_vacinal_estimada_pct,ev_ic95_inferior_pct,ev_ic95_superior_pct,interpretacao_estatistica,interpretacao,relevancia_pratica,alerta_vigilancia
SINOP,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Óbito por meningite,66,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Confirmação do caso,66,29.629629629629626,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Hospitalização,66,29.629629629629626,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Óbito por meningite,66,29.629629629629626,Aplicável etiologicamente,Par vacina-etiologia coerente.,27.0,8.0,19.0,2.0,6.0,8.0,11.0,0.4583333333333333,0.07269443675297428,2.889759572087881,0.6655248133509003,54.16666666666667,-188.9759572087881,92.73055632470258,p=0.6655: não há evidência estatística suficiente ao nível de 5%.,"OR<1 sugere proteção observacional, mas IC95%/p-valor exigem cautela.",Associação protetora de magnitude potencialmente relevante.,Sugere proteção; cautela
SINOP,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Confirmação do caso,25,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Hospitalização,25,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Óbito por meningite,25,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Confirmação do caso,2,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Hospitalização,2,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Óbito por meningite,2,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,3,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,3,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
SINOP,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,3,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Confirmação do caso,7,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Hospitalização,7,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica polissacarídica A/C,VacinaContraPolissacaridicaAC_bin_v17,Óbito por meningite,7,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Confirmação do caso,7,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Hospitalização,7,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica polissacarídica B/C,VacinaContraPolissacaridicaBC_bin_v17,Óbito por meningite,7,0.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Confirmação do caso,7,33.33333333333333,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Hospitalização,7,33.33333333333333,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Doença meningocócica,Meningocócica C conjugada,VacinaConjugadaMeningoC_bin_v17,Óbito por meningite,7,33.33333333333333,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Confirmação do caso,11,66.66666666666666,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Hospitalização,11,66.66666666666666,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite pneumocócica,Pneumocócica,VacinaContraPneumococo_bin_v17,Óbito por meningite,11,66.66666666666666,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Confirmação do caso,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Hospitalização,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite por Hib/Hemófilo,Hib/Hemófilos,VacinaContraHemofilos_bin_v17,Óbito por meningite,1,100.0,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Confirmação do caso,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Hospitalização,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
TANGARA DA SERRA,Meningite tuberculosa,BCG,VacinaContraBCG_bin_v17,Óbito por meningite,1,,"Aplicável, mas insuficiente para OR","Estrato pequeno, sem grupo comparador, sem evento ou campo incompleto.",,,,,,,,,,,,,,,,,,
